,MAE,RMSE,R2
1816,1.0775322580645161,1.3574579717845006,0.9385225834013501
1817,1.1757204301075268,1.425230281336567,0.9391606812293436
1818,1.1597043010752688,1.4287995807444387,0.9332125504107089
1819,1.0588978494623655,1.3558498525207887,0.9441644665470623
1820,1.1879946236559138,1.4437849581486655,0.9359639387069566
1821,1.1191075268817203,1.3817035262344095,0.9436999304357598
1822,1.0683064516129033,1.35709261694541,0.9435323654808142
1823,1.147215053763441,1.458845610792668,0.9301831717656247
1824,1.356983870967742,1.6695208877470376,0.9093662053880873
1825,1.1005860215053764,1.3970805793372443,0.9398364532428323
1826,1.1483279569892475,1.4158520953524696,0.9338701897076286
1827,1.1978118279569894,1.456816452892867,0.9401946812679012
1828,1.712817204301075,2.2529596782516896,0.8303264695826721
1829,1.1586397849462367,1.4895103709478799,0.934388780629068
1830,0.997951612903226,1.244869900789827,0.9508070570280923
1831,1.0515430107526884,1.3317830173779601,0.9439909768590331
1832,1.1056935483870967,1.4028186238419595,0.9427319368151765
1833,1.0172956989247313,1.258136134231135,0.9535894656470462
1834,1.0321290322580645,1.2936042422177931,0.9474452952656369
1835,1.1033870967741937,1.3674389215979905,0.9390646978697503
1836,1.1413440860215054,1.4511500259619825,0.9253974572051928
1837,1.004301075268817,1.2913182062053563,0.9459475221095766
1838,1.1495483870967744,1.4287115445111218,0.930428147420511
1839,3.0545806451612907,4.064815277052468,0.5373969595571559
1840,1.134779569892473,1.4131401756067858,0.9410663416641817
1841,1.025758064516129,1.2861026042280417,0.9501824871345933
1842,1.0785161290322582,1.311053126717323,0.9436439977252399
1843,1.0466290322580645,1.309374004991025,0.9501678202650055
1844,1.0099946236559139,1.2839936124351217,0.9526785908156187
1845,1.139790322580645,1.4384593105722672,0.9202271302028555
1846,1.1692150537634407,1.4436726574731142,0.9367963794503834
1847,1.1834139784946236,1.4414384896189079,0.933488420507566
1848,1.1425913978494624,1.3966015164315568,0.9311409355932481
1849,1.1654086021505377,1.4441442791233605,0.9435622940288715
1850,1.1031720430107526,1.3602280880840916,0.9421127051924828
1851,1.0921612903225806,1.3201621438374551,0.9480551274213825
1852,1.0564784946236558,1.3810614411752562,0.947542131149909
1853,1.1103064516129033,1.356215982180781,0.9421914466853505
1854,1.0129731182795698,1.255431157998366,0.9581128014179775
1855,1.5064408602150536,1.9623666203561894,0.8632557539531979
1856,1.0961397849462369,1.3480219718384197,0.948436918937368
1857,1.2468225806451612,1.514720242810036,0.9337379672164878
1858,1.1240967741935484,1.4087631538537322,0.9435708645454789
1859,1.1016451612903226,1.3830442307048685,0.9412477387050671
1860,1.155279569892473,1.4381033095825408,0.930923607252048
1861,1.055548387096774,1.3451009915316228,0.9382663174753987
1862,0.9493333333333335,1.1956119861833838,0.9548081752310028
1863,1.0905698924731182,1.3587306418084666,0.9451944663043294
1864,1.1050430107526883,1.3634478906572243,0.9493531912070691
1865,1.1576720430107525,1.4505234483432345,0.9262191264130656
1866,1.0936129032258064,1.400038352009249,0.939074666388891
1867,1.1311720430107526,1.3981842564747193,0.9390765535030061
1868,1.156747311827957,1.4552682917851503,0.9326823455423109
1869,1.113956989247312,1.3855216555739995,0.9431757580770992
1870,1.0271505376344086,1.3000871021274998,0.9406473009091502
1871,1.09602688172043,1.3703227565027325,0.9362456482698678
1872,1.1170053763440861,1.3919214633789703,0.9434427593109307
1873,1.1396989247311828,1.416325686984778,0.9415299044975998
1874,1.0045537634408603,1.3099656381441,0.9345601016371162
1875,1.0454623655913977,1.3218082637135784,0.9552513099103465
1876,1.1198172043010757,1.3802887262243129,0.9412531203207275
1877,1.0197043010752687,1.2963925816690138,0.9490484446190447
1878,1.040849462365591,1.3157020530777923,0.9413293955924378
1879,1.0829569892473119,1.3437678090842862,0.9471613992828275
1880,1.0621182795698927,1.3168372585826233,0.9508513141472883
1881,1.029698924731183,1.262741683456987,0.9580792877933735
1882,1.0163064516129032,1.2661355882988952,0.9458994369274458
1883,1.1023333333333334,1.4005254543874226,0.9383472830607983
1884,1.0801935483870968,1.3538702547388604,0.929185253767585
1885,1.0893978494623653,1.347297889165769,0.9463224167582213
1886,1.1461935483870969,1.4075868544030141,0.9312797705367625
1887,1.0526129032258065,1.3585448255434018,0.942411195081837
1888,1.0733817204301077,1.3526727166963277,0.9469770471343395
1889,1.2228763440860215,1.4642278507543594,0.9171450305193386
1890,1.0936720430107527,1.3903402789957031,0.9373525632800758
1891,1.1179623655913977,1.4048141594462396,0.9412889783447972
1892,1.159569892473118,1.4542488398386442,0.9374405153845128
1893,1.0897365591397847,1.3742958451121334,0.9379058324811049
1894,1.1740806451612902,1.4292417137573636,0.9359360389813709
1895,1.079483870967742,1.3121851429818756,0.9449714197426573
1896,1.0788333333333333,1.3889568047194067,0.9411289412296266
1897,1.160274193548387,1.4578799584047648,0.9383163063069442
1898,1.1064569892473117,1.369623931980514,0.9429673470639611
1899,1.11491935483871,1.4349952474538215,0.9285855159643436
1900,1.0870537634408604,1.351949357230562,0.9451253209955571
1901,1.0299892473118282,1.3223654880066131,0.9487295113371172
1902,1.0854139784946237,1.3354573156546352,0.9496333689556229
1903,1.054763440860215,1.309370130935079,0.9402300016946539
1904,2.197123655913978,2.8184287212894437,0.7863874756127109
1905,1.0732956989247313,1.3108149623769931,0.9426652925744006
1906,1.0764032258064518,1.3282773810749278,0.9405085106004522
1907,1.92805376344086,2.4698942840116755,0.8148806450007736
1908,1.0830860215053764,1.3602100881374788,0.9488735854999257
1909,1.201559139784946,1.4904426491222602,0.9349366380603568
1910,0.9748225806451614,1.23572670056717,0.9520006838408782
1911,1.0856774193548389,1.359224423065619,0.9359275996127655
1912,1.0538655913978494,1.3496573938022793,0.942324593169823
1913,1.0906559139784946,1.352373942210472,0.9472436448961008
1914,1.072994623655914,1.358627950765827,0.9334111402240841
1915,1.168172043010753,1.4313946503886656,0.9378099830286826
1916,1.0421612903225805,1.3016900511440161,0.9439355932082785
1917,1.0875967741935484,1.3630960272739012,0.9464236579314619
1918,1.0938172043010752,1.3851041768203434,0.9497154525354621
1919,1.0549999999999997,1.351499851817367,0.9472182306549584
1920,1.2404408602150538,1.536814832033121,0.932911054029357
1921,1.065177419354839,1.2947931395375665,0.9478087185765796
1922,1.0276397849462369,1.2917448960007878,0.9520160314847419
1923,1.1331129032258065,1.4200202652650564,0.9408518236189103
