Unnamed: 0,Season,Name,Team,Age,G,PA,AB,xAVG,xOBP,xSLG,xOPS,xHR,HBP,SF,xK%,xBB%,AVG-xAVG,OPS-xOPS,HR-xHR,xHR%,xBABIP,xISO,xK,xBB,xEvents,xBIP,xH,AVG,OBP,SLG,OPS,HR
122,2022,Giancarlo Stanton,NYY,32,101,415,364,0.253,0.333,0.51,0.843,30,0,3,0.283,0.109,-0.044,-0.095,-3,0.721,0.281,0.257,117,45,250,220,92,0.209,0.297,0.451,0.748,27
123,2022,Trey Mancini,- - -,30,133,554,489,0.235,0.311,0.444,0.755,20,10,4,0.25,0.083,0.012,-0.022,-2,0.354,0.284,0.209,138,46,356,336,115,0.247,0.329,0.405,0.733,18
124,2022,Manuel Margot,TBR,27,78,314,290,0.262,0.315,0.403,0.718,3,2,1,0.197,0.068,0.028,0.016,0,0.102,0.324,0.141,62,21,228,225,76,0.29,0.341,0.393,0.734,3
125,2022,Nick Fortes,MIA,25,64,209,190,0.258,0.335,0.461,0.796,7,5,0,0.157,0.08,-0.011,-0.064,1,0.343,0.285,0.203,33,17,154,147,49,0.247,0.316,0.416,0.732,8
126,2022,J.D. Davis,- - -,29,104,320,278,0.223,0.319,0.47,0.789,14,6,2,0.359,0.107,0.018,-0.063,-5,0.431,0.32,0.247,115,34,163,149,62,0.241,0.334,0.392,0.726,9
127,2022,Aledmys Diaz,HOU,31,83,294,272,0.257,0.313,0.44,0.753,11,2,2,0.158,0.07,0,-0.013,1,0.363,0.278,0.183,46,21,223,212,70,0.257,0.306,0.434,0.74,12
128,2022,Ketel Marte,ARI,28,131,533,469,0.239,0.32,0.421,0.741,10,6,5,0.18,0.098,0.004,-0.003,2,0.187,0.281,0.182,96,52,374,364,112,0.243,0.325,0.414,0.738,12
129,2022,Tyler Naquin,- - -,31,95,309,285,0.249,0.305,0.481,0.786,11,4,0,0.277,0.061,-0.007,-0.038,0,0.347,0.318,0.232,86,19,200,189,71,0.242,0.299,0.449,0.748,11
130,2022,Gio Urshela,MIN,30,131,499,455,0.286,0.322,0.475,0.797,11,2,7,0.168,0.052,-0.013,-0.055,1,0.212,0.323,0.189,84,26,380,369,130,0.273,0.323,0.42,0.742,12
131,2022,Seth Brown,OAK,29,137,500,454,0.24,0.305,0.47,0.775,21,3,1,0.262,0.081,-0.011,-0.032,2,0.422,0.289,0.23,131,40,325,304,109,0.229,0.298,0.445,0.743,23
132,2022,Marcus Semien,TEX,31,147,662,600,0.253,0.319,0.463,0.782,21,4,9,0.171,0.087,-0.001,-0.041,2,0.314,0.286,0.21,113,58,478,457,152,0.252,0.308,0.433,0.741,23
133,2022,Jose Iglesias,COL,32,114,451,423,0.267,0.312,0.38,0.692,1,8,3,0.119,0.046,0.033,0.037,2,0.028,0.307,0.113,54,21,365,364,113,0.3,0.337,0.392,0.729,3
134,2022,Wilmer Flores,SFG,30,141,560,493,0.225,0.306,0.424,0.73,19,10,5,0.191,0.089,0.012,0.001,0,0.333,0.249,0.199,107,50,388,369,111,0.237,0.32,0.412,0.731,19
135,2022,Evan Longoria,SFG,36,82,278,248,0.226,0.307,0.467,0.774,12,2,2,0.26,0.099,0.008,-0.033,0,0.42,0.269,0.241,72,28,174,162,56,0.234,0.309,0.431,0.741,12
136,2022,Christopher Morel,CHC,23,102,391,349,0.229,0.305,0.439,0.744,17,3,2,0.337,0.091,0.006,-0.011,-3,0.446,0.311,0.21,132,36,218,201,80,0.235,0.308,0.424,0.733,14
137,2022,Josh Rojas,ARI,28,113,467,407,0.26,0.348,0.403,0.751,7,2,4,0.186,0.117,0.003,-0.029,1,0.154,0.317,0.143,87,55,319,312,106,0.263,0.343,0.378,0.722,8
138,2022,Jake Cronenworth,SDP,28,146,634,543,0.238,0.325,0.42,0.745,16,16,7,0.185,0.091,0.001,-0.022,0,0.247,0.27,0.182,117,58,436,420,129,0.239,0.334,0.389,0.723,16
139,2022,Patrick Wisdom,CHC,30,123,493,432,0.197,0.292,0.463,0.755,23,7,2,0.348,0.106,0.014,-0.024,0,0.474,0.263,0.266,172,52,260,237,85,0.211,0.303,0.428,0.731,23
140,2022,Jace Peterson,MIL,32,103,305,267,0.258,0.326,0.441,0.767,9,2,3,0.277,0.086,-0.011,-0.036,-1,0.291,0.331,0.183,84,26,190,181,69,0.247,0.327,0.404,0.731,8
141,2022,Cal Raleigh,SEA,25,110,381,340,0.203,0.278,0.484,0.762,18,2,4,0.283,0.093,0,-0.019,5,0.469,0.24,0.281,108,35,232,214,69,0.203,0.278,0.465,0.743,23
142,2022,Luis Urias,MIL,25,109,436,373,0.217,0.32,0.423,0.743,14,9,5,0.23,0.114,0.011,-0.026,1,0.312,0.258,0.206,100,50,272,258,81,0.228,0.328,0.389,0.717,15
143,2022,Tommy Edman,STL,27,145,599,551,0.285,0.337,0.467,0.804,6,5,1,0.163,0.065,-0.018,-0.077,7,0.107,0.336,0.182,98,39,456,450,157,0.267,0.323,0.405,0.727,13
144,2022,Christian Arroyo,BOS,27,79,276,256,0.285,0.327,0.44,0.767,5,3,2,0.153,0.049,-0.004,-0.032,1,0.182,0.325,0.155,42,14,215,210,73,0.281,0.321,0.414,0.735,6
145,2022,Alec Bohm,PHI,25,138,573,533,0.291,0.335,0.451,0.786,12,3,9,0.161,0.065,-0.002,-0.054,0,0.218,0.341,0.16,92,37,432,420,155,0.289,0.323,0.409,0.732,12
146,2022,Chas McCormick,HOU,27,109,372,329,0.255,0.322,0.463,0.785,14,1,1,0.281,0.087,-0.021,-0.067,-1,0.376,0.321,0.208,105,32,233,219,84,0.234,0.32,0.398,0.718,13
147,2022,Alex Verdugo,BOS,26,140,593,546,0.269,0.322,0.426,0.748,8,3,5,0.131,0.07,0.011,-0.022,1,0.136,0.304,0.157,78,42,465,457,147,0.28,0.329,0.397,0.726,9
148,2022,MJ Melendez,KCR,23,116,475,408,0.248,0.328,0.466,0.794,20,1,7,0.25,0.107,-0.025,-0.069,-3,0.414,0.291,0.218,119,51,297,277,101,0.223,0.318,0.407,0.725,17
149,2022,Jurickson Profar,SDP,29,140,606,527,0.266,0.351,0.431,0.782,11,4,3,0.182,0.111,-0.031,-0.069,3,0.186,0.314,0.165,110,67,422,411,140,0.235,0.328,0.385,0.713,14
150,2022,Jonathan India,CIN,25,93,392,353,0.229,0.306,0.382,0.688,10,11,0,0.225,0.072,0.023,0.027,0,0.254,0.277,0.153,88,28,265,255,81,0.252,0.327,0.388,0.715,10
151,2022,Connor Joe,COL,29,109,463,400,0.26,0.349,0.418,0.767,7,7,1,0.208,0.104,-0.02,-0.063,0,0.158,0.318,0.158,96,48,311,304,104,0.24,0.341,0.363,0.704,7
152,2022,Elvis Andrus,- - -,33,136,521,481,0.258,0.316,0.421,0.737,12,2,0,0.168,0.075,-0.002,-0.017,2,0.228,0.296,0.163,88,39,392,380,124,0.256,0.313,0.407,0.72,14
153,2022,Trevor Story,BOS,29,94,396,357,0.235,0.301,0.477,0.778,17,3,4,0.283,0.082,0.003,-0.041,-1,0.417,0.294,0.242,112,32,245,228,84,0.238,0.303,0.434,0.737,16
154,2022,Cedric Mullins II,BAL,27,144,618,557,0.257,0.315,0.439,0.754,15,9,5,0.171,0.066,0.003,-0.032,-1,0.238,0.289,0.182,106,41,457,442,143,0.26,0.322,0.4,0.722,14
155,2022,Nolan Gorman,STL,22,89,313,283,0.208,0.293,0.468,0.761,13,2,0,0.33,0.101,0.018,-0.04,1,0.42,0.282,0.26,103,32,176,163,59,0.226,0.3,0.42,0.721,14
156,2022,Oneil Cruz,PIT,23,76,308,284,0.232,0.3,0.498,0.798,18,1,1,0.357,0.089,-0.014,-0.061,-1,0.584,0.316,0.266,110,27,169,151,66,0.218,0.276,0.461,0.737,17
157,2022,Yadiel Hernandez,WSN,34,94,327,305,0.246,0.299,0.402,0.701,8,1,2,0.243,0.069,0.023,0.021,1,0.258,0.312,0.156,79,23,222,214,75,0.269,0.312,0.41,0.722,9
158,2022,Lane Thomas,WSN,26,133,494,450,0.236,0.296,0.421,0.717,14,4,5,0.217,0.075,0.013,0.006,2,0.284,0.28,0.185,107,37,341,327,106,0.249,0.306,0.418,0.723,16
159,2022,Austin Hays,BAL,26,132,535,490,0.245,0.299,0.42,0.719,14,10,2,0.194,0.054,0.004,0,1,0.253,0.281,0.175,104,29,390,376,120,0.249,0.308,0.41,0.719,15
160,2022,Eric Haase,DET,29,101,320,295,0.22,0.274,0.422,0.696,13,1,3,0.306,0.069,0.027,0.031,-1,0.419,0.286,0.202,98,22,196,183,65,0.247,0.297,0.431,0.727,12
161,2022,Charlie Blackmon,COL,35,130,559,514,0.267,0.317,0.414,0.731,15,8,3,0.164,0.056,-0.006,-0.005,1,0.272,0.298,0.147,92,31,425,410,137,0.261,0.31,0.416,0.726,16
162,2022,Luis Guillorme,NYM,27,93,313,278,0.281,0.349,0.359,0.708,1,1,0,0.137,0.091,-0.004,-0.009,1,0.025,0.322,0.078,43,28,241,240,78,0.277,0.354,0.345,0.699,2
163,2022,Tyrone Taylor,MIL,28,109,371,341,0.229,0.285,0.438,0.723,16,7,3,0.251,0.057,0,0.006,1,0.434,0.267,0.209,93,21,247,231,78,0.229,0.283,0.446,0.729,17
164,2022,Randal Grichuk,COL,30,131,498,468,0.256,0.306,0.45,0.756,14,6,2,0.207,0.056,0.009,-0.036,1,0.291,0.308,0.194,103,28,359,345,120,0.265,0.305,0.415,0.72,15
165,2022,Brendan Rodgers,COL,25,130,552,502,0.287,0.338,0.446,0.784,7,2,5,0.167,0.07,-0.026,-0.069,4,0.134,0.337,0.159,92,39,414,407,144,0.261,0.319,0.396,0.715,11
166,2022,Bobby Witt Jr.,KCR,22,138,578,540,0.252,0.298,0.475,0.773,16,6,5,0.209,0.055,0,-0.044,4,0.276,0.301,0.223,121,32,414,398,136,0.252,0.292,0.437,0.729,20
167,2022,Eric Hosmer,- - -,32,102,414,375,0.256,0.31,0.421,0.731,0,1,1,0.164,0.07,0.011,-0.016,8,0.007,0.305,0.165,68,29,315,315,96,0.267,0.333,0.381,0.715,8
168,2022,Amed Rosario,CLE,26,142,625,593,0.29,0.325,0.441,0.766,9,4,3,0.156,0.045,-0.008,-0.049,2,0.14,0.338,0.151,98,28,492,483,172,0.282,0.314,0.403,0.717,11
169,2022,David Peralta,- - -,34,125,460,414,0.254,0.304,0.462,0.766,14,3,5,0.223,0.062,-0.008,-0.04,-2,0.298,0.296,0.208,103,29,320,306,105,0.246,0.311,0.415,0.726,12
170,2022,Jonah Heim,TEX,27,117,423,379,0.219,0.29,0.412,0.702,10,1,2,0.196,0.091,0.011,0.009,5,0.229,0.254,0.193,83,38,299,289,83,0.23,0.305,0.406,0.711,15
171,2022,Ji-Man Choi,TBR,31,104,388,330,0.221,0.343,0.427,0.77,12,2,3,0.286,0.156,0.003,-0.068,-2,0.311,0.307,0.206,111,61,211,199,73,0.224,0.332,0.37,0.702,10
172,2022,Andrew McCutchen,MIL,35,125,540,484,0.24,0.316,0.442,0.758,14,4,4,0.21,0.097,0.002,-0.05,3,0.265,0.289,0.202,113,52,367,353,116,0.242,0.313,0.395,0.708,17
173,2022,Ryan Mountcastle,BAL,25,132,555,507,0.254,0.306,0.506,0.812,23,4,7,0.25,0.067,-0.011,-0.092,-1,0.409,0.308,0.252,139,37,368,345,129,0.243,0.295,0.424,0.72,22
174,2022,Tommy Pham,- - -,34,133,576,513,0.246,0.321,0.429,0.75,18,6,5,0.256,0.092,0,-0.047,-2,0.317,0.31,0.183,147,53,365,347,126,0.246,0.319,0.384,0.703,16
175,2022,Ha-seong Kim,SDP,26,138,530,472,0.239,0.312,0.412,0.724,9,6,4,0.18,0.086,0.011,-0.021,1,0.177,0.281,0.173,95,46,379,370,113,0.25,0.322,0.381,0.703,10
176,2022,Kyle Farmer,CIN,31,132,532,480,0.273,0.33,0.43,0.76,10,16,5,0.174,0.051,-0.015,-0.056,2,0.191,0.318,0.157,93,27,391,381,131,0.258,0.319,0.385,0.704,12
177,2022,Carlos Santana,- - -,36,118,455,387,0.243,0.336,0.474,0.81,20,2,2,0.19,0.117,-0.044,-0.108,-1,0.442,0.254,0.231,86,53,312,292,94,0.199,0.314,0.388,0.702,19
178,2022,Christian Vazquez,- - -,31,110,402,374,0.262,0.314,0.403,0.717,7,3,3,0.145,0.067,0.011,-0.008,1,0.182,0.299,0.141,58,27,311,304,98,0.273,0.316,0.393,0.709,8
179,2022,Cavan Biggio,TOR,27,90,282,238,0.214,0.329,0.412,0.741,7,5,1,0.271,0.127,-0.008,-0.052,-1,0.231,0.28,0.198,76,36,164,157,51,0.206,0.324,0.366,0.689,6
180,2022,Joey Votto,CIN,38,91,376,322,0.23,0.337,0.444,0.781,13,10,0,0.253,0.113,-0.025,-0.092,-2,0.342,0.284,0.214,95,42,229,216,74,0.205,0.319,0.37,0.689,11
181,2022,Josh Donaldson,NYY,36,121,499,436,0.218,0.3,0.447,0.747,16,7,5,0.275,0.093,0.007,-0.044,-1,0.318,0.273,0.229,137,46,304,288,95,0.225,0.313,0.39,0.703,15
182,2022,Gavin Sheets,CHW,26,112,372,341,0.22,0.286,0.412,0.698,11,3,3,0.202,0.08,0.023,0.011,2,0.295,0.257,0.192,75,30,261,250,75,0.243,0.298,0.411,0.709,13
183,2022,Wander Franco,TBR,21,72,299,275,0.309,0.347,0.464,0.811,4,0,4,0.096,0.061,-0.04,-0.1,1,0.127,0.331,0.155,29,18,248,244,85,0.269,0.314,0.396,0.711,5
184,2022,Mitch Garver,TEX,31,54,215,188,0.223,0.315,0.46,0.775,11,2,2,0.248,0.11,-0.016,-0.073,-1,0.489,0.248,0.237,53,24,134,123,42,0.207,0.298,0.404,0.702,10
185,2022,J.P. Crawford,SEA,27,134,557,484,0.273,0.36,0.406,0.766,2,8,5,0.136,0.11,-0.023,-0.08,4,0.041,0.321,0.133,76,61,407,405,132,0.25,0.337,0.349,0.686,6
186,2022,Jesse Winker,SEA,28,129,524,439,0.232,0.344,0.42,0.764,11,2,3,0.181,0.141,-0.016,-0.087,2,0.205,0.267,0.188,95,74,350,339,102,0.216,0.338,0.339,0.677,13
187,2022,Corey Dickerson,STL,33,85,263,250,0.264,0.293,0.408,0.701,4,1,2,0.17,0.038,0.012,0.011,1,0.168,0.308,0.144,45,10,205,201,66,0.276,0.304,0.408,0.712,5
188,2022,Tyler O'Neill,STL,27,96,383,334,0.251,0.329,0.494,0.823,14,4,7,0.276,0.098,-0.023,-0.123,0,0.368,0.325,0.243,106,38,228,214,84,0.228,0.308,0.392,0.7,14
189,2022,Nick Castellanos,PHI,30,128,531,499,0.234,0.278,0.406,0.684,13,3,2,0.249,0.053,0.031,0.018,0,0.24,0.294,0.172,132,28,366,353,117,0.265,0.305,0.397,0.702,13
190,2022,Eduardo Escobar,NYM,33,126,500,457,0.217,0.268,0.438,0.706,7,1,6,0.235,0.066,0.019,0.011,11,0.145,0.275,0.221,118,33,342,335,99,0.236,0.29,0.427,0.717,18
191,2022,Emmanuel Rivera,- - -,26,99,349,321,0.243,0.303,0.439,0.742,12,5,1,0.231,0.067,-0.009,-0.039,0,0.357,0.292,0.196,81,23,239,227,78,0.234,0.292,0.411,0.703,12
192,2022,Brandon Lowe,TBR,27,65,266,235,0.251,0.322,0.486,0.808,8,3,1,0.252,0.082,-0.03,-0.117,0,0.283,0.31,0.235,67,22,173,165,59,0.221,0.308,0.383,0.691,8
193,2022,Ben Gamel,PIT,30,106,396,349,0.249,0.338,0.409,0.747,9,3,1,0.219,0.112,-0.017,-0.06,-1,0.237,0.31,0.16,87,44,261,252,87,0.232,0.321,0.367,0.687,8
194,2022,Jon Berti,MIA,32,90,354,312,0.269,0.344,0.436,0.78,3,3,1,0.2,0.094,-0.022,-0.101,1,0.083,0.334,0.167,71,33,246,243,84,0.247,0.333,0.346,0.679,4
195,2022,Santiago Espinal,TOR,27,135,491,449,0.256,0.316,0.411,0.727,2,2,3,0.139,0.08,0.011,-0.035,5,0.041,0.299,0.155,68,39,379,377,115,0.267,0.322,0.37,0.692,7
196,2022,Luis Garcia,WSN,22,81,330,315,0.251,0.281,0.408,0.689,4,1,4,0.205,0.042,0.028,0.022,2,0.129,0.315,0.157,68,14,243,239,79,0.279,0.298,0.413,0.711,6
197,2022,Joey Bart,SFG,25,86,260,234,0.209,0.28,0.454,0.734,11,4,0,0.387,0.073,0.013,-0.045,0,0.415,0.304,0.245,101,19,136,125,49,0.222,0.3,0.389,0.689,11
198,2022,Dylan Carlson,STL,23,116,442,393,0.239,0.319,0.395,0.714,4,6,4,0.21,0.094,-0.002,-0.02,4,0.081,0.306,0.156,93,42,297,293,94,0.237,0.312,0.382,0.694,8
199,2022,Rafael Ortega,CHC,31,118,371,316,0.237,0.324,0.418,0.742,7,2,7,0.199,0.112,0.004,-0.054,0,0.177,0.283,0.181,74,42,246,239,75,0.241,0.331,0.358,0.688,7
200,2022,Jorge Soler,MIA,30,72,306,270,0.222,0.317,0.465,0.782,15,3,1,0.281,0.115,-0.015,-0.087,-2,0.49,0.27,0.243,86,35,181,166,60,0.207,0.295,0.4,0.695,13
201,2022,Ozzie Albies,ATL,25,64,269,247,0.211,0.266,0.399,0.665,7,2,4,0.201,0.066,0.036,0.038,1,0.256,0.247,0.188,54,18,191,184,52,0.247,0.294,0.409,0.703,8
202,2022,Franchy Cordero,BOS,27,84,275,242,0.227,0.3,0.442,0.742,11,1,2,0.338,0.091,-0.008,-0.045,-3,0.399,0.311,0.215,93,25,154,143,55,0.219,0.3,0.397,0.697,8
203,2022,Leody Taveras,TEX,23,86,303,280,0.232,0.292,0.379,0.671,4,2,3,0.234,0.075,0.039,0.021,0,0.125,0.304,0.147,71,23,204,200,65,0.271,0.317,0.375,0.692,4
204,2022,Christian Bethancourt,- - -,30,93,309,295,0.258,0.287,0.486,0.773,11,2,0,0.244,0.033,-0.007,-0.074,0,0.359,0.309,0.228,75,10,222,211,76,0.251,0.282,0.417,0.699,11
205,2022,Ramon Urias,BAL,28,116,438,396,0.26,0.319,0.465,0.784,16,5,4,0.222,0.07,-0.02,-0.089,-1,0.359,0.306,0.205,97,31,301,285,103,0.24,0.299,0.396,0.695,15
206,2022,Brandon Belt,SFG,34,78,298,254,0.201,0.325,0.45,0.775,3,6,1,0.269,0.136,0.012,-0.099,5,0.097,0.286,0.249,80,41,170,167,51,0.213,0.326,0.35,0.676,8
207,2022,Michael A. Taylor,KCR,31,116,428,388,0.209,0.277,0.39,0.667,10,2,3,0.257,0.083,0.049,0.017,-1,0.225,0.265,0.181,110,36,277,267,81,0.258,0.319,0.366,0.684,9
208,2022,Jeremy Pena,HOU,24,125,519,482,0.249,0.298,0.444,0.742,17,6,5,0.251,0.057,0,-0.044,2,0.332,0.31,0.195,130,30,348,331,120,0.249,0.287,0.411,0.698,19
209,2022,LaMonte Wade Jr.,SFG,28,68,220,189,0.222,0.318,0.45,0.768,6,5,1,0.199,0.1,-0.021,-0.09,2,0.25,0.252,0.228,44,22,148,142,42,0.201,0.303,0.376,0.678,8
210,2022,Josh Harrison,CHW,34,108,387,351,0.242,0.303,0.399,0.702,6,12,1,0.173,0.048,0.009,-0.023,0,0.16,0.28,0.157,67,19,288,282,85,0.251,0.314,0.365,0.679,6
211,2022,P.J. Higgins,CHC,29,69,206,184,0.234,0.311,0.373,0.684,6,2,1,0.249,0.092,-0.006,0.003,0,0.301,0.292,0.139,51,19,133,127,43,0.228,0.296,0.391,0.687,6
212,2022,Jose Trevino,NYY,29,106,325,309,0.249,0.285,0.433,0.718,7,2,1,0.157,0.043,0.007,-0.031,3,0.229,0.281,0.184,51,14,257,250,77,0.256,0.289,0.398,0.687,10
213,2022,Luis Gonzalez,SFG,26,96,344,305,0.233,0.309,0.372,0.681,5,4,5,0.235,0.093,0.016,-0.004,-1,0.134,0.303,0.139,81,32,222,217,71,0.249,0.32,0.357,0.677,4
214,2022,Brian Anderson,MIA,29,89,344,302,0.235,0.314,0.445,0.759,6,6,1,0.285,0.083,-0.01,-0.088,2,0.166,0.319,0.21,98,29,210,204,71,0.225,0.317,0.354,0.671,8
215,2022,Keibert Ruiz,WSN,23,112,433,394,0.264,0.319,0.425,0.744,7,6,2,0.116,0.062,-0.013,-0.071,0,0.153,0.283,0.161,50,27,348,341,104,0.251,0.313,0.36,0.673,7
216,2022,Chris Taylor,LAD,31,112,429,379,0.193,0.281,0.411,0.692,12,5,3,0.398,0.1,0.026,-0.012,-2,0.277,0.312,0.218,171,43,207,195,73,0.219,0.303,0.377,0.68,10
217,2022,Harrison Bader,- - -,28,74,272,254,0.232,0.297,0.398,0.695,4,4,1,0.179,0.072,0.028,-0.016,1,0.133,0.281,0.166,49,20,198,194,59,0.26,0.305,0.374,0.679,5
218,2022,Kevin Newman,PIT,28,68,273,255,0.271,0.318,0.39,0.708,1,2,1,0.14,0.057,0.004,-0.03,0,0.026,0.315,0.119,38,16,216,215,69,0.275,0.314,0.365,0.678,1
219,2022,Max Kepler,MIN,29,115,446,388,0.265,0.346,0.45,0.796,8,5,4,0.146,0.101,-0.038,-0.13,1,0.19,0.297,0.185,65,45,327,319,103,0.227,0.318,0.348,0.666,9
220,2022,Riley Greene,DET,21,81,364,332,0.229,0.298,0.409,0.707,-8,2,1,0.25,0.086,0.018,-0.035,13,-0.207,0.342,0.18,91,31,239,247,76,0.247,0.31,0.361,0.672,5
221,2022,Mike Yastrzemski,SFG,31,135,503,438,0.224,0.32,0.456,0.776,13,5,4,0.241,0.118,-0.016,-0.106,0,0.256,0.283,0.232,121,59,314,301,98,0.208,0.302,0.368,0.67,13
222,2022,Matt Reynolds,- - -,31,84,244,221,0.24,0.302,0.371,0.673,0,1,1,0.287,0.079,0.013,-0.009,3,0.011,0.349,0.131,70,19,153,153,53,0.253,0.32,0.344,0.664,3
223,2022,A.J. Pollock,CHW,34,127,487,452,0.265,0.306,0.479,0.785,12,2,4,0.179,0.053,-0.022,-0.108,1,0.243,0.302,0.214,87,26,368,356,120,0.243,0.29,0.387,0.677,13
224,2022,Adam Duvall,ATL,33,86,315,287,0.209,0.275,0.474,0.749,12,5,2,0.284,0.069,0.004,-0.072,0,0.368,0.257,0.265,89,22,197,185,60,0.213,0.276,0.401,0.677,12
225,2022,Jorge Alfaro,SDP,29,77,268,251,0.215,0.259,0.388,0.647,9,4,3,0.368,0.043,0.036,0.031,-2,0.338,0.316,0.173,99,12,150,141,54,0.251,0.287,0.39,0.678,7
226,2022,Ryan Jeffers,MIN,25,60,214,192,0.224,0.3,0.483,0.783,7,0,0,0.244,0.1,-0.01,-0.117,0,0.349,0.272,0.259,52,21,141,134,43,0.214,0.291,0.375,0.666,7
227,2022,Ke'Bryan Hayes,PIT,25,126,525,474,0.257,0.327,0.411,0.738,-5,3,2,0.205,0.09,-0.014,-0.078,12,-0.102,0.344,0.154,108,47,365,370,122,0.243,0.312,0.348,0.66,7
228,2022,Ramon Laureano,OAK,27,94,383,346,0.22,0.301,0.437,0.738,13,12,0,0.283,0.072,-0.009,-0.075,0,0.348,0.286,0.217,108,28,235,222,76,0.211,0.287,0.376,0.663,13
229,2022,Joey Gallo,- - -,28,116,382,326,0.206,0.307,0.517,0.824,24,3,0,0.402,0.118,-0.04,-0.168,-6,0.641,0.274,0.311,154,45,180,156,67,0.166,0.288,0.368,0.656,18
230,2022,Darin Ruf,- - -,35,116,374,322,0.233,0.321,0.458,0.779,13,5,3,0.277,0.101,-0.028,-0.127,-2,0.357,0.296,0.225,104,38,224,211,75,0.205,0.307,0.345,0.652,11
231,2022,Hunter Dozier,KCR,30,122,472,435,0.234,0.297,0.423,0.72,12,3,1,0.252,0.077,-0.002,-0.053,-1,0.255,0.299,0.189,119,36,313,301,102,0.232,0.29,0.377,0.667,11
232,2022,Reese McGuire,- - -,27,80,248,225,0.244,0.288,0.389,0.677,0,3,3,0.189,0.049,0.032,-0.01,1,-0.006,0.298,0.145,47,12,183,183,55,0.276,0.311,0.356,0.667,1
233,2022,Tony Kemp,OAK,30,135,516,457,0.252,0.314,0.391,0.705,4,8,3,0.132,0.068,-0.013,-0.051,3,0.071,0.278,0.139,68,35,402,398,115,0.239,0.313,0.341,0.654,7
234,2022,Elias Diaz,COL,31,97,348,320,0.244,0.301,0.41,0.711,9,2,2,0.198,0.072,-0.013,-0.042,0,0.255,0.288,0.166,69,25,250,241,78,0.231,0.287,0.381,0.669,9
235,2022,Francisco Mejia,TBR,26,85,278,268,0.235,0.262,0.385,0.647,5,2,1,0.216,0.03,0.019,0.029,1,0.195,0.286,0.15,60,8,207,202,63,0.254,0.277,0.399,0.676,6
236,2022,Wil Myers,SDP,31,68,257,236,0.203,0.265,0.379,0.644,-1,1,3,0.288,0.077,0.051,0.024,5,-0.04,0.308,0.176,74,20,159,160,48,0.254,0.304,0.364,0.668,4
237,2022,Javier Baez,DET,29,133,541,508,0.23,0.27,0.418,0.688,5,5,3,0.268,0.045,0.01,-0.017,9,0.098,0.312,0.188,145,24,364,359,117,0.24,0.281,0.39,0.671,14
238,2022,Victor Caratini,MIL,28,88,286,247,0.259,0.352,0.432,0.784,7,9,1,0.203,0.094,-0.061,-0.136,2,0.239,0.312,0.173,58,27,191,184,64,0.198,0.304,0.344,0.648,9
239,2022,Nelson Cruz,WSN,41,124,507,448,0.243,0.315,0.428,0.743,6,4,3,0.256,0.086,-0.009,-0.092,4,0.125,0.322,0.185,130,44,326,320,109,0.234,0.313,0.337,0.651,10
240,2022,Marcell Ozuna,ATL,31,117,480,444,0.234,0.289,0.49,0.779,19,2,4,0.246,0.071,-0.013,-0.11,2,0.391,0.282,0.256,118,34,322,303,104,0.221,0.271,0.399,0.669,21
241,2022,Joey Wendle,MIA,32,95,348,325,0.277,0.318,0.397,0.715,2,5,3,0.119,0.045,-0.019,-0.052,1,0.059,0.313,0.12,41,16,283,281,90,0.258,0.297,0.366,0.663,3
242,2022,Trent Grisham,SDP,25,140,497,424,0.222,0.34,0.437,0.777,20,7,2,0.258,0.14,-0.033,-0.129,-3,0.398,0.274,0.215,128,70,290,270,94,0.189,0.294,0.354,0.648,17
243,2022,Jack Suwinski,PIT,23,93,324,292,0.219,0.294,0.449,0.743,17,4,0,0.305,0.084,-0.027,-0.084,-1,0.51,0.263,0.23,99,27,194,177,64,0.192,0.272,0.387,0.659,16
244,2022,Brandon Marsh,- - -,24,122,415,381,0.226,0.284,0.37,0.654,10,3,3,0.312,0.07,0.013,0.008,0,0.251,0.317,0.144,129,29,251,241,86,0.239,0.289,0.373,0.662,10
245,2022,Aaron Hicks,NYY,32,120,420,357,0.221,0.324,0.406,0.73,8,3,2,0.261,0.125,-0.005,-0.095,-1,0.184,0.291,0.185,110,52,253,245,79,0.216,0.327,0.308,0.635,7
246,2022,Raimel Tapia,TOR,28,116,387,367,0.272,0.302,0.41,0.712,1,0,1,0.163,0.042,-0.01,-0.051,5,0.02,0.324,0.138,63,16,307,306,100,0.262,0.288,0.373,0.661,6
247,2022,Alfonso Rivas,CHC,25,89,255,225,0.249,0.324,0.383,0.707,2,2,2,0.3,0.093,-0.009,-0.065,1,0.074,0.364,0.134,76,24,151,149,56,0.24,0.322,0.32,0.642,3
248,2022,Bryson Stott,PHI,24,114,421,386,0.244,0.303,0.383,0.686,3,1,0,0.165,0.076,-0.011,-0.036,6,0.06,0.289,0.139,69,32,319,316,94,0.233,0.295,0.355,0.65,9
249,2022,Gary Sanchez,MIN,29,117,429,386,0.225,0.294,0.482,0.776,18,6,4,0.275,0.077,-0.015,-0.121,-4,0.425,0.275,0.257,118,33,268,250,87,0.21,0.28,0.376,0.655,14
250,2022,Pavin Smith,ARI,26,65,241,213,0.211,0.3,0.438,0.738,7,1,2,0.222,0.113,-0.004,-0.086,2,0.307,0.253,0.227,54,27,157,150,45,0.207,0.29,0.362,0.652,9
