Unnamed: 0,Season,Name,Team,Age,G,PA,AB,xAVG,xOBP,xSLG,xOPS,xHR,HBP,SF,xK%,xBB%,AVG-xAVG,OPS-xOPS,HR-xHR,xHR%,xBABIP,xISO,xK,xBB,xEvents,xBIP,xH,AVG,OBP,SLG,OPS,HR
251,2022,Jesus Sanchez,MIA,24,93,325,297,0.236,0.309,0.439,0.748,13,3,1,0.254,0.09,-0.031,-0.09,-1,0.4,0.292,0.203,83,29,209,196,70,0.205,0.271,0.387,0.658,12
252,2022,Brandon Crawford,SFG,35,107,412,368,0.22,0.299,0.404,0.703,0,8,2,0.226,0.083,0.008,-0.055,8,0.012,0.293,0.184,93,34,275,275,81,0.228,0.306,0.342,0.648,8
253,2022,Robbie Grossman,- - -,32,121,448,386,0.228,0.325,0.428,0.753,8,6,3,0.247,0.113,-0.016,-0.122,-1,0.18,0.299,0.2,111,51,277,269,88,0.212,0.315,0.316,0.631,7
254,2022,Harold Castro,DET,28,111,408,386,0.275,0.311,0.418,0.729,6,1,2,0.174,0.049,-0.013,-0.07,0,0.147,0.326,0.143,71,20,314,308,106,0.262,0.291,0.368,0.659,6
255,2022,Austin Nola,SDP,32,101,370,321,0.252,0.325,0.418,0.743,5,6,9,0.144,0.09,-0.006,-0.102,-1,0.13,0.286,0.166,53,33,269,264,81,0.246,0.32,0.321,0.641,4
256,2022,Jesus Aguilar,- - -,32,124,493,450,0.213,0.27,0.404,0.674,9,4,5,0.252,0.067,0.018,-0.017,7,0.173,0.273,0.191,124,33,327,318,96,0.231,0.279,0.378,0.657,16
257,2022,Carson Kelly,ARI,27,93,319,284,0.239,0.311,0.416,0.727,7,4,3,0.196,0.086,-0.021,-0.084,0,0.216,0.285,0.177,63,27,222,215,68,0.218,0.295,0.349,0.643,7
258,2022,Owen Miller,CLE,25,123,451,406,0.251,0.306,0.391,0.697,3,7,9,0.171,0.065,-0.005,-0.046,2,0.076,0.304,0.14,77,29,329,326,102,0.246,0.302,0.35,0.651,5
259,2022,Kevin Kiermaier,TBR,32,63,221,206,0.257,0.317,0.401,0.718,7,1,0,0.254,0.077,-0.029,-0.069,0,0.336,0.331,0.144,56,17,147,140,53,0.228,0.281,0.369,0.649,7
260,2022,Isiah Kiner-Falefa,NYY,27,132,494,450,0.26,0.312,0.373,0.685,-18,5,5,0.114,0.062,0.004,-0.04,21,-0.36,0.326,0.113,56,31,397,415,117,0.264,0.316,0.329,0.645,3
261,2022,Cesar Hernandez,WSN,32,137,585,530,0.232,0.313,0.343,0.656,-10,7,2,0.175,0.095,0.019,-0.019,11,-0.175,0.31,0.111,102,56,418,428,123,0.251,0.314,0.323,0.637,1
262,2022,Michael Chavis,PIT,26,127,418,394,0.221,0.261,0.427,0.688,13,2,4,0.276,0.051,0.013,-0.024,1,0.306,0.28,0.206,115,21,276,263,87,0.234,0.268,0.396,0.664,14
263,2022,Mike Moustakas,CIN,33,78,285,252,0.19,0.261,0.387,0.648,8,6,3,0.277,0.068,0.024,-0.008,-1,0.281,0.237,0.197,79,19,178,170,48,0.214,0.295,0.345,0.64,7
264,2022,David Fletcher,LAA,28,54,201,189,0.27,0.299,0.38,0.679,1,3,0,0.087,0.026,-0.011,-0.033,1,0.07,0.287,0.11,17,5,176,175,51,0.259,0.296,0.349,0.646,2
265,2022,Enrique Hernandez,BOS,30,80,351,314,0.226,0.288,0.431,0.719,6,3,4,0.18,0.075,-0.003,-0.075,0,0.158,0.261,0.205,63,26,255,249,71,0.223,0.293,0.35,0.644,6
266,2022,Jarren Duran,BOS,25,57,219,200,0.235,0.297,0.419,0.716,2,4,1,0.277,0.066,-0.015,-0.068,1,0.096,0.327,0.184,61,14,139,137,47,0.22,0.283,0.365,0.648,3
267,2022,Yuli Gurriel,HOU,38,136,545,508,0.244,0.295,0.383,0.678,4,6,3,0.123,0.058,-0.004,-0.032,4,0.068,0.278,0.139,67,32,437,433,124,0.24,0.286,0.36,0.646,8
268,2022,Jorge Mateo,BAL,27,136,484,449,0.236,0.287,0.41,0.697,14,5,2,0.277,0.057,-0.016,-0.043,-1,0.279,0.306,0.174,134,28,315,301,106,0.22,0.267,0.388,0.654,13
269,2022,Bobby Dalbec,BOS,27,111,340,304,0.214,0.292,0.439,0.731,13,3,4,0.343,0.094,-0.003,-0.087,-2,0.375,0.303,0.225,117,32,184,171,65,0.211,0.282,0.362,0.644,11
270,2022,Ezequiel Duran,TEX,23,58,220,208,0.236,0.277,0.386,0.663,5,0,0,0.224,0.056,0,-0.02,0,0.235,0.288,0.15,49,12,159,154,49,0.236,0.277,0.365,0.643,5
271,2022,Matt Vierling,PHI,25,106,325,296,0.264,0.318,0.417,0.735,6,3,5,0.191,0.072,-0.017,-0.099,-1,0.174,0.318,0.153,62,23,232,226,78,0.247,0.298,0.338,0.636,5
272,2022,Matt Duffy,LAA,31,66,209,195,0.246,0.303,0.367,0.67,1,1,0,0.181,0.072,0.01,-0.041,1,0.058,0.303,0.121,38,15,155,154,48,0.256,0.306,0.323,0.629,2
273,2022,Chad Pinder,OAK,30,102,358,340,0.229,0.273,0.411,0.684,9,0,2,0.299,0.06,0.003,-0.035,3,0.26,0.315,0.182,107,21,228,219,78,0.232,0.261,0.388,0.649,12
274,2022,Gilberto Celestino,MIN,23,110,309,279,0.258,0.33,0.362,0.692,1,2,0,0.227,0.09,-0.014,-0.071,1,0.047,0.342,0.104,70,28,209,208,72,0.244,0.313,0.308,0.621,2
275,2022,Victor Reyes,DET,27,82,302,284,0.239,0.276,0.392,0.668,-3,2,4,0.217,0.048,0.022,-0.024,4,-0.094,0.326,0.153,66,14,216,219,68,0.261,0.291,0.352,0.644,1
276,2022,Omar Narvaez,MIL,30,76,273,242,0.207,0.296,0.349,0.645,4,3,1,0.187,0.102,0.008,-0.022,0,0.162,0.248,0.142,51,28,190,186,50,0.215,0.3,0.322,0.623,4
277,2022,Vimael Machin,OAK,28,64,221,194,0.253,0.321,0.392,0.713,1,2,3,0.16,0.088,-0.021,-0.097,0,0.033,0.296,0.139,35,19,162,161,49,0.232,0.312,0.304,0.616,1
278,2022,Albert Almora Jr.,CIN,28,64,235,215,0.265,0.303,0.397,0.7,4,1,1,0.195,0.048,-0.042,-0.069,1,0.185,0.309,0.132,46,11,176,172,57,0.223,0.282,0.349,0.631,5
279,2022,Willi Castro,DET,25,108,383,356,0.23,0.277,0.367,0.644,2,8,3,0.232,0.043,0.006,-0.01,5,0.055,0.3,0.137,89,16,267,265,82,0.236,0.28,0.354,0.634,7
280,2022,Franmil Reyes,- - -,26,107,433,403,0.216,0.273,0.434,0.707,13,1,3,0.323,0.074,0.007,-0.07,0,0.297,0.304,0.218,140,32,257,244,87,0.223,0.27,0.367,0.637,13
281,2022,Yoan Moncada,CHW,27,93,387,353,0.227,0.29,0.441,0.731,9,2,1,0.261,0.077,-0.012,-0.097,2,0.236,0.293,0.214,101,30,253,244,80,0.215,0.28,0.354,0.634,11
282,2022,Jared Walsh,LAA,28,118,454,423,0.241,0.296,0.46,0.756,16,4,0,0.27,0.063,-0.026,-0.114,-1,0.361,0.304,0.219,123,29,298,282,102,0.215,0.269,0.374,0.642,15
283,2022,Cody Bellinger,LAD,26,131,508,464,0.233,0.301,0.466,0.767,18,2,4,0.247,0.089,-0.033,-0.13,-1,0.354,0.287,0.233,125,45,332,314,108,0.2,0.262,0.375,0.637,17
284,2022,Frank Schwindel,CHC,30,75,292,271,0.229,0.27,0.408,0.678,4,0,2,0.218,0.056,0,-0.043,4,0.143,0.28,0.179,64,16,210,206,62,0.229,0.277,0.358,0.635,8
285,2022,Bryan De La Cruz,MIA,25,103,304,282,0.255,0.308,0.452,0.76,10,1,3,0.249,0.071,-0.035,-0.125,0,0.33,0.323,0.197,76,22,202,192,72,0.22,0.266,0.369,0.635,10
286,2022,Spencer Torkelson,DET,22,99,363,321,0.231,0.306,0.417,0.723,8,5,2,0.236,0.085,-0.022,-0.11,-2,0.223,0.287,0.186,86,31,239,231,74,0.209,0.295,0.318,0.613,6
287,2022,Alek Thomas,ARI,22,110,405,375,0.267,0.303,0.412,0.715,3,3,5,0.186,0.046,-0.032,-0.087,5,0.079,0.325,0.145,75,19,303,300,100,0.235,0.279,0.349,0.628,8
288,2022,Jo Adell,LAA,23,78,249,234,0.201,0.266,0.424,0.69,7,3,1,0.357,0.071,0.021,-0.06,0,0.265,0.308,0.223,89,18,138,131,47,0.222,0.262,0.368,0.63,7
289,2022,Whit Merrifield,- - -,33,126,503,459,0.264,0.307,0.423,0.73,7,0,7,0.155,0.063,-0.031,-0.108,0,0.135,0.302,0.159,78,32,386,379,121,0.233,0.286,0.336,0.622,7
290,2022,Jose Siri,- - -,26,92,290,267,0.221,0.277,0.4,0.677,6,3,1,0.342,0.063,-0.004,-0.057,0,0.209,0.328,0.179,99,18,169,163,59,0.217,0.276,0.345,0.62,6
291,2022,Miguel Cabrera,DET,39,104,400,367,0.237,0.293,0.356,0.649,4,3,5,0.217,0.07,0.019,-0.028,0,0.095,0.304,0.119,87,28,277,273,87,0.256,0.305,0.316,0.621,4
292,2022,Garrett Hampson,COL,27,85,217,190,0.232,0.305,0.392,0.697,0,1,2,0.268,0.094,-0.016,-0.087,2,0.019,0.32,0.16,58,20,136,136,44,0.216,0.294,0.316,0.61,2
293,2022,Andrew Knizner,STL,27,87,256,224,0.223,0.301,0.385,0.686,2,6,0,0.218,0.074,-0.009,-0.095,0,0.085,0.275,0.162,56,19,175,173,50,0.214,0.31,0.281,0.591,2
294,2022,Adam Frazier,SEA,30,145,564,505,0.283,0.335,0.412,0.747,2,5,5,0.125,0.066,-0.047,-0.138,1,0.04,0.316,0.129,70,37,447,445,143,0.236,0.302,0.307,0.609,3
295,2022,Jeimer Candelario,DET,28,116,435,401,0.239,0.301,0.427,0.728,13,6,2,0.206,0.07,-0.032,-0.107,0,0.305,0.281,0.188,90,30,307,294,96,0.207,0.264,0.357,0.621,13
296,2022,Nick Senzel,CIN,27,110,420,373,0.263,0.327,0.399,0.726,4,5,1,0.174,0.074,-0.032,-0.125,1,0.084,0.306,0.136,73,31,310,306,98,0.231,0.296,0.306,0.601,5
297,2022,Yan Gomes,CHC,34,80,272,256,0.273,0.304,0.431,0.735,6,3,4,0.142,0.036,-0.039,-0.11,2,0.229,0.306,0.158,39,10,216,210,70,0.234,0.262,0.363,0.625,8
298,2022,Diego Castillo,PIT,24,89,267,247,0.227,0.284,0.463,0.747,10,3,3,0.258,0.068,-0.025,-0.12,1,0.376,0.281,0.236,69,18,174,164,56,0.202,0.251,0.377,0.627,11
299,2022,Jordan Luplow,ARI,28,78,218,191,0.22,0.306,0.444,0.75,11,3,1,0.274,0.095,-0.063,-0.137,0,0.495,0.25,0.224,60,21,133,122,42,0.157,0.257,0.356,0.613,11
300,2022,Rougned Odor,BAL,28,125,435,393,0.206,0.28,0.424,0.704,4,8,4,0.238,0.078,-0.01,-0.091,8,0.081,0.273,0.218,104,34,285,281,81,0.196,0.264,0.349,0.613,12
301,2022,Miguel Rojas,MIA,33,132,480,446,0.258,0.306,0.379,0.685,1,5,3,0.134,0.057,-0.02,-0.076,5,0.031,0.301,0.121,64,27,381,380,115,0.238,0.284,0.325,0.609,6
302,2022,Yasmani Grandal,CHW,33,90,342,296,0.25,0.339,0.424,0.763,6,2,2,0.204,0.115,-0.044,-0.179,-1,0.164,0.304,0.174,70,39,229,223,74,0.206,0.307,0.277,0.584,5
303,2022,Martin Maldonado,HOU,35,105,357,323,0.214,0.283,0.418,0.701,15,7,2,0.308,0.071,-0.025,-0.091,-1,0.432,0.272,0.204,110,25,213,198,69,0.189,0.254,0.356,0.61,14
304,2022,Kole Calhoun,TEX,34,114,402,368,0.212,0.284,0.436,0.72,13,6,3,0.332,0.08,-0.008,-0.111,-1,0.329,0.304,0.224,133,32,228,215,78,0.204,0.264,0.345,0.609,12
305,2022,Josh Smith,TEX,24,59,207,176,0.216,0.333,0.345,0.678,3,7,2,0.215,0.119,-0.011,-0.106,-1,0.126,0.282,0.129,45,25,128,125,38,0.205,0.311,0.261,0.572,2
306,2022,Nick Madrigal,CHC,25,59,228,209,0.273,0.333,0.354,0.687,-4,3,0,0.115,0.068,-0.024,-0.099,4,-0.179,0.328,0.081,26,16,183,187,57,0.249,0.305,0.282,0.588,0
307,2022,Aristides Aquino,CIN,28,73,250,236,0.203,0.248,0.436,0.684,9,0,0,0.364,0.056,-0.004,-0.076,0,0.379,0.288,0.233,91,14,145,136,48,0.199,0.244,0.364,0.608,9
308,2022,Jacob Stallings,MIA,32,108,360,326,0.224,0.294,0.379,0.673,4,5,1,0.213,0.078,-0.003,-0.089,0,0.124,0.283,0.155,77,28,249,245,73,0.221,0.29,0.294,0.584,4
309,2022,Tomas Nido,NYM,28,91,290,261,0.211,0.257,0.341,0.598,-1,1,2,0.29,0.055,0.03,-0.003,3,-0.031,0.3,0.13,84,16,187,188,55,0.241,0.281,0.314,0.595,2
310,2022,Brad Miller,TEX,32,81,241,222,0.225,0.27,0.424,0.694,7,0,1,0.304,0.059,-0.013,-0.104,0,0.282,0.293,0.199,73,14,153,146,50,0.212,0.27,0.32,0.59,7
311,2022,Victor Robles,WSN,25,121,370,331,0.236,0.306,0.4,0.706,6,9,3,0.251,0.07,-0.012,-0.12,-1,0.159,0.311,0.164,93,26,239,233,78,0.224,0.278,0.308,0.586,5
312,2022,Maikel Franco,WSN,29,103,388,371,0.229,0.259,0.386,0.645,9,2,3,0.213,0.036,0,-0.048,0,0.227,0.274,0.157,83,14,286,277,85,0.229,0.255,0.342,0.597,9
313,2022,Eddie Rosario,ATL,30,71,235,217,0.221,0.266,0.407,0.673,5,0,2,0.263,0.06,-0.014,-0.086,0,0.218,0.285,0.186,62,14,157,152,48,0.207,0.26,0.327,0.587,5
314,2022,Avisail Garcia,MIA,31,93,359,339,0.239,0.284,0.409,0.693,3,4,2,0.279,0.051,-0.009,-0.11,4,0.086,0.336,0.17,100,18,235,232,81,0.23,0.267,0.316,0.583,7
315,2022,Myles Straw,CLE,27,141,556,500,0.272,0.335,0.396,0.731,-4,1,3,0.137,0.086,-0.054,-0.167,4,-0.065,0.324,0.124,76,48,428,432,136,0.218,0.29,0.274,0.564,0
316,2022,Nicky Lopez,KCR,27,134,458,416,0.279,0.333,0.385,0.718,-10,4,1,0.139,0.066,-0.046,-0.149,10,-0.222,0.342,0.106,64,30,359,369,116,0.233,0.287,0.281,0.569,0
317,2022,Max Stassi,LAA,31,96,356,317,0.202,0.289,0.405,0.694,8,1,1,0.262,0.107,-0.022,-0.131,0,0.227,0.26,0.203,93,38,223,215,64,0.18,0.267,0.297,0.563,8
318,2022,Adam Engel,CHW,30,111,241,227,0.22,0.289,0.359,0.648,3,3,0,0.261,0.078,0,-0.074,-1,0.113,0.307,0.139,63,19,156,153,50,0.22,0.266,0.308,0.574,2
319,2022,Kyle Higashioka,NYY,32,75,219,202,0.238,0.29,0.455,0.745,9,1,3,0.199,0.067,-0.04,-0.164,-1,0.393,0.267,0.217,44,15,156,147,48,0.198,0.24,0.342,0.581,8
320,2022,Kyle Isbel,KCR,25,95,250,230,0.252,0.318,0.439,0.757,5,3,2,0.208,0.08,-0.052,-0.182,-1,0.208,0.318,0.187,52,20,173,168,58,0.2,0.253,0.322,0.575,4
321,2022,CJ Abrams,- - -,21,78,258,240,0.246,0.296,0.379,0.675,2,9,2,0.17,0.036,-0.021,-0.105,0,0.06,0.299,0.133,44,9,194,192,59,0.225,0.266,0.304,0.57,2
322,2022,Sheldon Neuse,OAK,27,89,293,271,0.255,0.303,0.373,0.676,3,2,0,0.274,0.059,-0.041,-0.115,1,0.097,0.343,0.118,80,17,194,191,69,0.214,0.273,0.288,0.561,4
323,2022,Mauricio Dubon,- - -,27,96,245,224,0.25,0.283,0.409,0.692,4,1,4,0.113,0.045,-0.036,-0.119,1,0.168,0.263,0.159,28,11,201,197,56,0.214,0.256,0.317,0.573,5
324,2022,Jackie Bradley Jr.,- - -,32,126,354,331,0.236,0.277,0.407,0.684,2,0,0,0.221,0.054,-0.031,-0.114,2,0.066,0.3,0.171,78,19,257,255,78,0.205,0.253,0.317,0.57,4
325,2022,Didi Gregorius,PHI,32,63,232,214,0.238,0.279,0.388,0.667,1,3,2,0.181,0.043,-0.028,-0.1,0,0.04,0.288,0.15,42,10,175,174,51,0.21,0.263,0.304,0.567,1
326,2022,Sam Hilliard,COL,28,70,200,174,0.218,0.31,0.432,0.742,1,1,2,0.298,0.115,-0.034,-0.198,1,0.049,0.325,0.214,60,23,114,113,38,0.184,0.28,0.264,0.544,2
327,2022,Jonathan Villar,- - -,31,59,220,202,0.243,0.314,0.355,0.669,1,0,2,0.257,0.1,-0.035,-0.107,2,0.034,0.345,0.112,57,22,139,138,49,0.208,0.26,0.302,0.562,3
328,2022,Robinson Chirinos,BAL,38,63,208,184,0.179,0.266,0.389,0.655,3,4,1,0.309,0.086,0,-0.112,0,0.133,0.253,0.21,64,18,121,118,33,0.179,0.266,0.277,0.543,3
329,2022,Paul DeJong,STL,28,66,208,182,0.181,0.281,0.428,0.709,6,4,2,0.33,0.104,-0.027,-0.162,0,0.292,0.256,0.247,69,22,111,105,33,0.154,0.25,0.297,0.547,6
330,2022,Taylor Walls,TBR,25,130,434,382,0.228,0.317,0.409,0.726,5,2,2,0.235,0.112,-0.055,-0.184,2,0.125,0.3,0.181,102,49,279,274,87,0.173,0.262,0.28,0.542,7
331,2022,Geraldo Perdomo,ARI,22,137,463,400,0.24,0.333,0.367,0.7,-2,5,1,0.211,0.11,-0.052,-0.169,6,-0.035,0.317,0.127,98,51,308,310,96,0.188,0.279,0.253,0.531,4
332,2022,Nick Allen,OAK,23,88,282,260,0.242,0.296,0.344,0.64,3,1,0,0.207,0.067,-0.03,-0.092,0,0.101,0.298,0.102,58,19,204,201,63,0.212,0.26,0.288,0.548,3
333,2022,Tucker Barnhart,DET,31,88,285,262,0.218,0.291,0.348,0.639,1,1,0,0.209,0.092,-0.004,-0.102,0,0.024,0.283,0.13,60,26,198,197,57,0.214,0.277,0.26,0.537,1
334,2022,Yadier Molina,STL,39,75,258,251,0.239,0.274,0.388,0.662,5,2,0,0.155,0.039,-0.02,-0.111,0,0.179,0.272,0.149,40,10,206,201,60,0.219,0.24,0.311,0.551,5
335,2022,Jonathan Schoop,DET,30,122,472,447,0.255,0.292,0.424,0.716,10,4,4,0.209,0.044,-0.056,-0.165,0,0.215,0.312,0.169,99,21,344,334,114,0.199,0.233,0.318,0.551,10
336,2022,Abraham Toro,SEA,25,97,324,299,0.221,0.272,0.423,0.695,8,1,3,0.171,0.065,-0.044,-0.149,1,0.233,0.246,0.202,55,21,244,236,66,0.177,0.231,0.314,0.546,9
337,2022,Andrew Velazquez,LAA,27,125,349,322,0.214,0.279,0.372,0.651,11,3,3,0.332,0.076,-0.018,-0.111,-2,0.316,0.309,0.158,116,27,200,189,69,0.196,0.236,0.304,0.54,9
338,2022,Austin Hedges,CLE,29,97,312,270,0.222,0.306,0.385,0.691,8,6,3,0.224,0.09,-0.048,-0.173,-1,0.258,0.264,0.163,70,28,205,197,60,0.174,0.252,0.267,0.518,7
339,2022,Leury Garcia,CHW,31,97,315,300,0.25,0.288,0.38,0.668,3,3,3,0.204,0.044,-0.04,-0.168,0,0.086,0.314,0.13,64,14,231,228,75,0.21,0.233,0.267,0.5,3
340,2022,Brett Phillips,- - -,28,83,225,201,0.184,0.286,0.386,0.672,7,3,1,0.402,0.115,-0.04,-0.206,-2,0.315,0.303,0.202,90,26,105,98,37,0.144,0.217,0.249,0.466,5
341,2022,Cristian Pache,OAK,23,83,242,226,0.226,0.286,0.367,0.653,-1,1,0,0.227,0.074,-0.067,-0.219,3,-0.046,0.307,0.141,55,18,168,169,51,0.159,0.208,0.226,0.434,2
