,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
1257,2011,Kurt Suzuki,OAK,134,515,0.124,0.235,0.768,0.612,0.914,0.492,0.6,0.053,0.254,1.156521739,2024,0.421,0.873,143,176,80
1258,2010,A.J. Pierzynski,CHW,128,503,0.078,0.408,0.774,0.742,0.92,0.452,0.602,0.077,0.208,1.242857143,1626,0.56,0.862,211,156,68
1259,2010,Juan Pierre,CHW,160,734,0.064,0.263,0.887,0.54,0.976,0.509,0.556,0.021,0.245,1.129740519,2785,0.404,0.948,333,128,105
1260,2011,Carl Crawford,BOS,130,539,0.193,0.374,0.742,0.691,0.883,0.439,0.597,0.089,0.254,0.834710744,2096,0.513,0.826,193,138,73
1261,2018,Kevin Pillar,TOR,142,542,0.181,0.435,0.666,0.679,0.9,0.421,0.605,0.113,0.282,1.014563107,1953,0.538,0.79,149,158,111
1262,2019,Rougned Odor,TEX,145,581,0.306,0.331,0.574,0.676,0.84,0.414,0.571,0.127,0.273,0.695833333,2349,0.474,0.731,116,160,58
1263,2019,Jurickson Profar,OAK,139,518,0.145,0.29,0.684,0.689,0.896,0.407,0.573,0.083,0.254,1.040322581,2061,0.452,0.815,160,143,84
1264,2019,Jason Kipnis,CLE,121,511,0.172,0.296,0.636,0.67,0.914,0.438,0.568,0.086,0.258,1.002702703,1981,0.46,0.813,148,153,70
1265,2018,Jon Jay,- - -,143,586,0.162,0.357,0.689,0.651,0.913,0.445,0.626,0.087,0.269,0.905263158,2256,0.488,0.822,255,71,104
1266,2017,Brandon Crawford,SFG,144,570,0.198,0.311,0.58,0.766,0.828,0.443,0.591,0.131,0.251,0.992788462,2172,0.513,0.744,191,142,80
1267,2010,Yunel Escobar,- - -,135,567,0.101,0.241,0.675,0.67,0.932,0.467,0.605,0.063,0.225,1.438538206,1943,0.441,0.857,232,123,78
1268,2013,Matt Dominguez,HOU,152,589,0.163,0.316,0.702,0.638,0.913,0.454,0.613,0.076,0.272,1.170103093,2184,0.462,0.834,191,178,85
1269,2012,Jhonny Peralta,DET,150,585,0.179,0.307,0.653,0.699,0.893,0.451,0.586,0.092,0.237,0.904862579,2301,0.484,0.809,177,157,94
1270,2014,Dayan Viciedo,CHW,145,563,0.217,0.351,0.632,0.732,0.834,0.419,0.606,0.125,0.257,1.046632124,2053,0.511,0.753,185,149,70
1271,2016,Josh Harrison,PIT,131,522,0.146,0.371,0.779,0.725,0.846,0.485,0.657,0.097,0.235,0.944827586,1896,0.543,0.822,182,149,80
1272,2010,Skip Schumaker,STL,137,529,0.121,0.307,0.803,0.634,0.95,0.448,0.573,0.047,0.232,1.098404255,1941,0.454,0.895,242,81,90
1273,2013,Michael Bourn,CLE,130,575,0.23,0.277,0.645,0.609,0.844,0.448,0.595,0.097,0.304,1.082152975,2233,0.426,0.773,216,91,75
1274,2015,Jose Reyes,- - -,116,519,0.119,0.347,0.747,0.698,0.917,0.43,0.611,0.075,0.24,1.189111748,1804,0.498,0.85,183,149,83
1275,2015,Salvador Perez,KCR,142,553,0.148,0.425,0.736,0.685,0.907,0.445,0.606,0.09,0.246,1.213903743,1840,0.541,0.832,190,170,94
1276,2014,Jed Lowrie,OAK,136,566,0.14,0.275,0.766,0.733,0.914,0.456,0.567,0.063,0.204,0.936403509,2103,0.484,0.868,134,189,104
1277,2019,Elvis Andrus,TEX,147,648,0.148,0.349,0.686,0.62,0.909,0.422,0.637,0.087,0.277,1.163636364,2528,0.464,0.812,261,142,109
1278,2016,Joe Panik,SFG,127,526,0.089,0.23,0.789,0.65,0.949,0.445,0.561,0.041,0.231,1.31875,1978,0.417,0.9,192,156,74
1279,2012,Ichiro Suzuki,- - -,162,663,0.092,0.339,0.855,0.656,0.946,0.467,0.591,0.042,0.209,1.227765727,2307,0.488,0.912,288,138,140
1280,2010,Yadier Molina,STL,136,521,0.098,0.3,0.798,0.695,0.911,0.485,0.614,0.06,0.202,1.055415617,1899,0.491,0.875,214,117,88
1281,2018,Nick Ahmed,ARI,153,564,0.193,0.342,0.572,0.703,0.886,0.439,0.654,0.117,0.27,1.012376238,2124,0.5,0.766,167,142,100
1282,2012,Ben Revere,MIN,124,553,0.098,0.273,0.843,0.54,0.973,0.475,0.595,0.03,0.261,1.474916388,1997,0.4,0.926,295,64,82
1283,2012,Jamey Carroll,MIN,138,537,0.121,0.236,0.801,0.522,0.949,0.495,0.607,0.037,0.287,1.180758017,2194,0.378,0.902,228,81,96
1284,2012,Kelly Johnson,TOR,142,581,0.274,0.32,0.544,0.688,0.825,0.418,0.623,0.135,0.292,0.783295711,2339,0.473,0.714,157,117,73
1285,2014,Jordy Mercer,PIT,149,555,0.16,0.336,0.679,0.623,0.903,0.446,0.627,0.085,0.28,1.170868347,2053,0.464,0.814,199,135,84
1286,2016,Yonder Alonso,OAK,156,532,0.139,0.273,0.659,0.706,0.928,0.44,0.615,0.074,0.224,1.255384615,1883,0.464,0.839,180,136,92
1287,2013,Erick Aybar,LAA,138,589,0.1,0.381,0.801,0.613,0.942,0.43,0.633,0.058,0.242,1.229381443,2045,0.481,0.879,237,131,109
1288,2014,Yunel Escobar,TBR,137,529,0.113,0.251,0.677,0.698,0.92,0.458,0.624,0.069,0.232,1.301886792,1899,0.455,0.847,204,127,83
1289,2014,Gerardo Parra,- - -,150,574,0.174,0.343,0.705,0.687,0.919,0.434,0.587,0.081,0.234,1.0215311,2055,0.493,0.834,230,102,95
1290,2016,Marwin Gonzalez,HOU,141,518,0.228,0.357,0.578,0.651,0.876,0.434,0.643,0.12,0.295,1.011560694,1914,0.484,0.751,166,112,72
1291,2010,Elvis Andrus,TEX,148,674,0.142,0.21,0.716,0.508,0.94,0.516,0.582,0.044,0.292,1.189393939,2713,0.364,0.878,288,92,91
1292,2013,Paul Konerko,CHW,126,520,0.142,0.279,0.668,0.628,0.889,0.471,0.573,0.082,0.266,1.288961039,1948,0.444,0.815,144,156,97
1293,2011,Ryan Ludwick,- - -,139,558,0.222,0.322,0.642,0.724,0.821,0.443,0.602,0.12,0.264,0.900726392,2075,0.5,0.757,126,174,72
1294,2012,Zack Cozart,CIN,138,600,0.188,0.283,0.666,0.619,0.915,0.494,0.64,0.074,0.284,1.088235294,2272,0.449,0.835,185,170,89
1295,2010,Chone Figgins,SEA,161,702,0.162,0.203,0.747,0.581,0.93,0.489,0.578,0.046,0.256,0.916988417,2905,0.388,0.881,223,153,99
1296,2012,Rafael Furcal,STL,121,531,0.107,0.27,0.855,0.636,0.923,0.434,0.565,0.043,0.232,1.181818182,1991,0.429,0.899,225,113,78
1297,2018,Ian Kinsler,- - -,128,534,0.12,0.271,0.787,0.683,0.938,0.443,0.575,0.051,0.233,1.026506024,2086,0.454,0.888,156,179,91
1298,2015,Logan Morrison,SEA,146,511,0.159,0.3,0.68,0.714,0.894,0.441,0.579,0.086,0.228,0.949238579,1940,0.483,0.82,167,146,61
1299,2016,Leonys Martin,SEA,143,576,0.259,0.329,0.56,0.688,0.812,0.454,0.653,0.138,0.278,0.839534884,2232,0.492,0.72,156,133,72
1300,2019,Kevin Pillar,- - -,161,645,0.138,0.488,0.744,0.746,0.93,0.38,0.645,0.097,0.226,1.015503876,2127,0.586,0.834,231,190,103
1301,2017,Freddy Galvis,PHI,162,663,0.167,0.331,0.748,0.67,0.9,0.451,0.584,0.076,0.243,0.833333333,2641,0.484,0.843,180,192,118
1302,2012,Colby Rasmus,TOR,151,625,0.238,0.312,0.622,0.675,0.849,0.41,0.627,0.11,0.275,1.007334963,2345,0.461,0.759,155,174,83
1303,2016,Melvin Upton Jr.,- - -,149,539,0.288,0.304,0.553,0.714,0.737,0.48,0.655,0.161,0.313,0.974212034,2030,0.5,0.679,165,115,60
1304,2011,Danny Valencia,MIN,154,608,0.168,0.302,0.646,0.578,0.89,0.458,0.605,0.087,0.291,1.548172757,2249,0.428,0.797,214,169,83
1305,2010,Kurt Suzuki,OAK,131,544,0.09,0.278,0.785,0.619,0.932,0.502,0.599,0.051,0.25,1.459283388,1899,0.449,0.886,189,183,76
1306,2012,Michael Young,TEX,156,651,0.108,0.325,0.777,0.706,0.898,0.498,0.619,0.072,0.225,1.229213483,2240,0.515,0.86,291,131,125
1307,2018,Yolmer Sanchez,CHW,155,662,0.208,0.343,0.704,0.643,0.87,0.441,0.61,0.094,0.287,0.831809872,2627,0.475,0.803,222,133,100
1308,2013,Jose Altuve,HOU,152,672,0.126,0.37,0.774,0.644,0.948,0.424,0.65,0.062,0.246,1.397435897,2207,0.486,0.872,268,154,123
1309,2010,Alberto Callaspo,- - -,146,601,0.07,0.279,0.852,0.683,0.952,0.458,0.529,0.038,0.205,1.495726496,2053,0.464,0.92,236,197,92
1310,2011,Juan Pierre,CHW,158,711,0.058,0.269,0.903,0.571,0.972,0.485,0.605,0.021,0.242,1.36097561,2452,0.416,0.949,296,144,118
1311,2010,Kevin Kouzmanoff,OAK,143,586,0.164,0.346,0.639,0.775,0.873,0.48,0.616,0.111,0.227,1.100719424,1991,0.552,0.797,197,183,79
1312,2018,Ryon Healy,SEA,133,524,0.216,0.361,0.576,0.639,0.908,0.41,0.603,0.114,0.299,1.221864952,1917,0.475,0.759,168,139,73
1313,2013,Brandon Crawford,SFG,149,550,0.175,0.315,0.63,0.678,0.89,0.426,0.622,0.098,0.279,1.095367847,2070,0.47,0.79,198,128,76
1314,2013,Elvis Andrus,TEX,156,698,0.139,0.244,0.739,0.56,0.922,0.478,0.576,0.054,0.268,1.199535963,2780,0.395,0.863,291,116,110
1315,2015,Avisail Garcia,CHW,148,601,0.235,0.452,0.549,0.789,0.833,0.412,0.656,0.173,0.268,0.87394958,2142,0.591,0.705,203,111,102
1316,2012,Jesus Montero,SEA,135,553,0.179,0.384,0.692,0.675,0.874,0.446,0.609,0.103,0.258,1.087403599,1979,0.514,0.798,180,139,104
1317,2011,Aubrey Huff,SFG,150,579,0.155,0.326,0.745,0.626,0.899,0.392,0.509,0.074,0.249,1.18328841,2202,0.443,0.83,204,165,70
1318,2013,Jimmy Rollins,PHI,160,666,0.14,0.264,0.718,0.639,0.927,0.437,0.589,0.062,0.253,1.232445521,2523,0.428,0.854,193,196,120
1319,2017,Mark Trumbo,BAL,146,603,0.247,0.344,0.597,0.708,0.808,0.417,0.624,0.138,0.291,0.987980769,2309,0.496,0.722,178,167,66
1320,2010,Jeff Francoeur,- - -,139,503,0.161,0.415,0.71,0.805,0.862,0.444,0.626,0.114,0.21,0.817987152,1801,0.588,0.802,156,171,55
1321,2018,Evan Longoria,SFG,125,512,0.197,0.331,0.707,0.683,0.869,0.439,0.625,0.094,0.27,1.026737968,1932,0.486,0.807,163,150,71
1322,2016,Kevin Pillar,TOR,146,584,0.154,0.371,0.699,0.623,0.905,0.47,0.647,0.087,0.285,1.135,2124,0.489,0.822,207,154,93
1323,2012,Gordon Beckham,CHW,151,582,0.153,0.328,0.736,0.657,0.874,0.471,0.624,0.084,0.256,0.970982143,2215,0.483,0.825,166,184,85
1324,2017,Jose Bautista,TOR,157,686,0.248,0.253,0.586,0.621,0.813,0.426,0.563,0.11,0.293,0.900212314,2977,0.41,0.733,160,194,70
1325,2010,Ronny Cedeno,PIT,139,502,0.211,0.326,0.676,0.678,0.881,0.483,0.606,0.092,0.266,0.832941176,1935,0.496,0.812,173,123,58
1326,2019,Leury Garcia,CHW,140,618,0.225,0.385,0.635,0.732,0.866,0.443,0.628,0.122,0.265,0.939784946,2163,0.539,0.774,240,103,94
1327,2018,Tim Anderson,CHW,153,606,0.246,0.403,0.583,0.726,0.853,0.426,0.637,0.142,0.284,0.925274725,2200,0.54,0.737,196,141,84
1328,2015,Ian Desmond,WSN,156,641,0.292,0.341,0.567,0.7,0.84,0.429,0.658,0.132,0.287,0.861171367,2365,0.495,0.733,212,123,62
1329,2011,Darwin Barney,CHC,143,571,0.117,0.303,0.849,0.587,0.935,0.506,0.613,0.042,0.263,1.102625298,2181,0.446,0.906,225,130,107
1330,2015,Jacoby Ellsbury,NYY,111,501,0.172,0.303,0.745,0.682,0.897,0.469,0.629,0.074,0.239,0.931818182,1881,0.481,0.846,167,113,89
1331,2018,Freddy Galvis,SDP,162,656,0.224,0.368,0.656,0.687,0.836,0.416,0.623,0.121,0.28,0.848771267,2573,0.501,0.759,186,164,99
1332,2016,Danny Espinosa,WSN,157,601,0.29,0.332,0.506,0.696,0.806,0.423,0.544,0.149,0.284,0.723830735,2314,0.486,0.688,126,140,59
1333,2014,Xander Bogaerts,BOS,144,594,0.232,0.298,0.622,0.619,0.866,0.47,0.621,0.098,0.304,0.902439024,2449,0.449,0.78,155,168,84
1334,2010,Franklin Gutierrez,SEA,152,629,0.218,0.284,0.613,0.584,0.857,0.459,0.571,0.097,0.3,1.030732861,2649,0.422,0.768,184,182,70
1335,2018,Dansby Swanson,ATL,136,533,0.229,0.365,0.618,0.687,0.862,0.418,0.64,0.121,0.285,0.782417582,2145,0.499,0.758,151,134,71
1336,2010,Melky Cabrera,ATL,147,509,0.126,0.333,0.79,0.63,0.932,0.416,0.576,0.057,0.226,1.067750678,1919,0.456,0.872,192,127,75
1337,2010,Aaron Hill,TOR,138,580,0.147,0.306,0.711,0.721,0.909,0.469,0.579,0.078,0.215,0.988888889,2119,0.5,0.845,157,241,47
1338,2014,Austin Jackson,- - -,154,656,0.22,0.226,0.631,0.626,0.881,0.48,0.611,0.079,0.288,1.022123894,2697,0.418,0.811,193,151,118
1339,2015,Elvis Andrus,TEX,160,661,0.118,0.258,0.716,0.611,0.93,0.478,0.623,0.058,0.256,1.322997416,2445,0.426,0.863,241,163,108
1340,2018,Eduardo Nunez,BOS,127,502,0.137,0.399,0.759,0.73,0.93,0.414,0.61,0.078,0.222,1.131147541,1701,0.536,0.855,203,134,77
1341,2010,Orlando Cabrera,CIN,123,537,0.099,0.317,0.788,0.609,0.901,0.474,0.624,0.064,0.254,1.728682171,1799,0.455,0.86,200,164,82
1342,2017,Maikel Franco,PHI,154,623,0.152,0.315,0.66,0.751,0.862,0.431,0.636,0.105,0.236,1.097285068,2334,0.503,0.79,220,178,87
1343,2014,DJ LeMahieu,COL,149,538,0.18,0.311,0.732,0.687,0.917,0.475,0.638,0.07,0.243,0.90389016,1985,0.49,0.855,222,92,81
1344,2012,Eric Hosmer,KCR,152,598,0.159,0.33,0.745,0.67,0.863,0.414,0.559,0.086,0.243,1.072463768,2234,0.471,0.815,238,124,82
1345,2014,Jason Castro,HOU,126,512,0.295,0.302,0.572,0.711,0.831,0.447,0.58,0.125,0.28,0.763855422,2035,0.485,0.742,142,113,62
1346,2014,Elvis Andrus,TEX,157,685,0.14,0.223,0.734,0.533,0.925,0.475,0.596,0.05,0.284,1.466292135,2736,0.371,0.865,306,109,107
1347,2018,Amed Rosario,NYM,154,592,0.201,0.412,0.636,0.694,0.851,0.449,0.672,0.129,0.29,1.002298851,2130,0.538,0.76,216,129,91
1348,2012,Cameron Maybin,SDP,147,561,0.196,0.262,0.612,0.683,0.886,0.459,0.626,0.091,0.259,1.104519774,2039,0.456,0.801,217,111,63
1349,2012,J.J. Hardy,BAL,158,713,0.149,0.298,0.784,0.53,0.938,0.469,0.561,0.049,0.283,1.252252252,2799,0.407,0.878,241,221,94
1350,2014,Adeiny Hechavarria,MIA,146,574,0.15,0.385,0.755,0.732,0.884,0.471,0.667,0.089,0.221,1.00456621,1917,0.548,0.836,237,105,98
1351,2011,Aaron Hill,- - -,137,571,0.126,0.287,0.75,0.648,0.911,0.471,0.574,0.065,0.248,1.198938992,2113,0.457,0.858,166,190,96
1352,2018,Jonathan Schoop,- - -,131,501,0.23,0.431,0.576,0.771,0.863,0.402,0.593,0.152,0.266,0.962666667,1767,0.568,0.733,163,132,66
1353,2015,Andrelton Simmons,ATL,147,583,0.082,0.283,0.797,0.65,0.937,0.482,0.643,0.049,0.223,1.601328904,1906,0.46,0.893,271,108,103
1354,2014,Aaron Hill,ARI,133,541,0.17,0.298,0.699,0.627,0.922,0.46,0.571,0.071,0.256,1.112299465,2090,0.449,0.842,143,171,102
1355,2011,Ian Desmond,WSN,154,639,0.218,0.301,0.666,0.613,0.897,0.469,0.612,0.083,0.285,1.070731707,2334,0.447,0.814,228,134,77
1356,2014,Jason Kipnis,CLE,129,555,0.18,0.254,0.657,0.609,0.91,0.46,0.598,0.072,0.277,1.064171123,2238,0.417,0.827,184,124,90
1357,2019,Khris Davis,OAK,133,533,0.274,0.307,0.48,0.822,0.778,0.411,0.58,0.169,0.272,0.873056995,2066,0.519,0.674,142,126,69
1358,2014,Chris Johnson,ATL,153,611,0.26,0.432,0.516,0.71,0.883,0.438,0.637,0.153,0.29,0.91006424,2230,0.554,0.722,204,107,114
1359,2013,Zack Cozart,CIN,151,618,0.165,0.301,0.707,0.653,0.89,0.479,0.642,0.08,0.271,1.137681159,2272,0.47,0.829,237,149,85
1360,2017,Tim Anderson,CHW,146,606,0.267,0.413,0.542,0.708,0.848,0.453,0.663,0.152,0.307,1.014457831,2117,0.547,0.722,222,118,81
1361,2013,Eric Young Jr.,- - -,148,598,0.167,0.278,0.654,0.679,0.868,0.465,0.595,0.093,0.266,1.044334975,2239,0.464,0.799,231,105,88
1362,2015,Starlin Castro,CHC,151,578,0.157,0.355,0.706,0.659,0.899,0.45,0.569,0.086,0.265,1.141439206,2136,0.491,0.823,249,133,78
1363,2012,Justin Smoak,SEA,132,535,0.207,0.277,0.64,0.626,0.888,0.434,0.572,0.086,0.27,1.198717949,2012,0.428,0.797,148,158,68
1364,2018,Manuel Margot,SDP,141,519,0.17,0.29,0.658,0.65,0.876,0.468,0.62,0.09,0.278,1.249201278,1913,0.458,0.803,168,145,78
1365,2010,Nyjer Morgan,WSN,136,577,0.153,0.307,0.729,0.593,0.907,0.46,0.56,0.07,0.257,0.928400955,2194,0.439,0.839,205,99,85
1366,2018,Kyle Seager,SEA,155,630,0.219,0.291,0.631,0.709,0.874,0.43,0.589,0.1,0.267,0.945147679,2489,0.47,0.788,152,200,96
1367,2015,Pablo Sandoval,BOS,126,505,0.145,0.478,0.777,0.752,0.873,0.404,0.65,0.102,0.21,0.798,1848,0.588,0.827,195,129,75
1368,2012,Brennan Boesch,DET,132,503,0.207,0.388,0.672,0.709,0.911,0.418,0.604,0.1,0.242,0.924623116,1812,0.523,0.808,183,126,59
1369,2014,Jay Bruce,CIN,137,545,0.273,0.331,0.561,0.694,0.832,0.385,0.604,0.133,0.286,0.930294906,2142,0.47,0.715,157,118,72
1370,2012,Mike Aviles,BOS,136,546,0.141,0.321,0.731,0.655,0.901,0.477,0.641,0.076,0.273,1.235955056,1971,0.48,0.841,181,174,85
1371,2013,Mike Moustakas,KCR,136,514,0.161,0.347,0.731,0.698,0.883,0.407,0.582,0.088,0.231,0.997461929,1962,0.49,0.819,144,175,74
1372,2014,Billy Hamilton,CIN,152,611,0.191,0.296,0.729,0.611,0.884,0.473,0.642,0.076,0.271,0.908482143,2319,0.445,0.829,169,152,86
1373,2012,Darwin Barney,CHC,156,588,0.099,0.312,0.853,0.641,0.939,0.501,0.643,0.042,0.244,1.212345679,2062,0.477,0.911,235,147,109
1374,2015,Yadier Molina,STL,136,530,0.111,0.364,0.802,0.76,0.882,0.451,0.623,0.079,0.198,1.095,1812,0.543,0.852,209,140,89
1375,2015,Jace Peterson,ATL,152,597,0.201,0.277,0.648,0.622,0.877,0.442,0.591,0.088,0.281,0.980392157,2370,0.429,0.795,185,127,88
1376,2010,Erick Aybar,LAA,138,589,0.138,0.338,0.779,0.608,0.929,0.481,0.632,0.059,0.249,0.964953271,2058,0.468,0.873,201,149,63
1377,2010,Ryan Theriot,- - -,150,640,0.116,0.234,0.781,0.616,0.946,0.504,0.666,0.041,0.257,1.223039216,2362,0.426,0.901,270,131,98
1378,2017,Albert Pujols,LAA,149,636,0.146,0.339,0.676,0.644,0.905,0.436,0.555,0.088,0.268,1.122494432,2486,0.472,0.812,219,192,93
1379,2012,Jeff Francoeur,KCR,148,603,0.197,0.419,0.737,0.706,0.863,0.404,0.62,0.103,0.238,0.767361111,2367,0.535,0.804,199,149,94
1380,2011,Vernon Wells,LAA,131,529,0.163,0.346,0.655,0.681,0.9,0.466,0.569,0.095,0.25,1.352564103,1804,0.502,0.81,167,203,52
1381,2011,Gordon Beckham,CHW,150,557,0.199,0.361,0.692,0.684,0.852,0.461,0.587,0.106,0.259,0.82278481,2142,0.51,0.791,154,157,79
1382,2016,Freddy Galvis,PHI,158,624,0.218,0.404,0.708,0.681,0.885,0.442,0.598,0.099,0.248,0.771528998,2365,0.526,0.81,176,160,103
1383,2012,Yunel Escobar,TOR,145,608,0.115,0.282,0.691,0.635,0.917,0.47,0.569,0.071,0.256,1.591503268,2104,0.448,0.841,274,122,91
1384,2018,Yangervis Solarte,TOR,122,506,0.142,0.414,0.751,0.756,0.922,0.375,0.607,0.086,0.205,0.975550122,1772,0.542,0.841,170,146,83
1385,2015,Freddy Galvis,PHI,151,603,0.171,0.392,0.721,0.65,0.904,0.436,0.642,0.089,0.26,0.881188119,2288,0.504,0.824,182,164,99
1386,2017,Carlos Beltran,HOU,129,509,0.2,0.333,0.66,0.659,0.908,0.446,0.631,0.09,0.262,0.984084881,1928,0.478,0.812,160,150,61
1387,2018,Kole Calhoun,LAA,137,552,0.241,0.282,0.569,0.761,0.818,0.437,0.58,0.129,0.262,0.881355932,2148,0.491,0.737,158,128,78
1388,2016,Jose Iglesias,DET,137,513,0.097,0.361,0.84,0.536,0.969,0.457,0.604,0.039,0.27,1.075324675,1987,0.441,0.912,213,117,84
1389,2015,Jimmy Rollins,LAD,144,563,0.153,0.256,0.686,0.674,0.902,0.456,0.563,0.074,0.237,1.122994652,2128,0.447,0.835,161,179,80
1390,2012,Alexei Ramirez,CHW,158,621,0.124,0.405,0.741,0.684,0.925,0.46,0.63,0.08,0.238,1.155902004,2136,0.533,0.85,241,175,103
1391,2011,Mark Ellis,- - -,132,519,0.145,0.311,0.739,0.625,0.921,0.475,0.615,0.066,0.269,1.062992126,1996,0.46,0.856,186,149,70
1392,2016,Jason Heyward,CHC,142,592,0.157,0.262,0.751,0.6,0.91,0.448,0.551,0.06,0.255,1.192934783,2281,0.414,0.855,203,146,90
1393,2018,Miguel Rojas,MIA,153,528,0.131,0.352,0.723,0.651,0.94,0.446,0.602,0.071,0.249,1.073979592,1960,0.486,0.853,198,123,100
1394,2018,Victor Martinez,DET,133,508,0.096,0.338,0.8,0.698,0.914,0.427,0.575,0.064,0.212,1.081632653,1908,0.492,0.869,167,153,104
1395,2011,Alex Gonzalez,ATL,149,593,0.212,0.42,0.685,0.68,0.881,0.46,0.629,0.108,0.259,0.941935484,2095,0.54,0.798,166,185,87
1396,2019,Yolmer Sanchez,CHW,149,555,0.211,0.332,0.696,0.678,0.853,0.429,0.618,0.1,0.274,0.788702929,2246,0.481,0.791,163,134,80
1397,2013,Ichiro Suzuki,NYY,150,555,0.114,0.369,0.813,0.668,0.903,0.446,0.62,0.067,0.235,1.011261261,2055,0.502,0.866,235,120,94
1398,2019,Brandon Crawford,SFG,147,560,0.209,0.32,0.602,0.781,0.824,0.417,0.625,0.132,0.25,0.859060403,2179,0.513,0.743,185,109,90
1399,2011,Yuniesky Betancourt,MIL,152,584,0.108,0.392,0.711,0.769,0.946,0.46,0.661,0.08,0.203,1.256926952,1846,0.566,0.858,207,204,88
1400,2011,Ichiro Suzuki,SEA,161,721,0.096,0.354,0.855,0.658,0.937,0.447,0.583,0.046,0.212,1.166344294,2528,0.49,0.904,361,127,115
1401,2014,Mike Moustakas,KCR,140,500,0.148,0.333,0.797,0.692,0.875,0.419,0.526,0.075,0.223,0.84463895,2069,0.483,0.844,149,159,78
1402,2015,Erick Aybar,LAA,156,638,0.114,0.38,0.787,0.682,0.943,0.441,0.636,0.062,0.211,1.079229122,2155,0.513,0.878,265,133,106
1403,2015,Angel Pagan,SFG,133,551,0.169,0.25,0.808,0.62,0.936,0.445,0.566,0.044,0.262,1.197183099,2106,0.415,0.893,181,145,99
1404,2013,Starlin Castro,CHC,161,705,0.183,0.329,0.703,0.65,0.892,0.446,0.59,0.085,0.269,1.05078125,2716,0.472,0.819,273,158,107
1405,2014,Domonic Brown,PHI,144,512,0.178,0.322,0.712,0.755,0.875,0.41,0.633,0.093,0.24,0.964912281,1928,0.5,0.813,192,126,67
1406,2014,Omar Infante,KCR,135,575,0.118,0.276,0.757,0.579,0.909,0.47,0.593,0.06,0.279,1.765151515,2039,0.418,0.856,177,183,106
1407,2011,Alcides Escobar,KCR,158,598,0.122,0.335,0.763,0.646,0.902,0.484,0.609,0.071,0.248,0.989339019,2254,0.486,0.852,247,133,84
1408,2011,Jason Bartlett,SDP,139,618,0.159,0.282,0.657,0.66,0.901,0.49,0.628,0.081,0.261,1,2381,0.467,0.826,235,116,108
1409,2015,Alexei Ramirez,CHW,154,622,0.109,0.325,0.767,0.674,0.906,0.453,0.669,0.07,0.244,1.355091384,2185,0.483,0.855,256,151,112
1410,2014,Derek Jeter,NYY,145,634,0.137,0.325,0.773,0.711,0.917,0.461,0.62,0.067,0.218,1.037974684,2214,0.503,0.867,303,99,90
1411,2017,Billy Hamilton,CIN,139,633,0.21,0.299,0.714,0.633,0.888,0.46,0.63,0.079,0.256,0.847058824,2518,0.453,0.826,198,132,102
1412,2019,Mallex Smith,SEA,134,566,0.249,0.293,0.608,0.689,0.803,0.456,0.629,0.124,0.276,0.866348449,2242,0.473,0.737,185,109,69
1413,2016,Alcides Escobar,KCR,162,682,0.141,0.391,0.708,0.693,0.866,0.456,0.676,0.104,0.261,1.06916996,2464,0.529,0.803,270,162,109
1414,2018,Billy Hamilton,CIN,153,556,0.237,0.299,0.677,0.676,0.84,0.466,0.653,0.102,0.267,0.842592593,2135,0.475,0.785,138,128,98
1415,2014,Melvin Upton Jr.,ATL,141,582,0.297,0.269,0.54,0.709,0.739,0.478,0.643,0.152,0.297,0.900262467,2220,0.479,0.681,148,133,62
1416,2018,Dee Strange-Gordon,SEA,141,588,0.136,0.414,0.744,0.686,0.941,0.45,0.648,0.076,0.232,1.00877193,1991,0.536,0.858,254,103,103
1417,2011,Miguel Olivo,SEA,130,507,0.276,0.444,0.507,0.727,0.784,0.43,0.675,0.192,0.309,1.02994012,1817,0.565,0.66,140,154,50
1418,2017,Dansby Swanson,ATL,144,551,0.218,0.272,0.618,0.666,0.871,0.437,0.583,0.096,0.28,0.948849105,2188,0.444,0.784,176,109,86
1419,2012,Jemile Weeks,OAK,118,511,0.137,0.228,0.74,0.563,0.934,0.469,0.573,0.049,0.281,1.148148148,2070,0.385,0.873,184,118,70
1420,2011,Casey McGehee,MIL,155,600,0.173,0.292,0.749,0.608,0.878,0.449,0.632,0.073,0.26,1.162790698,2323,0.434,0.83,225,152,73
1421,2015,Michael A. Taylor,WSN,138,511,0.309,0.333,0.521,0.745,0.774,0.465,0.652,0.16,0.298,0.796833773,1889,0.524,0.688,139,96,67
1422,2012,Dustin Ackley,SEA,153,668,0.186,0.256,0.773,0.568,0.907,0.437,0.573,0.055,0.276,1.12037037,2716,0.393,0.858,220,170,94
1423,2014,Andrelton Simmons,ATL,146,576,0.104,0.296,0.782,0.698,0.911,0.483,0.611,0.063,0.226,1.364942529,1928,0.49,0.871,249,148,78
1424,2017,Jose Peraza,CIN,143,518,0.135,0.351,0.724,0.689,0.929,0.473,0.635,0.074,0.243,1.035175879,1856,0.511,0.854,194,129,89
1425,2017,Rougned Odor,TEX,162,651,0.249,0.383,0.621,0.736,0.853,0.411,0.599,0.13,0.263,0.861867704,2405,0.528,0.754,184,187,72
