,Season,Name,Team,G,PA,BB%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
1176,2011,Russell Martin,NYY,125,476,0.105,0.238,0.644,0.66,0.873,0.472,0.618,0.084,0.247,1.165517241,1782,0.437,0.807,160,113,65
1177,2015,Yangervis Solarte,SDP,152,571,0.06,0.32,0.756,0.681,0.955,0.448,0.581,0.057,0.218,1.216494845,2022,0.482,0.882,206,175,91
1178,2011,Danny Espinosa,WSN,158,658,0.087,0.313,0.657,0.678,0.811,0.419,0.574,0.116,0.271,0.791497976,2528,0.466,0.751,173,155,63
1179,2014,Yasmani Grandal,SDP,128,443,0.131,0.255,0.621,0.603,0.829,0.416,0.571,0.099,0.296,0.89632107,1889,0.399,0.752,114,102,52
1180,2021,Adam Duvall,- - -,146,555,0.063,0.376,0.579,0.679,0.854,0.412,0.616,0.134,0.301,0.76169265,2158,0.501,0.732,102,181,59
1181,2019,Jonathan Schoop,MIN,121,464,0.043,0.434,0.546,0.808,0.818,0.396,0.625,0.177,0.28,0.876033058,1681,0.582,0.696,138,117,63
1182,2014,Angel Pagan,SFG,96,413,0.061,0.294,0.784,0.625,0.933,0.456,0.596,0.053,0.239,1.338709677,1481,0.445,0.88,150,93,89
1183,2011,Neil Walker,PIT,159,662,0.082,0.304,0.787,0.65,0.898,0.422,0.574,0.065,0.249,0.933333333,2638,0.45,0.855,215,171,104
1184,2014,Martin Prado,- - -,143,573,0.045,0.292,0.798,0.52,0.942,0.465,0.597,0.046,0.298,1.421052632,2218,0.398,0.886,223,135,101
1185,2021,Jonathan Schoop,DET,156,674,0.055,0.392,0.647,0.716,0.872,0.409,0.591,0.119,0.269,0.903811252,2588,0.525,0.772,239,163,96
1186,2014,Ike Davis,- - -,143,427,0.148,0.21,0.688,0.629,0.885,0.408,0.541,0.068,0.267,1.07518797,1766,0.381,0.821,113,107,66
1187,2012,Coco Crisp,OAK,120,508,0.089,0.242,0.736,0.64,0.923,0.451,0.626,0.057,0.256,1.351916376,1855,0.421,0.864,172,138,78
1188,2018,Ozzie Albies,ATL,158,684,0.053,0.382,0.681,0.823,0.873,0.408,0.635,0.115,0.211,0.954212454,2386,0.562,0.796,202,208,111
1189,2016,Angel Pagan,SFG,129,543,0.077,0.247,0.811,0.598,0.939,0.452,0.578,0.042,0.26,1.264705882,2117,0.406,0.896,183,139,108
1190,2017,Derek Dietrich,MIA,135,464,0.078,0.299,0.657,0.659,0.901,0.459,0.558,0.086,0.262,0.8125,1834,0.465,0.816,114,127,71
1191,2018,Nomar Mazara,TEX,128,536,0.075,0.335,0.643,0.641,0.852,0.414,0.567,0.109,0.283,0.956743003,2187,0.461,0.763,207,100,69
1192,2016,Eduardo Nunez,- - -,141,595,0.049,0.386,0.765,0.704,0.911,0.452,0.637,0.078,0.227,0.937373737,2124,0.53,0.852,230,157,77
1193,2014,Daniel Murphy,NYM,143,642,0.061,0.332,0.779,0.676,0.948,0.429,0.631,0.057,0.223,1.075313808,2346,0.48,0.881,218,151,145
1194,2016,Josh Reddick,- - -,115,439,0.089,0.29,0.781,0.638,0.909,0.435,0.549,0.06,0.241,1.069400631,1721,0.442,0.862,140,125,74
1195,2014,Carlos Ruiz,PHI,110,445,0.103,0.209,0.705,0.593,0.91,0.468,0.564,0.058,0.272,1.203703704,1803,0.388,0.851,134,115,76
1196,2012,Starlin Castro,CHC,162,691,0.052,0.366,0.711,0.649,0.911,0.458,0.627,0.083,0.254,1.264367816,2389,0.496,0.831,261,176,113
1197,2019,Justin Smoak,TOR,121,500,0.158,0.23,0.583,0.649,0.875,0.398,0.532,0.09,0.269,0.971698113,2044,0.397,0.773,113,132,64
1198,2013,David DeJesus,- - -,122,439,0.089,0.242,0.701,0.576,0.931,0.454,0.547,0.058,0.283,1.094736842,1773,0.394,0.854,130,122,60
1199,2021,Jorge Soler,- - -,149,602,0.111,0.27,0.524,0.713,0.848,0.393,0.583,0.121,0.269,0.937965261,2413,0.444,0.729,158,162,58
1200,2018,Yuli Gurriel,HOU,136,573,0.04,0.371,0.773,0.692,0.928,0.408,0.634,0.07,0.233,1.402332362,1908,0.502,0.86,213,171,97
1201,2017,Jorge Bonifacio,KCR,113,422,0.083,0.315,0.512,0.786,0.803,0.45,0.621,0.154,0.264,0.739612188,1683,0.527,0.708,105,93,69
1202,2018,Matt Duffy,TBR,132,560,0.084,0.298,0.701,0.678,0.925,0.433,0.634,0.073,0.238,0.983253589,2124,0.463,0.843,223,84,104
1203,2014,Pablo Sandoval,SFG,157,638,0.061,0.466,0.796,0.802,0.899,0.348,0.605,0.089,0.176,0.844112769,2254,0.583,0.846,217,187,105
1204,2019,Renato Nunez,BAL,151,599,0.073,0.375,0.615,0.677,0.851,0.398,0.599,0.127,0.284,0.797619048,2464,0.495,0.743,131,186,85
1205,2018,Yadier Molina,STL,123,503,0.058,0.385,0.768,0.708,0.892,0.437,0.64,0.084,0.231,0.841437632,1969,0.526,0.841,155,147,96
1206,2016,Kevin Kiermaier,TBR,105,414,0.097,0.279,0.688,0.661,0.842,0.406,0.568,0.094,0.256,1.103846154,1611,0.434,0.783,120,108,59
1207,2015,Brian Dozier,MIN,157,704,0.087,0.297,0.69,0.643,0.864,0.432,0.604,0.09,0.263,0.914772727,2833,0.447,0.798,161,213,109
1208,2017,Andrelton Simmons,LAA,158,647,0.073,0.277,0.799,0.659,0.915,0.475,0.646,0.056,0.232,1.324120603,2295,0.459,0.878,261,166,100
1209,2013,Nate McLouth,BAL,146,593,0.089,0.213,0.77,0.612,0.92,0.478,0.614,0.049,0.261,1.220385675,2269,0.404,0.879,171,162,110
1210,2013,Chris Denorfia,SDP,144,520,0.081,0.265,0.615,0.59,0.908,0.463,0.613,0.08,0.292,1.348275862,2034,0.415,0.807,217,93,81
1211,2015,Eduardo Escobar,MIN,127,446,0.063,0.337,0.678,0.658,0.886,0.455,0.596,0.094,0.268,0.903047091,1762,0.483,0.807,137,126,63
1212,2012,Yonder Alonso,SDP,155,619,0.1,0.289,0.636,0.748,0.902,0.419,0.593,0.091,0.21,1.063679245,2243,0.482,0.809,203,141,107
1213,2012,Melvin Upton Jr.,TBR,146,633,0.071,0.321,0.568,0.75,0.778,0.45,0.654,0.151,0.27,0.944572748,2321,0.514,0.706,165,168,76
1214,2017,Trevor Story,COL,145,555,0.088,0.309,0.53,0.69,0.799,0.449,0.636,0.142,0.298,0.667386609,2284,0.48,0.704,104,148,57
1215,2015,Jhonny Peralta,STL,155,640,0.078,0.323,0.657,0.757,0.864,0.417,0.603,0.106,0.225,0.957575758,2444,0.504,0.787,209,148,117
1216,2012,Hunter Pence,- - -,160,688,0.081,0.326,0.589,0.684,0.816,0.408,0.615,0.13,0.284,1.122641509,2638,0.472,0.723,243,152,81
1217,2015,Mark Canha,OAK,124,485,0.068,0.329,0.673,0.628,0.858,0.477,0.629,0.098,0.29,0.972067039,1892,0.472,0.791,145,140,63
1218,2013,Carl Crawford,LAD,116,469,0.06,0.323,0.772,0.684,0.899,0.446,0.584,0.071,0.225,1.111445783,1699,0.484,0.852,173,111,85
1219,2014,Joe Mauer,MIN,120,518,0.116,0.25,0.773,0.559,0.888,0.444,0.591,0.058,0.292,1.025641026,2170,0.387,0.847,183,79,98
1220,2012,Michael Brantley,CLE,149,609,0.087,0.227,0.833,0.613,0.96,0.463,0.581,0.031,0.245,1.587859425,2163,0.406,0.922,242,143,112
1221,2021,Dansby Swanson,ATL,160,653,0.08,0.291,0.572,0.74,0.81,0.423,0.614,0.131,0.281,0.900843882,2578,0.481,0.727,170,172,85
1222,2018,DJ LeMahieu,COL,128,581,0.064,0.26,0.727,0.601,0.95,0.46,0.604,0.052,0.273,1.343108504,2191,0.417,0.875,227,135,96
1223,2013,Todd Helton,COL,124,442,0.09,0.295,0.756,0.718,0.852,0.432,0.572,0.086,0.244,0.781637717,1840,0.477,0.818,106,130,79
1224,2021,Omar Narvaez,MIL,123,445,0.092,0.343,0.642,0.778,0.883,0.413,0.62,0.11,0.227,0.8767507,1625,0.522,0.79,104,128,81
1225,2018,Niko Goodrum,DET,131,492,0.085,0.335,0.57,0.717,0.83,0.415,0.589,0.135,0.288,0.8,1958,0.493,0.727,138,103,71
1226,2017,Adam Frazier,PIT,121,454,0.079,0.272,0.758,0.657,0.928,0.48,0.581,0.057,0.245,1,1756,0.457,0.875,168,94,89
1227,2012,Jimmy Rollins,PHI,156,699,0.089,0.272,0.761,0.572,0.937,0.425,0.575,0.053,0.259,1.431266846,2599,0.4,0.868,209,221,101
1228,2019,Evan Longoria,SFG,129,508,0.085,0.326,0.676,0.666,0.829,0.417,0.604,0.109,0.279,0.915343915,2018,0.468,0.767,142,129,75
1229,2018,Colin Moran,PIT,144,465,0.084,0.292,0.656,0.742,0.885,0.457,0.563,0.093,0.236,0.946927374,1724,0.498,0.812,151,99,89
1230,2012,Elvis Andrus,TEX,158,711,0.08,0.226,0.735,0.545,0.935,0.501,0.599,0.048,0.28,1.238095238,2778,0.386,0.877,297,109,114
1231,2021,Ben Gamel,- - -,122,400,0.128,0.272,0.512,0.657,0.876,0.439,0.605,0.11,0.283,0.787162162,1600,0.441,0.75,72,94,67
1232,2016,Lorenzo Cain,KCR,103,434,0.071,0.29,0.601,0.702,0.885,0.458,0.551,0.099,0.256,0.900568182,1763,0.479,0.792,150,95,72
1233,2016,Russell Martin,TOR,137,535,0.12,0.214,0.533,0.591,0.801,0.465,0.559,0.108,0.303,0.948328267,2284,0.389,0.722,145,111,56
1234,2013,David Freese,STL,138,521,0.09,0.288,0.609,0.673,0.876,0.441,0.599,0.099,0.261,0.980874317,2023,0.458,0.782,198,86,75
1235,2011,Alexei Ramirez,CHW,158,684,0.075,0.346,0.745,0.628,0.919,0.448,0.592,0.071,0.245,1.16043956,2455,0.472,0.848,240,186,102
1236,2019,Paul DeJong,STL,159,664,0.093,0.311,0.607,0.714,0.865,0.439,0.616,0.111,0.266,0.830188679,2579,0.487,0.772,166,195,79
1237,2013,Josh Willingham,MIN,111,471,0.14,0.21,0.547,0.598,0.809,0.442,0.607,0.103,0.305,0.910034602,1988,0.381,0.729,96,119,48
1238,2015,Brock Holt,BOS,129,509,0.09,0.262,0.75,0.574,0.927,0.457,0.625,0.055,0.293,0.957104558,2085,0.405,0.865,188,84,85
1239,2021,Michael Conforto,NYM,125,479,0.123,0.276,0.692,0.687,0.835,0.406,0.595,0.096,0.26,0.797900262,1982,0.442,0.782,136,104,64
1240,2013,Mark Trumbo,LAA,159,678,0.08,0.378,0.596,0.669,0.788,0.427,0.65,0.146,0.306,0.971302428,2521,0.502,0.706,202,163,75
1241,2013,J.J. Hardy,BAL,159,644,0.059,0.294,0.79,0.548,0.929,0.481,0.61,0.051,0.282,1.502840909,2405,0.417,0.878,239,202,88
1242,2011,Bobby Abreu,LAA,142,585,0.133,0.194,0.64,0.534,0.899,0.432,0.552,0.062,0.298,1.229559748,2548,0.341,0.816,185,124,82
1243,2018,Matt Davidson,CHW,126,496,0.105,0.3,0.519,0.676,0.806,0.407,0.625,0.139,0.31,0.692111959,2118,0.453,0.693,112,109,51
1244,2017,Xander Bogaerts,BOS,148,635,0.088,0.328,0.675,0.53,0.899,0.449,0.622,0.083,0.318,1.14,2544,0.419,0.803,223,139,94
1245,2012,Erick Aybar,LAA,141,554,0.04,0.378,0.842,0.675,0.945,0.444,0.63,0.049,0.201,1.03649635,1819,0.51,0.902,222,125,79
1246,2014,Shin-Soo Choo,TEX,123,529,0.11,0.219,0.579,0.632,0.849,0.449,0.567,0.093,0.297,0.947674419,2155,0.405,0.768,163,97,66
1247,2012,Dayan Viciedo,CHW,147,543,0.052,0.391,0.664,0.667,0.83,0.407,0.604,0.124,0.282,1.051351351,2003,0.503,0.753,181,122,86
1248,2018,Aledmys Diaz,TOR,130,452,0.051,0.401,0.646,0.8,0.878,0.437,0.684,0.123,0.243,1.193442623,1475,0.576,0.787,148,150,66
1249,2016,Cameron Rupp,PHI,105,419,0.057,0.292,0.562,0.696,0.799,0.461,0.604,0.133,0.296,1.018450185,1583,0.479,0.721,133,95,48
1250,2015,Mike Napoli,- - -,133,469,0.122,0.237,0.609,0.641,0.832,0.463,0.574,0.099,0.287,0.781671159,2038,0.424,0.765,123,122,45
1251,2013,Justin Morneau,- - -,152,635,0.079,0.362,0.695,0.731,0.887,0.412,0.631,0.098,0.238,0.87150838,2421,0.514,0.808,191,178,99
1252,2011,Cody Ross,SFG,121,461,0.106,0.266,0.727,0.596,0.857,0.447,0.577,0.078,0.269,1.006451613,1857,0.413,0.811,106,151,55
1253,2012,Rickie Weeks Jr.,MIL,157,677,0.109,0.213,0.53,0.622,0.841,0.459,0.589,0.099,0.292,1.02184466,2761,0.401,0.752,190,160,71
1254,2015,Trevor Plouffe,MIN,152,632,0.079,0.255,0.624,0.655,0.881,0.48,0.646,0.087,0.279,1.086956522,2403,0.447,0.804,185,183,82
1255,2014,Jose Reyes,TOR,143,655,0.058,0.332,0.772,0.692,0.934,0.428,0.611,0.063,0.232,1.195505618,2308,0.486,0.871,221,191,120
1256,2012,Kyle Seager,SEA,155,651,0.071,0.299,0.661,0.683,0.908,0.46,0.594,0.083,0.239,1.099773243,2361,0.476,0.824,174,205,106
1257,2021,Luis Arraez,MIN,121,479,0.09,0.276,0.846,0.624,0.935,0.451,0.633,0.042,0.234,1.002597403,1975,0.432,0.904,177,108,101
1258,2019,Anthony Santander,BAL,93,405,0.047,0.402,0.736,0.699,0.881,0.391,0.585,0.097,0.253,0.734491315,1659,0.518,0.813,116,128,52
1259,2013,Adam LaRoche,WSN,152,590,0.122,0.256,0.637,0.651,0.859,0.41,0.563,0.092,0.265,0.962311558,2400,0.418,0.779,141,159,83
1260,2018,Willson Contreras,CHC,138,544,0.097,0.344,0.622,0.701,0.816,0.42,0.59,0.13,0.271,0.816901408,2120,0.495,0.738,181,107,60
1261,2018,Paul DeJong,STL,115,490,0.073,0.298,0.553,0.666,0.879,0.435,0.584,0.11,0.293,0.916426513,1913,0.458,0.759,101,140,77
1262,2016,Nick Markakis,ATL,158,684,0.104,0.242,0.815,0.621,0.915,0.441,0.554,0.048,0.25,1.152272727,2626,0.409,0.882,218,178,111
1263,2013,A.J. Pollock,ARI,137,482,0.068,0.281,0.671,0.59,0.905,0.455,0.562,0.076,0.29,1.249122807,1853,0.422,0.82,170,121,65
1264,2011,Brett Gardner,NYY,159,588,0.102,0.211,0.842,0.506,0.947,0.475,0.522,0.03,0.277,1.002531646,2466,0.351,0.914,207,112,77
1265,2017,Nick Markakis,ATL,160,670,0.101,0.254,0.784,0.593,0.909,0.451,0.566,0.054,0.266,1.029661017,2717,0.407,0.866,236,142,108
1266,2019,Oscar Mercado,CLE,115,482,0.058,0.311,0.554,0.777,0.898,0.422,0.612,0.113,0.23,1.063253012,1738,0.507,0.777,141,136,76
1267,2013,Alejandro De Aza,CHW,153,675,0.074,0.264,0.631,0.635,0.897,0.45,0.603,0.083,0.275,0.90438247,2749,0.431,0.807,185,157,112
1268,2012,Michael Saunders,SEA,139,553,0.078,0.297,0.593,0.709,0.851,0.45,0.584,0.114,0.256,0.843678161,2181,0.482,0.763,166,127,74
1269,2021,Trent Grisham,SDP,132,527,0.102,0.207,0.634,0.655,0.877,0.435,0.556,0.078,0.27,0.928571429,2168,0.402,0.806,140,125,73
1270,2017,Matt Holliday,NYY,105,427,0.108,0.275,0.521,0.653,0.836,0.447,0.6,0.121,0.298,0.891891892,1733,0.444,0.728,126,99,39
1271,2016,Jonathan Schoop,BAL,162,647,0.032,0.43,0.558,0.814,0.844,0.448,0.662,0.162,0.264,0.96007984,2231,0.602,0.731,218,168,95
1272,2013,Michael Young,- - -,147,565,0.076,0.263,0.69,0.657,0.902,0.474,0.651,0.073,0.251,1.226890756,2111,0.45,0.837,234,104,100
1273,2014,Curtis Granderson,NYM,155,654,0.121,0.258,0.627,0.663,0.85,0.402,0.578,0.097,0.271,0.942222222,2702,0.421,0.768,145,199,80
1274,2013,Michael Brantley,CLE,151,611,0.065,0.24,0.799,0.629,0.963,0.455,0.565,0.037,0.239,1.379888268,2243,0.417,0.911,232,147,115
1275,2018,Cesar Hernandez,PHI,161,708,0.134,0.203,0.6,0.587,0.897,0.45,0.583,0.072,0.287,0.918238994,3009,0.376,0.809,201,147,90
1276,2011,David Murphy,TEX,120,440,0.075,0.275,0.777,0.615,0.921,0.462,0.557,0.055,0.266,1.102236422,1746,0.432,0.872,187,100,58
1277,2019,Adam Frazier,PIT,152,608,0.066,0.309,0.77,0.704,0.909,0.432,0.556,0.068,0.231,1.00422833,2302,0.48,0.858,195,157,123
1278,2014,Nori Aoki,KCR,132,549,0.078,0.258,0.82,0.661,0.948,0.463,0.614,0.041,0.216,1.031325301,2087,0.445,0.908,265,73,90
1279,2013,Daniel Murphy,NYM,161,697,0.046,0.318,0.812,0.655,0.929,0.442,0.618,0.054,0.229,1.190775681,2531,0.467,0.884,241,206,121
1280,2017,Eduardo Escobar,MIN,129,499,0.066,0.357,0.661,0.715,0.874,0.465,0.621,0.107,0.251,0.765327696,2006,0.523,0.796,122,164,76
1281,2013,Mitch Moreland,TEX,147,518,0.087,0.297,0.556,0.635,0.888,0.421,0.556,0.106,0.285,0.977777778,2139,0.439,0.758,152,139,61
1282,2019,Hunter Renfroe,SDP,140,494,0.093,0.319,0.574,0.667,0.813,0.403,0.623,0.131,0.31,0.787061995,2023,0.459,0.714,106,140,46
1283,2017,Ryon Healy,OAK,149,605,0.038,0.358,0.589,0.629,0.865,0.433,0.582,0.12,0.31,1.163101604,2279,0.475,0.747,186,166,83
1284,2021,Jonathan Villar,NYM,142,505,0.091,0.321,0.576,0.745,0.815,0.415,0.616,0.137,0.27,0.817948718,1967,0.497,0.725,155,98,66
1285,2011,Ty Wigginton,COL,130,446,0.085,0.265,0.559,0.708,0.872,0.443,0.572,0.104,0.257,1.213740458,1631,0.461,0.772,146,114,58
1286,2017,Kendrys Morales,TOR,150,608,0.071,0.357,0.617,0.701,0.815,0.404,0.595,0.134,0.274,1.028846154,2332,0.496,0.73,207,142,79
1287,2012,Juan Pierre,PHI,130,439,0.052,0.308,0.869,0.582,0.969,0.475,0.595,0.03,0.245,1.115755627,1611,0.438,0.932,194,69,84
1288,2011,Vladimir Guerrero,BAL,145,590,0.029,0.457,0.732,0.806,0.897,0.382,0.602,0.107,0.191,1.246943765,1901,0.591,0.818,252,165,93
1289,2014,Jimmy Rollins,PHI,138,609,0.105,0.266,0.732,0.614,0.92,0.438,0.591,0.061,0.255,0.948275862,2528,0.419,0.853,177,178,85
1290,2013,Jon Jay,STL,157,628,0.083,0.288,0.704,0.647,0.899,0.441,0.58,0.075,0.246,1.027906977,2358,0.446,0.829,223,101,118
1291,2021,Eric Hosmer,SDP,151,565,0.085,0.342,0.656,0.692,0.886,0.402,0.614,0.102,0.263,0.964788732,2200,0.483,0.788,228,106,77
1292,2015,Chris Carter,HOU,129,460,0.124,0.247,0.449,0.734,0.726,0.437,0.62,0.164,0.314,0.735735736,1963,0.459,0.642,73,127,45
1293,2013,Brian Dozier,MIN,147,623,0.082,0.283,0.766,0.54,0.9,0.436,0.571,0.061,0.295,1.020979021,2595,0.395,0.846,166,181,91
1294,2014,Casey McGehee,MIA,160,691,0.097,0.252,0.721,0.616,0.904,0.466,0.598,0.065,0.262,1.34625323,2543,0.422,0.846,263,163,95
1295,2013,Josh Hamilton,LAA,151,636,0.074,0.404,0.565,0.789,0.817,0.385,0.596,0.163,0.255,0.857429719,2380,0.553,0.703,166,166,95
1296,2015,Brad Miller,SEA,144,497,0.095,0.298,0.634,0.711,0.836,0.445,0.64,0.112,0.266,1.065625,1788,0.482,0.767,165,107,69
1297,2018,Jason Heyward,CHC,127,489,0.086,0.316,0.766,0.647,0.897,0.416,0.587,0.071,0.243,1.201257862,1830,0.454,0.843,183,130,69
1298,2014,Wilin Rosario,COL,106,410,0.056,0.39,0.625,0.729,0.865,0.422,0.641,0.124,0.258,1.440909091,1321,0.533,0.763,159,98,60
1299,2017,Melky Cabrera,- - -,156,666,0.054,0.321,0.793,0.643,0.951,0.435,0.586,0.051,0.232,1.254545455,2421,0.461,0.889,270,160,122
1300,2012,Brett Lawrie,TOR,125,536,0.062,0.31,0.705,0.669,0.905,0.465,0.621,0.078,0.26,1.102150538,1963,0.477,0.835,206,122,82
1301,2011,Mitch Moreland,TEX,134,512,0.076,0.32,0.671,0.69,0.901,0.414,0.557,0.089,0.245,0.976439791,1971,0.473,0.81,155,151,67
1302,2019,Brandon Belt,SFG,156,616,0.135,0.268,0.667,0.75,0.868,0.399,0.583,0.093,0.227,0.75142315,2514,0.46,0.798,112,193,91
1303,2018,Yonder Alonso,CLE,145,574,0.089,0.329,0.587,0.752,0.886,0.412,0.573,0.115,0.236,0.866812227,2201,0.504,0.771,152,159,86
