,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,M-Swing%,Meat%,Edge%,Fair/Foul ratio
191,2018,Matt Olson,OAK,162,660,0.247,0.251,0.672,0.696,0.777,0.427,0.541,0.114,0.27,0.727,0.068,0.431,0.813229572
192,2018,Rhys Hoskins,PHI,153,660,0.227,0.228,0.642,0.606,0.874,0.432,0.524,0.079,0.274,0.68,0.08,0.412,0.827309237
193,2019,Shin-Soo Choo,TEX,151,660,0.25,0.227,0.503,0.659,0.814,0.444,0.592,0.117,0.289,0.774,0.072,0.43,0.936018957
194,2021,Carlos Santana,KCR,158,659,0.155,0.265,0.685,0.685,0.858,0.402,0.571,0.089,0.242,0.739,0.074,0.436,1
195,2016,Christian Yelich,MIA,155,659,0.209,0.229,0.54,0.643,0.884,0.427,0.551,0.092,0.277,0.811,0.064,0.427,1.093596059
196,2021,Jose Abreu,CHW,152,659,0.217,0.359,0.606,0.665,0.86,0.407,0.621,0.122,0.284,0.708,0.078,0.411,0.850687623
197,2019,Josh Donaldson,ATL,155,659,0.235,0.257,0.624,0.718,0.766,0.393,0.584,0.125,0.267,0.698,0.068,0.425,0.855291577
198,2019,Juan Soto,WSN,150,659,0.2,0.234,0.621,0.686,0.866,0.385,0.555,0.09,0.251,0.692,0.068,0.423,0.863445378
199,2017,Andrew Benintendi,BOS,151,658,0.17,0.29,0.712,0.645,0.894,0.422,0.547,0.077,0.254,0.775,0.069,0.426,1.028697572
200,2016,Martin Prado,MIA,153,658,0.105,0.273,0.815,0.535,0.96,0.478,0.64,0.036,0.288,0.844,0.075,0.399,1.361323155
201,2019,JD Martinez,BOS,146,657,0.21,0.318,0.562,0.757,0.868,0.402,0.616,0.123,0.255,0.627,0.078,0.427,0.936440678
202,2015,JD Martinez,DET,158,657,0.271,0.355,0.571,0.757,0.806,0.438,0.641,0.149,0.269,0.85,0.053,0.387,0.736013986
203,2019,Adam Eaton,WSN,151,656,0.162,0.282,0.723,0.632,0.914,0.427,0.579,0.068,0.25,0.714,0.078,0.418,0.87040619
204,2015,Brett Gardner,NYY,151,656,0.206,0.229,0.662,0.558,0.893,0.435,0.523,0.07,0.296,0.578,0.063,0.442,1.075376884
205,2018,Freddy Galvis,SDP,162,656,0.224,0.368,0.656,0.687,0.836,0.416,0.623,0.121,0.28,0.78,0.066,0.424,0.848771267
206,2016,Odubel Herrera,PHI,159,656,0.204,0.346,0.673,0.683,0.858,0.409,0.587,0.106,0.249,0.776,0.062,0.405,0.801444043
207,2019,Trevor Story,COL,145,656,0.265,0.315,0.601,0.72,0.848,0.408,0.579,0.119,0.26,0.818,0.062,0.419,0.752260398
208,2018,Trevor Story,COL,157,656,0.256,0.322,0.603,0.746,0.872,0.427,0.604,0.114,0.246,0.819,0.071,0.42,0.76731794
209,2019,Amed Rosario,NYM,157,655,0.189,0.381,0.64,0.718,0.882,0.403,0.623,0.116,0.271,0.737,0.066,0.433,1.050955414
210,2016,Brandon Belt,SFG,156,655,0.226,0.255,0.563,0.789,0.854,0.412,0.563,0.112,0.227,0.893,0.066,0.423,0.672325976
211,2019,DJ LeMahieu,NYY,145,655,0.137,0.302,0.75,0.658,0.918,0.43,0.583,0.066,0.256,0.772,0.075,0.435,1.157303371
212,2015,Nelson Cruz,SEA,152,655,0.25,0.332,0.596,0.708,0.793,0.414,0.592,0.137,0.28,0.732,0.057,0.419,0.873210634
213,2015,Bryce Harper,WSN,153,654,0.2,0.276,0.609,0.725,0.844,0.38,0.546,0.108,0.226,0.802,0.05,0.397,0.765625
214,2019,Francisco Lindor,CLE,143,654,0.15,0.354,0.754,0.737,0.916,0.412,0.576,0.077,0.21,0.711,0.076,0.434,0.909584087
215,2021,Juan Soto,WSN,151,654,0.142,0.151,0.626,0.628,0.887,0.416,0.537,0.063,0.263,0.757,0.067,0.403,1.243243243
216,2018,Khris Davis,OAK,151,654,0.268,0.278,0.491,0.784,0.777,0.426,0.616,0.156,0.28,0.937,0.064,0.431,0.925170068
217,2017,Kole Calhoun,LAA,155,654,0.205,0.294,0.59,0.721,0.857,0.431,0.599,0.113,0.251,0.848,0.081,0.427,0.916666667
218,2015,Mookie Betts,BOS,145,654,0.125,0.253,0.729,0.557,0.93,0.491,0.615,0.054,0.295,0.593,0.092,0.444,1.304020101
219,2019,Tommy Pham,TBR,145,654,0.188,0.199,0.626,0.63,0.886,0.428,0.583,0.073,0.276,0.713,0.077,0.416,1.216438356
220,2015,Xander Bogaerts,BOS,156,654,0.154,0.356,0.7,0.64,0.886,0.473,0.624,0.091,0.282,0.711,0.084,0.433,1.02811245
221,2021,Dansby Swanson,ATL,160,653,0.256,0.291,0.572,0.74,0.81,0.423,0.614,0.131,0.281,0.827,0.076,0.427,0.900843882
222,2019,David Fletcher,LAA,154,653,0.098,0.253,0.826,0.487,0.961,0.465,0.556,0.032,0.305,0.801,0.063,0.423,1.572700297
223,2015,Dee Strange-Gordon,MIA,145,653,0.139,0.375,0.791,0.65,0.937,0.47,0.649,0.061,0.234,0.753,0.08,0.427,0.994
224,2021,Nolan Arenado,STL,157,653,0.147,0.33,0.704,0.673,0.927,0.401,0.585,0.078,0.242,0.641,0.064,0.415,1.125
225,2015,Shin-Soo Choo,TEX,149,653,0.225,0.242,0.637,0.642,0.816,0.436,0.579,0.101,0.281,0.737,0.068,0.442,0.997572816
226,2015,Gregory Polanco,PIT,153,652,0.186,0.306,0.705,0.632,0.892,0.415,0.574,0.08,0.255,0.752,0.05,0.425,1.054176072
227,2017,Khris Davis,OAK,153,652,0.299,0.266,0.496,0.752,0.779,0.423,0.58,0.147,0.277,0.887,0.078,0.437,0.818181818
228,2018,Christian Yelich,MIL,147,651,0.207,0.277,0.622,0.646,0.881,0.442,0.605,0.092,0.266,0.858,0.07,0.405,0.990950226
229,2017,Rougned Odor,TEX,162,651,0.249,0.383,0.621,0.736,0.853,0.411,0.599,0.13,0.263,0.794,0.065,0.432,0.861867704
230,2016,Albert Pujols,LAA,152,650,0.115,0.321,0.752,0.639,0.923,0.442,0.558,0.066,0.243,0.663,0.066,0.425,1.110169492
231,2017,Andrew McCutchen,PIT,156,650,0.178,0.25,0.692,0.679,0.852,0.463,0.582,0.088,0.246,0.821,0.074,0.432,0.934560327
232,2015,Kris Bryant,CHC,151,650,0.306,0.298,0.492,0.762,0.758,0.413,0.608,0.165,0.284,0.897,0.062,0.421,0.735887097
233,2017,Kyle Seager,SEA,154,650,0.169,0.253,0.65,0.633,0.866,0.462,0.558,0.087,0.27,0.828,0.067,0.423,1.152334152
234,2021,Ty France,SEA,152,650,0.163,0.341,0.683,0.738,0.922,0.408,0.58,0.087,0.228,0.801,0.074,0.415,0.898854962
235,2018,Yoan Moncada,CHW,149,650,0.334,0.233,0.499,0.639,0.798,0.438,0.612,0.122,0.313,0.822,0.07,0.436,0.878640777
236,2015,Jay Bruce,CIN,157,649,0.223,0.318,0.617,0.752,0.873,0.383,0.589,0.11,0.24,0.739,0.078,0.421,0.880715706
237,2018,JD Martinez,BOS,150,649,0.225,0.332,0.589,0.766,0.834,0.396,0.595,0.133,0.254,0.679,0.082,0.423,0.849802372
238,2016,Stephen Piscotty,STL,153,649,0.205,0.331,0.607,0.754,0.845,0.455,0.624,0.124,0.25,0.805,0.072,0.423,0.833333333
239,2017,Wil Myers,SDP,155,649,0.277,0.29,0.622,0.643,0.84,0.427,0.586,0.107,0.276,0.745,0.07,0.408,0.784
240,2019,Elvis Andrus,TEX,147,648,0.148,0.349,0.686,0.62,0.909,0.422,0.637,0.087,0.277,0.772,0.055,0.414,1.163636364
241,2015,Matt Kemp,SDP,154,648,0.227,0.358,0.628,0.707,0.834,0.434,0.583,0.126,0.27,0.823,0.068,0.425,0.890838207
242,2019,Michael Conforto,NYM,151,648,0.23,0.273,0.634,0.723,0.818,0.408,0.6,0.113,0.26,0.853,0.059,0.415,0.823770492
243,2017,Robinson Cano,SEA,150,648,0.131,0.349,0.708,0.733,0.906,0.446,0.599,0.087,0.212,0.855,0.07,0.429,1.036585366
244,2017,Adam Duvall,CIN,157,647,0.263,0.338,0.634,0.669,0.84,0.434,0.637,0.116,0.294,0.738,0.074,0.451,0.89539749
245,2017,Andrelton Simmons,LAA,158,647,0.104,0.277,0.799,0.659,0.915,0.475,0.646,0.056,0.232,0.822,0.076,0.42,1.324120603
246,2016,Anthony Rendon,WSN,156,647,0.181,0.228,0.75,0.648,0.888,0.474,0.623,0.064,0.264,0.763,0.089,0.435,0.938398357
247,2016,Jonathan Schoop,BAL,162,647,0.212,0.43,0.558,0.814,0.844,0.448,0.662,0.162,0.264,0.745,0.087,0.426,0.96007984
248,2018,Starlin Castro,MIA,154,647,0.192,0.303,0.63,0.666,0.888,0.432,0.604,0.096,0.276,0.71,0.076,0.404,1.175742574
249,2019,Anthony Rendon,WSN,146,646,0.133,0.238,0.778,0.701,0.932,0.418,0.576,0.051,0.223,0.789,0.075,0.42,0.88973384
250,2021,Bryan Reynolds,PIT,159,646,0.184,0.284,0.587,0.782,0.878,0.409,0.568,0.108,0.231,0.891,0.081,0.417,0.875247525
251,2016,Melky Cabrera,CHW,151,646,0.107,0.348,0.801,0.686,0.928,0.421,0.554,0.061,0.222,0.64,0.063,0.423,1.062626263
252,2021,Trea Turner,- - -,148,646,0.17,0.307,0.631,0.736,0.881,0.431,0.666,0.102,0.262,0.785,0.084,0.416,1.01875
253,2018,Javier Baez,CHC,160,645,0.259,0.455,0.549,0.78,0.816,0.377,0.665,0.182,0.287,0.794,0.055,0.447,0.958057395
254,2017,Jed Lowrie,OAK,153,645,0.155,0.242,0.706,0.759,0.884,0.462,0.608,0.079,0.203,0.769,0.075,0.437,0.822807018
255,2017,Jose Ramirez,CLE,152,645,0.107,0.254,0.766,0.666,0.927,0.437,0.558,0.055,0.231,0.748,0.071,0.413,1.133187773
256,2019,Kevin Pillar,- - -,161,645,0.138,0.488,0.744,0.746,0.93,0.38,0.645,0.097,0.226,0.78,0.068,0.429,1.015503876
257,2017,Lorenzo Cain,KCR,155,645,0.155,0.304,0.641,0.71,0.906,0.466,0.639,0.089,0.239,0.759,0.07,0.432,0.918714556
258,2016,Mike Napoli,CLE,150,645,0.301,0.264,0.589,0.661,0.788,0.442,0.571,0.122,0.292,0.783,0.081,0.424,0.647887324
259,2017,Nelson Cruz,SEA,155,645,0.217,0.296,0.518,0.714,0.814,0.42,0.594,0.139,0.275,0.811,0.069,0.42,1.054862843
260,2016,Chris Carter,MIL,160,644,0.32,0.259,0.422,0.683,0.762,0.422,0.585,0.155,0.31,0.731,0.077,0.441,0.836492891
261,2021,Jorge Polanco,MIN,152,644,0.183,0.334,0.688,0.71,0.898,0.422,0.596,0.091,0.245,0.775,0.072,0.433,0.874531835
263,2021,Jake Cronenworth,SDP,152,643,0.14,0.269,0.748,0.626,0.941,0.443,0.602,0.054,0.256,0.719,0.073,0.437,1.116550117
264,2015,Chase Headley,NYY,156,642,0.21,0.247,0.604,0.654,0.893,0.445,0.575,0.086,0.276,0.771,0.067,0.441,1.044289044
265,2021,Nathaniel Lowe,TEX,157,642,0.252,0.269,0.67,0.679,0.854,0.434,0.59,0.093,0.261,0.73,0.074,0.446,0.719710669
266,2016,Charlie Blackmon,COL,143,641,0.159,0.34,0.749,0.638,0.915,0.433,0.546,0.072,0.246,0.668,0.074,0.44,0.840425532
267,2015,Ian Desmond,WSN,156,641,0.292,0.341,0.567,0.7,0.84,0.429,0.658,0.132,0.287,0.648,0.078,0.425,0.861171367
268,2015,Jason Kipnis,CLE,141,641,0.167,0.267,0.674,0.624,0.921,0.46,0.562,0.069,0.269,0.801,0.072,0.455,1.013157895
269,2016,Adrian Beltre,TEX,153,640,0.103,0.364,0.797,0.66,0.897,0.43,0.603,0.071,0.234,0.707,0.07,0.404,1.023622047
270,2021,Carlos Correa,HOU,148,640,0.181,0.27,0.654,0.628,0.894,0.421,0.577,0.082,0.277,0.727,0.074,0.416,1.011363636
271,2015,Jhonny Peralta,STL,155,640,0.173,0.323,0.657,0.757,0.864,0.417,0.603,0.106,0.225,0.871,0.07,0.451,0.957575758
272,2021,Manny Machado,SDP,153,640,0.159,0.329,0.637,0.71,0.897,0.396,0.606,0.101,0.255,0.775,0.08,0.411,1.25198939
273,2021,Adam Frazier,- - -,155,639,0.108,0.298,0.802,0.695,0.933,0.447,0.624,0.054,0.224,0.751,0.077,0.414,1.043209877
274,2015,Kendrys Morales,KCR,158,639,0.161,0.318,0.624,0.714,0.883,0.414,0.546,0.104,0.238,0.703,0.063,0.39,1.039823009
275,2021,Shohei Ohtani,LAA,158,639,0.296,0.301,0.528,0.72,0.773,0.374,0.571,0.15,0.294,0.862,0.065,0.417,0.761589404
276,2015,Erick Aybar,LAA,156,638,0.114,0.38,0.787,0.682,0.943,0.441,0.636,0.062,0.211,0.8,0.062,0.436,1.079229122
277,2018,Michael Conforto,NYM,153,638,0.249,0.276,0.587,0.651,0.84,0.415,0.585,0.11,0.286,0.749,0.065,0.43,0.832618026
278,2021,Myles Straw,- - -,158,638,0.19,0.219,0.791,0.627,0.926,0.449,0.583,0.046,0.262,0.728,0.089,0.419,0.88247012
279,2018,Scooter Gennett,CIN,154,638,0.196,0.382,0.753,0.731,0.869,0.42,0.618,0.095,0.223,0.822,0.061,0.424,0.769616027
280,2021,Cesar Hernandez,- - -,149,637,0.212,0.29,0.646,0.689,0.887,0.434,0.612,0.092,0.253,0.799,0.071,0.434,0.893970894
281,2016,Denard Span,SFG,143,637,0.124,0.265,0.734,0.646,0.944,0.46,0.587,0.055,0.243,0.715,0.08,0.416,1.06345733
282,2017,Justin Smoak,TOR,158,637,0.201,0.258,0.629,0.669,0.879,0.419,0.565,0.09,0.254,0.787,0.064,0.42,0.96875
283,2019,Michael Brantley,HOU,148,637,0.104,0.292,0.823,0.615,0.958,0.449,0.6,0.04,0.24,0.695,0.075,0.44,1.246943765
284,2021,Pete Alonso,NYM,152,637,0.199,0.35,0.639,0.713,0.864,0.393,0.587,0.115,0.253,0.854,0.069,0.426,1.016241299
285,2017,Albert Pujols,LAA,149,636,0.146,0.339,0.676,0.644,0.905,0.436,0.555,0.088,0.268,0.728,0.069,0.409,1.122494432
286,2016,Jackie Bradley Jr,BOS,156,636,0.225,0.29,0.627,0.653,0.833,0.445,0.596,0.108,0.289,0.839,0.072,0.423,0.952272727
287,2021,Jose Ramirez,CLE,152,636,0.137,0.275,0.765,0.657,0.932,0.404,0.511,0.056,0.233,0.69,0.069,0.425,0.889943074
288,2017,Shin-Soo Choo,TEX,149,636,0.211,0.216,0.595,0.651,0.863,0.462,0.582,0.088,0.27,0.72,0.074,0.43,0.971698113
289,2018,Trey Mancini,BAL,156,636,0.241,0.344,0.635,0.704,0.818,0.421,0.619,0.127,0.283,0.838,0.065,0.442,0.87854251
290,2017,Adam Jones,BAL,147,635,0.178,0.441,0.651,0.789,0.882,0.403,0.592,0.13,0.227,0.849,0.067,0.4,0.883211679
291,2016,DJ LeMahieu,COL,146,635,0.126,0.239,0.794,0.609,0.947,0.486,0.584,0.041,0.244,0.703,0.089,0.414,0.948
292,2017,Jake Lamb,ARI,149,635,0.239,0.224,0.586,0.618,0.866,0.442,0.561,0.088,0.281,0.702,0.084,0.43,0.965260546
293,2017,Justin Upton,- - -,152,635,0.283,0.269,0.585,0.661,0.785,0.446,0.587,0.125,0.294,0.733,0.077,0.428,0.7875
294,2018,Mike Moustakas,- - -,152,635,0.162,0.37,0.677,0.736,0.884,0.413,0.591,0.105,0.229,0.837,0.076,0.435,0.914893617
295,2017,Xander Bogaerts,BOS,148,635,0.183,0.328,0.675,0.53,0.899,0.449,0.622,0.083,0.318,0.614,0.073,0.431,1.14
296,2015,Ben Revere,- - -,152,634,0.101,0.289,0.798,0.584,0.967,0.437,0.566,0.041,0.273,0.712,0.073,0.422,1.609230769
298,2019,Charlie Blackmon,COL,140,634,0.164,0.333,0.702,0.708,0.886,0.437,0.62,0.091,0.247,0.713,0.076,0.441,0.997916667
299,2021,J.D. Martinez,BOS,148,634,0.237,0.369,0.602,0.798,0.817,0.406,0.626,0.146,0.259,0.841,0.071,0.431,0.801886792
300,2019,Kris Bryant,CHC,147,634,0.229,0.305,0.603,0.76,0.826,0.394,0.584,0.126,0.257,0.795,0.052,0.417,0.805668016
301,2021,Aaron Judge,NYY,148,633,0.25,0.27,0.567,0.675,0.842,0.382,0.594,0.113,0.283,0.78,0.06,0.431,0.921113689
302,2016,Adrian Gonzalez,LAD,156,633,0.185,0.322,0.667,0.733,0.871,0.402,0.561,0.101,0.231,0.778,0.067,0.418,0.97639485
303,2019,Alex Gordon,KCR,150,633,0.158,0.301,0.655,0.725,0.888,0.421,0.594,0.094,0.235,0.824,0.067,0.429,1.029147982
304,2017,Billy Hamilton,CIN,139,633,0.21,0.299,0.714,0.633,0.888,0.46,0.63,0.079,0.256,0.826,0.077,0.441,0.847058824
305,2016,Curtis Granderson,NYM,150,633,0.205,0.209,0.599,0.581,0.894,0.422,0.55,0.074,0.295,0.653,0.075,0.413,1.138964578
306,2015,Starling Marte,PIT,153,633,0.194,0.394,0.59,0.775,0.858,0.458,0.695,0.137,0.257,0.85,0.074,0.429,0.845864662
307,2018,Brian Dozier,- - -,151,632,0.204,0.225,0.654,0.605,0.857,0.449,0.565,0.082,0.288,0.757,0.081,0.429,1.064676617
308,2016,Carlos Gonzalez,COL,150,632,0.204,0.364,0.568,0.744,0.821,0.399,0.573,0.147,0.258,0.801,0.075,0.427,1.131840796
309,2018,Cody Bellinger,LAD,162,632,0.239,0.283,0.623,0.669,0.78,0.434,0.581,0.124,0.288,0.811,0.06,0.422,0.900662252
311,2018,Jean Segura,SEA,144,632,0.109,0.346,0.783,0.66,0.951,0.432,0.608,0.057,0.238,0.842,0.071,0.415,1.222222222
312,2017,Kevin Pillar,TOR,154,632,0.15,0.401,0.725,0.67,0.942,0.44,0.639,0.079,0.25,0.767,0.066,0.441,1.022774327
313,2019,Kole Calhoun,LAA,152,632,0.256,0.29,0.485,0.752,0.809,0.414,0.593,0.147,0.278,0.882,0.082,0.433,0.953545232
314,2016,Rougned Odor,TEX,150,632,0.214,0.418,0.65,0.713,0.882,0.425,0.614,0.12,0.26,0.746,0.061,0.429,0.997830803
315,2015,Trevor Plouffe,MIN,152,632,0.196,0.255,0.624,0.655,0.881,0.48,0.646,0.087,0.279,0.722,0.076,0.439,1.086956522
316,2019,Yasmani Grandal,MIL,153,632,0.22,0.244,0.633,0.595,0.841,0.399,0.57,0.091,0.292,0.723,0.063,0.445,0.886792453
317,2016,Ben Zobrist,CHC,147,631,0.13,0.205,0.767,0.561,0.942,0.421,0.566,0.041,0.266,0.71,0.067,0.429,1.12244898
318,2018,Eduardo Escobar,- - -,151,631,0.2,0.393,0.69,0.728,0.856,0.407,0.616,0.115,0.251,0.754,0.064,0.43,0.781849913
319,2021,Jonathan India,CIN,150,631,0.223,0.25,0.61,0.582,0.867,0.422,0.552,0.089,0.303,0.684,0.073,0.428,0.985037406
320,2018,Michael Brantley,CLE,143,631,0.095,0.271,0.787,0.658,0.973,0.439,0.58,0.04,0.217,0.707,0.075,0.433,1.284289277
321,2018,Kyle Seager,SEA,155,630,0.219,0.291,0.631,0.709,0.874,0.43,0.589,0.1,0.267,0.762,0.064,0.452,0.945147679
322,2016,Maikel Franco,PHI,152,630,0.168,0.344,0.614,0.744,0.863,0.441,0.613,0.118,0.249,0.877,0.066,0.416,1.137767221
323,2017,Whit Merrifield,KCR,145,630,0.14,0.343,0.709,0.688,0.918,0.471,0.617,0.079,0.244,0.746,0.083,0.426,0.978431373
324,2017,Alcides Escobar,KCR,162,629,0.162,0.368,0.705,0.72,0.86,0.463,0.647,0.105,0.249,0.792,0.082,0.411,1.083150985
325,2017,Corey Dickerson,TBR,150,629,0.242,0.455,0.716,0.785,0.753,0.4,0.618,0.155,0.257,0.826,0.071,0.431,0.685446009
326,2017,George Springer,HOU,140,629,0.176,0.237,0.617,0.705,0.858,0.447,0.564,0.095,0.244,0.887,0.072,0.427,0.971365639
327,2019,Ketel Marte,ARI,144,628,0.137,0.318,0.733,0.716,0.906,0.397,0.581,0.078,0.224,0.77,0.059,0.399,1.021141649
328,2015,Kevin Pillar,TOR,159,628,0.135,0.401,0.736,0.63,0.901,0.468,0.651,0.085,0.266,0.661,0.082,0.42,1.064794816
329,2018,Marcell Ozuna,STL,148,628,0.175,0.325,0.613,0.728,0.87,0.396,0.613,0.113,0.261,0.786,0.063,0.397,1.236363636
330,2019,Randal Grichuk,TOR,151,628,0.26,0.364,0.574,0.706,0.872,0.404,0.615,0.129,0.281,0.849,0.075,0.418,0.894736842
331,2016,Bryce Harper,WSN,147,627,0.187,0.27,0.663,0.681,0.874,0.382,0.507,0.086,0.236,0.866,0.055,0.412,0.851612903
332,2016,Eugenio Suarez,CIN,159,627,0.247,0.266,0.601,0.641,0.864,0.448,0.592,0.098,0.29,0.728,0.073,0.435,0.895652174
333,2017,Alex Bregman,HOU,155,626,0.155,0.258,0.75,0.664,0.905,0.467,0.633,0.064,0.239,0.786,0.08,0.431,1.114832536
334,2016,David Ortiz,BOS,151,626,0.137,0.291,0.707,0.699,0.905,0.373,0.519,0.077,0.218,0.723,0.068,0.44,1.020089286
335,2016,Jacoby Ellsbury,NYY,148,626,0.134,0.278,0.653,0.673,0.936,0.461,0.626,0.072,0.239,0.745,0.068,0.447,1.077981651
336,2021,Jeimer Candelario,DET,149,626,0.216,0.323,0.64,0.703,0.877,0.401,0.61,0.104,0.26,0.765,0.064,0.442,0.803435115
337,2016,Justin Upton,DET,153,626,0.286,0.257,0.569,0.659,0.785,0.458,0.556,0.124,0.296,0.8,0.083,0.418,0.911832947
338,2021,Mark Canha,OAK,141,625,0.205,0.244,0.664,0.631,0.876,0.418,0.555,0.08,0.284,0.768,0.077,0.425,0.841541756
339,2019,Nick Ahmed,ARI,158,625,0.181,0.31,0.641,0.734,0.885,0.432,0.629,0.1,0.261,0.855,0.074,0.422,0.955696203
340,2015,Edwin Encarnacion,TOR,146,624,0.157,0.257,0.649,0.669,0.852,0.431,0.554,0.093,0.256,0.786,0.07,0.432,1.052631579
341,2016,Freddy Galvis,PHI,158,624,0.218,0.404,0.708,0.681,0.885,0.442,0.598,0.099,0.248,0.764,0.063,0.411,0.771528998
342,2016,Brandon Crawford,SFG,155,623,0.185,0.308,0.56,0.786,0.841,0.43,0.563,0.129,0.241,0.846,0.074,0.409,0.950431034
343,2015,Brandon Phillips,CIN,148,623,0.109,0.378,0.681,0.745,0.915,0.448,0.623,0.095,0.231,0.745,0.077,0.417,1.167785235
344,2015,Buster Posey,SFG,150,623,0.083,0.3,0.79,0.718,0.932,0.428,0.592,0.056,0.202,0.697,0.077,0.431,1.236714976
345,2018,Joey Votto,CIN,145,623,0.162,0.164,0.784,0.686,0.867,0.446,0.559,0.06,0.228,0.799,0.071,0.428,0.924657534
346,2019,Lorenzo Cain,MIL,148,623,0.17,0.28,0.663,0.666,0.914,0.433,0.604,0.078,0.252,0.814,0.059,0.439,0.989247312
347,2017,Maikel Franco,PHI,154,623,0.152,0.315,0.66,0.751,0.862,0.431,0.636,0.105,0.236,0.908,0.071,0.41,1.097285068
348,2021,Adolis Garcia,TEX,149,622,0.312,0.397,0.554,0.755,0.782,0.402,0.614,0.172,0.303,0.835,0.07,0.42,0.730337079
349,2015,Alexei Ramirez,CHW,154,622,0.109,0.325,0.767,0.674,0.906,0.453,0.669,0.07,0.244,0.799,0.073,0.423,1.355091384
350,2016,Cesar Hernandez,PHI,155,622,0.186,0.243,0.631,0.68,0.899,0.459,0.588,0.08,0.245,0.66,0.081,0.432,0.868644068
351,2016,Justin Turner,LAD,151,622,0.172,0.244,0.766,0.66,0.869,0.481,0.605,0.071,0.251,0.77,0.075,0.419,0.987041037
352,2017,Matt Carpenter,STL,145,622,0.201,0.165,0.66,0.547,0.883,0.46,0.563,0.06,0.287,0.742,0.07,0.439,0.916256158
353,2021,Matt Chapman,OAK,151,622,0.325,0.266,0.617,0.693,0.75,0.423,0.598,0.132,0.302,0.848,0.079,0.43,0.666666667
354,2016,Marcus Semien,OAK,159,621,0.224,0.273,0.643,0.664,0.846,0.468,0.57,0.1,0.272,0.753,0.07,0.431,0.87195122
355,2015,Alex Rodriguez,NYY,151,620,0.234,0.268,0.587,0.676,0.765,0.425,0.603,0.13,0.285,0.753,0.062,0.421,0.984654731
356,2015,DJ LeMahieu,COL,150,620,0.173,0.248,0.725,0.635,0.906,0.481,0.587,0.064,0.262,0.652,0.072,0.448,1.017817372
357,2018,George Springer,HOU,140,620,0.197,0.255,0.637,0.685,0.852,0.434,0.571,0.096,0.255,0.881,0.072,0.425,0.968109339
358,2016,Hanley Ramirez,BOS,147,620,0.194,0.304,0.62,0.681,0.869,0.435,0.611,0.103,0.264,0.83,0.068,0.411,0.964285714
359,2017,Josh Bell,PIT,159,620,0.189,0.267,0.697,0.66,0.85,0.428,0.55,0.089,0.249,0.73,0.077,0.427,0.975391499
360,2015,Justin Upton,SDP,150,620,0.256,0.242,0.515,0.691,0.779,0.451,0.579,0.132,0.289,0.774,0.074,0.443,0.97979798
361,2018,Lorenzo Cain,MIL,141,620,0.152,0.249,0.691,0.647,0.909,0.438,0.602,0.069,0.256,0.726,0.072,0.425,1.06175772
362,2015,Adrian Beltre,TEX,143,619,0.105,0.359,0.754,0.643,0.904,0.441,0.619,0.076,0.253,0.646,0.072,0.426,1.208530806
363,2021,Dylan Carlson,STL,149,619,0.246,0.275,0.585,0.688,0.829,0.421,0.59,0.115,0.289,0.737,0.077,0.418,0.875555556
364,2018,Ian Desmond,COL,160,619,0.236,0.31,0.579,0.713,0.817,0.425,0.654,0.13,0.29,0.77,0.054,0.401,1.029925187
365,2018,Jeimer Candelario,DET,144,619,0.258,0.286,0.623,0.619,0.852,0.424,0.554,0.101,0.29,0.662,0.08,0.424,0.788501027
366,2019,Jean Segura,PHI,144,618,0.118,0.372,0.776,0.61,0.943,0.414,0.615,0.063,0.264,0.896,0.052,0.423,1.253101737
367,2016,Jose Ramirez,CLE,152,618,0.1,0.277,0.844,0.64,0.912,0.447,0.57,0.049,0.245,0.662,0.09,0.415,1.137697517
368,2016,Kendrys Morales,KCR,154,618,0.194,0.334,0.626,0.687,0.879,0.416,0.553,0.107,0.261,0.703,0.064,0.414,0.926778243
369,2019,Leury Garcia,CHW,140,618,0.225,0.385,0.635,0.732,0.866,0.443,0.628,0.122,0.265,0.701,0.073,0.433,0.939784946
370,2017,Jay Bruce,- - -,146,617,0.225,0.313,0.582,0.733,0.825,0.438,0.6,0.13,0.258,0.635,0.07,0.44,0.88
371,2017,Steven Souza Jr,TBR,148,617,0.29,0.244,0.504,0.708,0.787,0.419,0.601,0.133,0.285,0.855,0.061,0.416,0.815789474
372,2019,Victor Robles,WSN,155,617,0.227,0.319,0.639,0.714,0.869,0.43,0.621,0.106,0.251,0.822,0.082,0.432,0.811594203
373,2019,Brandon Belt,SFG,156,616,0.206,0.268,0.667,0.75,0.868,0.399,0.583,0.093,0.227,0.818,0.064,0.43,0.75142315
374,2021,Joey Gallo,- - -,153,616,0.346,0.221,0.438,0.675,0.727,0.399,0.541,0.148,0.306,0.77,0.067,0.423,0.715025907
375,2018,Matt Chapman,OAK,145,616,0.237,0.245,0.638,0.64,0.864,0.428,0.58,0.088,0.279,0.759,0.069,0.423,0.941451991
376,2017,Nomar Mazara,TEX,148,616,0.206,0.329,0.628,0.654,0.851,0.407,0.55,0.112,0.273,0.739,0.068,0.415,1.016548463
377,2021,Trey Mancini,BAL,147,616,0.232,0.341,0.616,0.665,0.83,0.397,0.565,0.124,0.287,0.763,0.072,0.423,0.940909091
