,Season,Name,Team,G,PA,H,2B,2B%,FB%,GB%,LD%,SweetSpot%,Pull%,Cent%,Oppo%,Barrel%,HardHit%,LDFB_EV,Spd
550,2019,Brian Goodwin,LAA,136,458,108,29,0.268518519,0.43,0.39,0.245,0.327,0.368,0.403,0.229,0.063,0.326,0.458,4.4
551,2016,Melvin Upton Jr.,- - -,149,539,117,15,0.128205128,0.338,0.436,0.176,0.291,0.341,0.367,0.292,0.058,0.359,0.47,3.6
552,2016,Matt Carpenter,STL,129,566,128,36,0.28125,0.432,0.462,0.262,0.348,0.481,0.328,0.191,0.105,0.422,0.469,1.3
553,2019,Jackie Bradley Jr.,BOS,147,567,111,28,0.252252252,0.334,0.362,0.17,0.355,0.422,0.346,0.233,0.09,0.43,0.4715,5.3
554,2017,Matt Carpenter,STL,145,622,120,31,0.258333333,0.508,0.414,0.223,0.349,0.472,0.314,0.214,0.079,0.367,0.466,3.8
555,2017,Chris Taylor,LAD,140,568,148,34,0.22972973,0.358,0.48,0.226,0.387,0.383,0.335,0.282,0.062,0.34,0.456,6.4
556,2016,Aledmys Diaz,STL,111,460,121,28,0.231404959,0.389,0.483,0.156,0.272,0.463,0.307,0.23,0.043,0.389,0.4245,8.3
557,2019,Enrique Hernandez,LAD,130,460,98,19,0.193877551,0.433,0.389,0.206,0.328,0.439,0.318,0.243,0.056,0.343,0.4875,1.5
558,2018,Odubel Herrera,PHI,148,597,140,19,0.135714286,0.371,0.472,0.183,0.298,0.388,0.337,0.274,0.047,0.316,0.443,4.3
559,2018,Tommy Pham,- - -,137,570,136,18,0.132352941,0.281,0.436,0.239,0.365,0.378,0.398,0.224,0.095,0.496,0.4765,6.6
560,2018,Yan Gomes,CLE,112,435,107,26,0.242990654,0.411,0.374,0.272,0.364,0.429,0.324,0.247,0.077,0.383,0.4635,0.9
561,2019,Wil Myers,SDP,155,490,104,22,0.211538462,0.351,0.436,0.218,0.365,0.465,0.32,0.216,0.104,0.413,0.4835,4.8
562,2017,Dexter Fowler,STL,118,491,111,22,0.198198198,0.382,0.415,0.224,0.397,0.402,0.375,0.223,0.059,0.375,0.448,3.6
563,2016,Matt Wieters,BAL,124,464,103,17,0.165048544,0.395,0.477,0.242,0.324,0.374,0.351,0.275,0.061,0.33,0.441,5.2
564,2018,Marcell Ozuna,STL,148,628,163,16,0.098159509,0.349,0.535,0.181,0.285,0.422,0.353,0.225,0.092,0.444,0.4745,3.2
565,2016,Seth Smith,SEA,137,438,94,15,0.159574468,0.305,0.428,0.216,0.319,0.43,0.396,0.174,0.085,0.406,0.4295,6.1
566,2018,Eduardo Escobar,- - -,151,631,154,48,0.311688312,0.431,0.489,0.248,0.326,0.4,0.339,0.261,0.078,0.272,0.463,4
567,2015,Justin Turner,LAD,126,439,113,26,0.230088496,0.362,0.496,0.277,0.317,0.37,0.379,0.251,0.056,0.379,0.4645,3.6
568,2019,Shin-Soo Choo,TEX,151,660,149,31,0.208053691,0.291,0.496,0.218,0.302,0.401,0.361,0.238,0.08,0.489,0.487,2.3
569,2016,Steven Souza Jr.,TBR,120,468,106,17,0.160377358,0.342,0.521,0.249,0.311,0.456,0.313,0.232,0.099,0.377,0.4685,3.7
570,2019,David Dahl,COL,100,413,113,28,0.247787611,0.325,0.433,0.261,0.342,0.369,0.354,0.277,0.1,0.395,0.467,5.7
571,2018,Johan Camargo,ATL,134,524,126,27,0.214285714,0.354,0.339,0.198,0.42,0.412,0.334,0.253,0.047,0.337,0.466,0.9
572,2017,Jose Altuve,HOU,153,662,204,39,0.191176471,0.327,0.42,0.203,0.389,0.408,0.329,0.263,0.057,0.28,0.4565,6.4
573,2017,Albert Pujols,LAA,149,636,143,17,0.118881119,0.381,0.484,0.185,0.285,0.474,0.347,0.179,0.048,0.391,0.4685,4.7
574,2021,Brendan Rodgers,COL,102,415,110,21,0.190909091,0.292,0.581,0.2,0.278,0.361,0.351,0.289,0.062,0.403,0.4605,3.8
575,2015,Brandon Moss,- - -,145,526,106,24,0.226415094,0.471,0.543,0.204,0.328,0.494,0.306,0.201,0.114,0.395,0.4725,2
576,2018,Wilson Ramos,- - -,111,416,117,22,0.188034188,0.247,0.354,0.204,0.382,0.401,0.322,0.276,0.063,0.47,0.458,1.8
577,2018,Scooter Gennett,CIN,154,638,181,30,0.165745856,0.362,0.51,0.236,0.29,0.405,0.321,0.274,0.051,0.319,0.4675,2.4
578,2016,Colby Rasmus,HOU,107,417,76,10,0.131578947,0.431,0.306,0.211,0.43,0.53,0.273,0.198,0.079,0.368,0.465,3.7
579,2016,Jose Abreu,CHW,159,695,183,32,0.174863388,0.333,0.441,0.213,0.356,0.36,0.341,0.299,0.071,0.392,0.4735,2.7
580,2016,C.J. Cron,LAA,116,445,113,25,0.221238938,0.392,0.555,0.196,0.266,0.335,0.371,0.294,0.068,0.392,0.455,4.4
581,2017,Corey Seager,LAD,145,613,159,33,0.20754717,0.331,0.553,0.248,0.276,0.365,0.355,0.28,0.08,0.44,0.4565,5.6
582,2017,Ian Kinsler,DET,139,613,130,25,0.192307692,0.465,0.408,0.206,0.363,0.389,0.348,0.262,0.041,0.303,0.4805,2.9
583,2015,Mike Moustakas,KCR,147,614,156,34,0.217948718,0.414,0.557,0.188,0.272,0.392,0.334,0.274,0.054,0.365,0.4595,1.9
584,2015,Carlos Beltran,NYY,133,531,132,34,0.257575758,0.429,0.462,0.216,0.292,0.444,0.356,0.201,0.043,0.419,0.462,4.1
585,2019,Brandon Dixon,DET,118,420,97,20,0.206185567,0.402,0.524,0.236,0.301,0.363,0.378,0.259,0.112,0.402,0.4665,5.2
586,2019,Jason Heyward,CHC,147,589,129,20,0.15503876,0.342,0.383,0.196,0.321,0.419,0.365,0.217,0.049,0.362,0.465,4.4
587,2021,Jonathan Villar,NYM,142,505,113,18,0.159292035,0.307,0.441,0.207,0.351,0.41,0.306,0.284,0.071,0.349,0.466,4.9
588,2019,Garrett Cooper,MIA,107,421,107,16,0.14953271,0.232,0.476,0.246,0.337,0.335,0.342,0.324,0.088,0.403,0.471,6.6
589,2017,Kevin Kiermaier,TBR,98,421,105,15,0.142857143,0.321,0.522,0.182,0.314,0.392,0.385,0.224,0.049,0.311,0.435,2.1
590,2016,Andrew McCutchen,PIT,153,675,153,26,0.169934641,0.417,0.477,0.225,0.342,0.448,0.334,0.218,0.076,0.417,0.4635,2.2
591,2018,Ian Desmond,COL,160,619,131,21,0.160305344,0.215,0.524,0.165,0.288,0.3,0.408,0.292,0.063,0.432,0.466,3.6
592,2021,Jazz Chisholm Jr.,MIA,124,507,115,20,0.173913043,0.31,0.503,0.204,0.363,0.401,0.321,0.278,0.086,0.417,0.4475,5.3
593,2015,Matt Kemp,SDP,154,648,158,31,0.196202532,0.352,0.372,0.214,0.328,0.409,0.376,0.214,0.07,0.4,0.4685,5.1
594,2017,Robinson Cano,SEA,150,648,166,33,0.198795181,0.306,0.481,0.194,0.356,0.394,0.357,0.249,0.055,0.437,0.467,3.7
595,2018,George Springer,HOU,140,620,144,26,0.180555556,0.346,0.482,0.16,0.367,0.398,0.369,0.233,0.089,0.368,0.4605,3.5
596,2015,George Springer,HOU,102,451,107,19,0.177570093,0.301,0.402,0.245,0.343,0.342,0.387,0.271,0.095,0.415,0.4605,1.9
597,2018,Carlos Santana,PHI,161,679,128,28,0.21875,0.437,0.543,0.16,0.337,0.48,0.299,0.221,0.067,0.387,0.486,1.3
598,2016,Logan Forsythe,TBR,127,567,135,24,0.177777778,0.352,0.423,0.228,0.404,0.391,0.329,0.28,0.067,0.389,0.4675,4.5
599,2015,Miguel Cabrera,DET,119,511,145,28,0.193103448,0.327,0.33,0.252,0.39,0.358,0.307,0.335,0.095,0.527,0.4735,7.6
600,2015,Stephen Vogt,OAK,136,511,116,21,0.181034483,0.404,0.483,0.219,0.353,0.43,0.337,0.233,0.045,0.301,0.456,3.7
601,2016,Nomar Mazara,TEX,145,568,137,13,0.094890511,0.297,0.394,0.214,0.395,0.372,0.353,0.275,0.058,0.348,0.4525,6.7
602,2017,Yangervis Solarte,SDP,128,512,119,21,0.176470588,0.421,0.407,0.164,0.306,0.423,0.359,0.218,0.032,0.281,0.465,4.2
603,2018,Adam Duvall,- - -,138,427,75,20,0.266666667,0.478,0.416,0.22,0.314,0.47,0.332,0.198,0.097,0.407,0.458,6.5
604,2019,Corey Seager,LAD,134,541,133,44,0.330827068,0.392,0.379,0.218,0.366,0.372,0.347,0.281,0.063,0.377,0.4665,3.2
605,2016,Addison Russell,CHC,151,598,125,25,0.2,0.377,0.333,0.211,0.464,0.442,0.341,0.217,0.088,0.311,0.487,2.9
606,2018,Ozzie Albies,ATL,158,684,167,40,0.239520958,0.399,0.446,0.213,0.316,0.448,0.311,0.241,0.04,0.294,0.454,5.5
607,2019,Asdrubal Cabrera,- - -,131,514,116,25,0.215517241,0.378,0.298,0.238,0.333,0.501,0.276,0.222,0.057,0.353,0.4805,3.7
608,2015,Adam Lind,MIL,149,572,139,32,0.230215827,0.351,0.503,0.188,0.269,0.356,0.383,0.262,0.062,0.36,0.4815,2.4
609,2015,Jedd Gyorko,SDP,128,458,104,15,0.144230769,0.367,0.579,0.21,0.268,0.408,0.376,0.216,0.056,0.354,0.452,5.3
610,2018,Kyle Seager,SEA,155,630,129,36,0.279069767,0.446,0.337,0.214,0.371,0.441,0.356,0.203,0.051,0.396,0.471,1.9
611,2018,Josh Reddick,HOU,134,487,105,13,0.123809524,0.441,0.365,0.186,0.351,0.448,0.329,0.223,0.036,0.263,0.4765,6.3
612,2015,Trevor Plouffe,MIN,152,632,140,35,0.25,0.407,0.432,0.182,0.321,0.427,0.346,0.227,0.075,0.388,0.4755,3.7
613,2019,Tim Anderson,CHW,123,518,167,32,0.191616766,0.276,0.443,0.238,0.32,0.327,0.371,0.302,0.049,0.379,0.4705,5.1
614,2016,Jayson Werth,WSN,143,606,128,28,0.21875,0.416,0.274,0.173,0.402,0.429,0.342,0.23,0.069,0.446,0.471,6.6
615,2017,Shin-Soo Choo,TEX,149,636,142,20,0.14084507,0.262,0.418,0.25,0.35,0.428,0.337,0.234,0.086,0.373,0.475,2.4
616,2019,Michael Brantley,HOU,148,637,179,40,0.223463687,0.308,0.442,0.239,0.354,0.402,0.335,0.263,0.053,0.365,0.473,1.7
617,2017,Carlos Santana,CLE,154,667,148,37,0.25,0.393,0.419,0.2,0.328,0.511,0.324,0.165,0.069,0.384,0.4765,2.8
618,2015,Kendrys Morales,KCR,158,639,165,41,0.248484848,0.347,0.394,0.204,0.328,0.4,0.366,0.234,0.085,0.47,0.476,2.1
619,2016,Starlin Castro,NYY,151,610,156,29,0.185897436,0.302,0.434,0.207,0.343,0.4,0.348,0.252,0.052,0.346,0.462,3.1
620,2018,Kole Calhoun,LAA,137,552,102,18,0.176470588,0.352,0.416,0.214,0.357,0.426,0.352,0.223,0.088,0.427,0.4455,6.7
621,2021,Chris Taylor,LAD,148,582,129,25,0.19379845,0.416,0.426,0.221,0.329,0.456,0.311,0.233,0.102,0.381,0.4655,6.4
622,2015,Josh Reddick,OAK,149,582,143,25,0.174825175,0.406,0.358,0.21,0.321,0.353,0.356,0.291,0.047,0.323,0.4635,4.4
623,2021,Robbie Grossman,DET,156,671,133,23,0.172932331,0.462,0.474,0.243,0.312,0.441,0.31,0.249,0.076,0.339,0.4535,5.2
624,2016,Mark Teixeira,NYY,116,438,79,16,0.202531646,0.352,0.407,0.215,0.341,0.521,0.296,0.183,0.053,0.373,0.4645,3
625,2019,Willy Adames,TBR,152,584,135,25,0.185185185,0.303,0.407,0.229,0.371,0.382,0.359,0.259,0.081,0.356,0.449,1.2
626,2021,Enrique Hernandez,BOS,134,585,127,35,0.275590551,0.462,0.384,0.212,0.363,0.472,0.289,0.24,0.084,0.432,0.4745,4.9
627,2019,Ozzie Albies,ATL,160,702,189,43,0.227513228,0.366,0.468,0.255,0.338,0.455,0.338,0.207,0.062,0.34,0.4825,3.5
628,2021,Trey Mancini,BAL,147,616,142,33,0.232394366,0.314,0.553,0.203,0.325,0.367,0.353,0.28,0.104,0.415,0.4795,4.5
629,2016,Paul Goldschmidt,ARI,158,705,172,33,0.191860465,0.288,0.449,0.247,0.332,0.391,0.359,0.249,0.071,0.425,0.4745,5.7
630,2015,Rougned Odor,TEX,120,470,111,21,0.189189189,0.397,0.442,0.146,0.288,0.469,0.316,0.215,0.051,0.331,0.485,1.8
631,2021,Wil Myers,SDP,146,500,113,24,0.212389381,0.375,0.468,0.177,0.325,0.433,0.367,0.2,0.075,0.377,0.4675,6.4
632,2021,Eddie Rosario,- - -,111,412,98,19,0.193877551,0.405,0.391,0.227,0.36,0.46,0.306,0.235,0.059,0.358,0.453,4.8
633,2018,Nick Castellanos,DET,157,678,185,46,0.248648649,0.358,0.493,0.288,0.407,0.449,0.303,0.248,0.106,0.405,0.4685,3.7
634,2016,Stephen Piscotty,STL,153,649,159,35,0.220125786,0.362,0.351,0.202,0.34,0.423,0.319,0.259,0.086,0.373,0.4765,5.3
635,2016,Yangervis Solarte,SDP,109,443,116,26,0.224137931,0.368,0.398,0.219,0.358,0.49,0.296,0.214,0.038,0.333,0.4685,2.5
636,2017,Starlin Castro,NYY,112,473,133,18,0.135338346,0.28,0.338,0.201,0.386,0.428,0.334,0.238,0.042,0.368,0.456,4.6
637,2018,Jed Lowrie,OAK,157,680,159,37,0.232704403,0.434,0.44,0.234,0.286,0.423,0.325,0.253,0.055,0.376,0.465,4.1
638,2017,Mookie Betts,BOS,153,712,166,46,0.277108434,0.428,0.414,0.168,0.328,0.444,0.356,0.2,0.042,0.377,0.4645,5.5
639,2015,Shin-Soo Choo,TEX,149,653,153,32,0.209150327,0.285,0.438,0.207,0.382,0.441,0.342,0.217,0.077,0.439,0.4365,7.3
640,2018,Jurickson Profar,TEX,146,594,133,35,0.263157895,0.343,0.353,0.218,0.353,0.398,0.33,0.273,0.043,0.318,0.4585,6.3
641,2018,Rougned Odor,TEX,129,535,120,23,0.191666667,0.393,0.376,0.195,0.341,0.466,0.359,0.175,0.068,0.381,0.468,6.3
642,2019,Jonathan Villar,BAL,162,714,176,33,0.1875,0.313,0.441,0.198,0.333,0.396,0.337,0.267,0.066,0.37,0.464,7.1
643,2016,Alex Gordon,KCR,128,506,98,16,0.163265306,0.379,0.499,0.242,0.282,0.446,0.329,0.225,0.081,0.369,0.4345,3.4
644,2018,Yangervis Solarte,TOR,122,506,106,20,0.188679245,0.366,0.516,0.208,0.287,0.415,0.345,0.24,0.038,0.32,0.471,1.2
645,2015,Andrew McCutchen,PIT,157,685,165,36,0.218181818,0.382,0.478,0.235,0.298,0.389,0.378,0.233,0.086,0.441,0.4725,2.7
646,2019,Brandon Drury,TOR,120,447,91,21,0.230769231,0.341,0.389,0.24,0.319,0.468,0.325,0.208,0.084,0.367,0.45,5.8
647,2017,Jose Bautista,TOR,157,686,119,27,0.226890756,0.458,0.47,0.165,0.327,0.45,0.33,0.219,0.064,0.356,0.448,2.3
648,2016,Didi Gregorius,NYY,153,597,155,32,0.206451613,0.403,0.314,0.196,0.361,0.376,0.331,0.294,0.024,0.251,0.445,4.6
649,2016,Eugenio Suarez,CIN,159,627,140,25,0.178571429,0.379,0.464,0.216,0.37,0.395,0.351,0.254,0.061,0.291,0.4545,4.4
650,2016,Jose Altuve,HOU,161,717,216,42,0.194444444,0.322,0.402,0.262,0.331,0.453,0.357,0.19,0.062,0.362,0.461,5.8
651,2017,Max Kepler,MIN,147,568,124,32,0.258064516,0.395,0.514,0.176,0.265,0.439,0.312,0.249,0.04,0.367,0.4825,1.8
652,2016,Jason Kipnis,CLE,156,688,168,41,0.244047619,0.374,0.345,0.237,0.295,0.408,0.351,0.242,0.061,0.395,0.4685,5.4
653,2019,Trea Turner,WSN,122,569,155,37,0.238709677,0.328,0.459,0.2,0.265,0.424,0.327,0.249,0.061,0.42,0.4655,7.6
654,2021,Jonathan India,CIN,150,631,143,34,0.237762238,0.334,0.371,0.225,0.367,0.508,0.318,0.174,0.096,0.381,0.454,2.9
655,2019,Jason Kipnis,CLE,121,511,112,23,0.205357143,0.412,0.493,0.189,0.284,0.433,0.344,0.223,0.052,0.341,0.4445,4.4
656,2015,Logan Morrison,SEA,146,511,103,15,0.145631068,0.39,0.46,0.163,0.318,0.417,0.343,0.24,0.061,0.375,0.4615,4.1
657,2018,Gorkys Hernandez,SFG,142,451,97,16,0.164948454,0.356,0.416,0.161,0.31,0.381,0.345,0.274,0.075,0.355,0.474,5.4
658,2018,Brian Dozier,- - -,151,632,119,30,0.25210084,0.437,0.472,0.168,0.336,0.499,0.338,0.163,0.056,0.284,0.4685,5.5
659,2015,Prince Fielder,TEX,158,693,187,28,0.14973262,0.355,0.397,0.183,0.304,0.325,0.396,0.279,0.055,0.443,0.466,1
660,2017,Yadier Molina,STL,136,543,137,27,0.197080292,0.374,0.372,0.204,0.376,0.426,0.325,0.249,0.059,0.341,0.475,2.2
661,2021,Randy Arozarena,TBR,141,604,145,32,0.220689655,0.331,0.379,0.179,0.314,0.412,0.365,0.223,0.082,0.42,0.462,6.3
662,2019,Dexter Fowler,STL,150,574,116,24,0.206896552,0.359,0.497,0.253,0.322,0.403,0.371,0.226,0.071,0.283,0.4625,1.2
663,2018,Starling Marte,PIT,145,606,155,32,0.206451613,0.322,0.423,0.171,0.339,0.403,0.35,0.247,0.073,0.381,0.453,6.2
664,2018,Tim Anderson,CHW,153,606,136,28,0.205882353,0.335,0.378,0.2,0.383,0.444,0.284,0.272,0.047,0.279,0.4575,6.3
665,2015,Mark Canha,OAK,124,485,112,22,0.196428571,0.402,0.346,0.181,0.354,0.428,0.345,0.227,0.072,0.365,0.4705,2.7
666,2016,Eric Hosmer,KCR,158,667,161,24,0.149068323,0.247,0.405,0.165,0.337,0.361,0.346,0.294,0.082,0.438,0.4735,2.3
667,2021,Cesar Hernandez,- - -,149,637,132,21,0.159090909,0.351,0.52,0.181,0.289,0.4,0.37,0.231,0.068,0.331,0.462,3.2
668,2015,Aramis Ramirez,- - -,137,516,117,31,0.264957265,0.432,0.426,0.187,0.361,0.403,0.352,0.245,0.046,0.342,0.454,2
669,2016,Danny Valencia,OAK,130,517,135,22,0.162962963,0.318,0.61,0.232,0.269,0.399,0.344,0.257,0.07,0.405,0.482,2.7
670,2015,David Peralta,ARI,149,517,144,26,0.180555556,0.266,0.381,0.213,0.33,0.384,0.401,0.215,0.069,0.431,0.481,2.5
671,2018,Justin Turner,LAD,103,426,114,31,0.271929825,0.444,0.51,0.262,0.369,0.39,0.316,0.294,0.067,0.367,0.4835,1.6
672,2018,Max Kepler,MIN,156,611,119,30,0.25210084,0.462,0.43,0.159,0.302,0.431,0.323,0.246,0.059,0.374,0.4705,4.9
673,2018,Mitch Moreland,BOS,124,459,99,23,0.232323232,0.373,0.314,0.196,0.377,0.41,0.355,0.235,0.107,0.443,0.4375,2.8
674,2021,Jake Cronenworth,SDP,152,643,151,33,0.218543046,0.361,0.422,0.217,0.352,0.344,0.385,0.271,0.072,0.346,0.461,4.9
675,2021,Jonathan Schoop,DET,156,674,173,30,0.173410405,0.327,0.371,0.193,0.329,0.386,0.376,0.239,0.068,0.402,0.4585,2.8
676,2019,Kevin Pillar,- - -,161,645,158,37,0.234177215,0.363,0.45,0.197,0.342,0.48,0.297,0.223,0.047,0.308,0.461,6.5
677,2019,Starlin Castro,MIA,162,676,172,31,0.180232558,0.33,0.329,0.191,0.326,0.44,0.339,0.221,0.054,0.376,0.4805,5.1
678,2018,Freddie Freeman,ATL,162,707,191,44,0.230366492,0.313,0.365,0.323,0.384,0.431,0.311,0.258,0.091,0.398,0.463,2.8
679,2018,Niko Goodrum,DET,131,492,109,29,0.266055046,0.33,0.356,0.228,0.393,0.404,0.312,0.283,0.073,0.354,0.4765,1.6
680,2016,Ian Desmond,TEX,156,677,178,29,0.162921348,0.26,0.447,0.206,0.344,0.312,0.38,0.308,0.073,0.434,0.4715,6
681,2018,Ian Happ,CHC,142,462,90,19,0.211111111,0.378,0.426,0.225,0.346,0.36,0.365,0.275,0.122,0.405,0.4795,3.4
682,2017,Nomar Mazara,TEX,148,616,140,30,0.214285714,0.342,0.39,0.193,0.352,0.353,0.388,0.258,0.063,0.37,0.4745,2.6
683,2019,Marwin Gonzalez,MIN,114,463,112,19,0.169642857,0.313,0.46,0.239,0.34,0.39,0.381,0.229,0.058,0.439,0.443,2.2
684,2015,Brandon Belt,SFG,137,556,138,33,0.239130435,0.379,0.49,0.287,0.306,0.384,0.358,0.258,0.097,0.421,0.4685,5.3
685,2018,Curtis Granderson,- - -,123,403,83,22,0.265060241,0.371,0.452,0.308,0.358,0.527,0.289,0.184,0.046,0.343,0.4375,4.3
686,2015,Jung Ho Kang,PIT,126,467,121,24,0.198347107,0.276,0.518,0.226,0.289,0.461,0.331,0.207,0.087,0.464,0.463,7.3
687,2016,Ryan Zimmerman,WSN,115,467,93,18,0.193548387,0.347,0.435,0.167,0.376,0.365,0.359,0.277,0.07,0.456,0.477,4
688,2019,Tommy Pham,TBR,145,654,155,33,0.212903226,0.248,0.336,0.218,0.383,0.387,0.362,0.252,0.072,0.449,0.46,3.7
689,2017,Avisail Garcia,CHW,136,561,171,27,0.157894737,0.275,0.485,0.203,0.314,0.426,0.336,0.238,0.086,0.407,0.4385,6
690,2016,Brandon Drury,ARI,134,499,130,31,0.238461538,0.296,0.572,0.203,0.253,0.458,0.321,0.222,0.06,0.367,0.4625,2.4
691,2018,Carlos Correa,HOU,110,468,96,20,0.208333333,0.358,0.451,0.202,0.324,0.348,0.334,0.318,0.063,0.334,0.4635,4.1
692,2016,Freddy Galvis,PHI,158,624,141,26,0.184397163,0.364,0.508,0.235,0.366,0.416,0.359,0.224,0.026,0.274,0.4525,5
693,2021,Andrew Vaughn,CHW,127,469,98,22,0.224489796,0.361,0.385,0.199,0.385,0.349,0.361,0.29,0.109,0.464,0.4625,3.6
694,2017,Yuli Gurriel,HOU,139,564,158,43,0.272151899,0.352,0.428,0.186,0.323,0.414,0.374,0.211,0.032,0.431,0.4725,5
695,2016,Christian Yelich,MIA,155,659,172,38,0.220930233,0.2,0.549,0.234,0.272,0.36,0.351,0.29,0.092,0.499,0.4905,2.5
696,2021,Didi Gregorius,PHI,103,408,77,16,0.207792208,0.454,0.464,0.176,0.312,0.471,0.305,0.224,0.023,0.263,0.451,6.1
697,2015,Troy Tulowitzki,- - -,128,534,136,27,0.198529412,0.37,0.472,0.221,0.331,0.489,0.29,0.221,0.053,0.407,0.465,3.2
698,2015,Chris Coghlan,CHC,148,503,110,25,0.227272727,0.341,0.362,0.201,0.399,0.422,0.316,0.261,0.046,0.333,0.4745,1.7
699,2018,Brandon Nimmo,NYM,140,535,114,28,0.245614035,0.333,0.551,0.216,0.282,0.447,0.321,0.232,0.055,0.42,0.469,4
700,2018,Carlos Gonzalez,COL,132,504,128,32,0.25,0.359,0.54,0.162,0.304,0.34,0.394,0.266,0.059,0.391,0.483,6.7
701,2016,Mark Reynolds,COL,118,441,111,24,0.216216216,0.325,0.49,0.258,0.293,0.406,0.318,0.276,0.06,0.375,0.455,2.4
702,2021,Gio Urshela,NYY,116,442,112,18,0.160714286,0.298,0.45,0.224,0.334,0.346,0.381,0.272,0.08,0.41,0.466,2.8
703,2021,J.T. Realmuto,PHI,134,537,125,25,0.2,0.332,0.361,0.203,0.291,0.355,0.347,0.298,0.086,0.447,0.456,5.3
704,2021,Andrew Benintendi,KCR,134,538,136,27,0.198529412,0.405,0.333,0.21,0.336,0.404,0.36,0.236,0.089,0.427,0.4695,3.6
705,2018,Shin-Soo Choo,TEX,146,665,148,30,0.202702703,0.28,0.46,0.218,0.308,0.381,0.351,0.268,0.103,0.4,0.488,1.8
706,2015,Danny Espinosa,WSN,118,412,88,21,0.238636364,0.368,0.431,0.184,0.352,0.434,0.303,0.262,0.06,0.288,0.456,4.2
707,2016,Zack Cozart,CIN,121,508,117,28,0.239316239,0.399,0.478,0.206,0.297,0.468,0.348,0.184,0.023,0.278,0.478,5.4
708,2015,Andre Ethier,LAD,142,445,116,20,0.172413793,0.353,0.411,0.263,0.305,0.415,0.372,0.214,0.059,0.325,0.463,1.2
709,2017,Jackie Bradley Jr.,BOS,133,541,118,19,0.161016949,0.326,0.465,0.184,0.294,0.419,0.336,0.244,0.069,0.397,0.4565,5.3
710,2015,Wilmer Flores,NYM,137,510,127,22,0.173228346,0.371,0.486,0.211,0.289,0.389,0.335,0.276,0.019,0.255,0.478,3.8
711,2015,Evan Longoria,TBR,160,670,163,35,0.214723926,0.404,0.366,0.206,0.366,0.419,0.321,0.26,0.077,0.393,0.4705,2.8
712,2017,Byron Buxton,MIN,140,511,117,14,0.11965812,0.38,0.41,0.232,0.314,0.473,0.329,0.197,0.056,0.32,0.471,5.3
713,2018,Evan Longoria,SFG,125,512,117,25,0.213675214,0.391,0.445,0.185,0.326,0.419,0.323,0.258,0.07,0.37,0.4705,4.7
714,2019,Jorge Polanco,MIN,153,704,186,40,0.215053763,0.444,0.376,0.263,0.376,0.374,0.365,0.261,0.063,0.328,0.4585,4.1
715,2017,Neil Walker,- - -,111,448,102,21,0.205882353,0.417,0.424,0.22,0.321,0.431,0.347,0.222,0.045,0.312,0.454,1.3
716,2019,Dansby Swanson,ATL,127,545,121,26,0.214876033,0.371,0.317,0.258,0.443,0.416,0.321,0.263,0.077,0.416,0.4585,6
717,2018,Adrian Beltre,TEX,119,481,118,23,0.194915254,0.362,0.421,0.258,0.315,0.388,0.328,0.284,0.061,0.368,0.4375,3.1
718,2015,Robinson Cano,SEA,156,674,179,34,0.189944134,0.253,0.674,0.242,0.199,0.363,0.411,0.226,0.069,0.457,0.4765,2.3
719,2019,Oscar Mercado,CLE,115,482,118,25,0.211864407,0.385,0.417,0.215,0.309,0.408,0.353,0.238,0.03,0.34,0.4545,6.3
720,2016,Javier Baez,CHC,142,450,115,19,0.165217391,0.364,0.279,0.195,0.36,0.456,0.345,0.199,0.057,0.323,0.4565,6.9
721,2016,Anthony Rendon,WSN,156,647,153,38,0.248366013,0.438,0.389,0.206,0.323,0.402,0.308,0.29,0.055,0.417,0.4675,4.6
722,2021,Tim Anderson,CHW,123,551,163,29,0.17791411,0.22,0.336,0.227,0.331,0.372,0.357,0.271,0.078,0.418,0.461,5
723,2015,Alex Gordon,KCR,104,422,96,18,0.1875,0.376,0.303,0.248,0.407,0.457,0.363,0.18,0.049,0.341,0.4595,2.9
724,2017,Brett Gardner,NYY,151,682,157,26,0.165605096,0.332,0.441,0.223,0.333,0.373,0.354,0.273,0.029,0.31,0.4495,7.4
725,2018,Daniel Descalso,ARI,138,423,83,22,0.265060241,0.463,0.462,0.236,0.303,0.492,0.293,0.215,0.085,0.344,0.4575,4.4
726,2019,Robinson Cano,NYM,107,423,100,28,0.28,0.31,0.356,0.201,0.341,0.349,0.377,0.275,0.065,0.463,0.4615,3.6
727,2018,Brandon Belt,SFG,112,456,101,18,0.178217822,0.472,0.398,0.288,0.398,0.398,0.303,0.299,0.099,0.316,0.4525,4.1
728,2018,Jeimer Candelario,DET,144,619,121,28,0.231404959,0.406,0.494,0.177,0.334,0.466,0.302,0.232,0.057,0.333,0.457,4
729,2018,Chris Davis,BAL,128,522,79,12,0.151898734,0.393,0.456,0.211,0.3,0.408,0.323,0.27,0.096,0.401,0.4725,2.2
730,2016,Welington Castillo,ARI,113,457,110,24,0.218181818,0.328,0.46,0.254,0.341,0.455,0.324,0.221,0.054,0.375,0.4565,3.7
731,2016,Derek Norris,SDP,125,458,77,17,0.220779221,0.43,0.522,0.219,0.297,0.412,0.301,0.287,0.047,0.326,0.4635,0.7
732,2017,Hernan Perez,MIL,136,458,112,19,0.169642857,0.335,0.517,0.182,0.343,0.393,0.357,0.251,0.031,0.276,0.4615,2.9
