,Season,Name,Team,G,PA,ISO,FB%,GB%,LD%,SweetSpot%,HR/FB,Barrel%,HardHit%,LDFB_EV,Pull%,Cent%,Oppo%,,HR,AB,Spd
525,2015,Salvador Perez,KCR,142,553,0.166,0.374,0.512,0.207,0.328,0.124,0.046,0.322,0.4545,0.43,0.372,0.198,,21,531,1.7
526,2018,Nick Williams,PHI,140,448,0.17,0.319,0.433,0.244,0.368,0.181,0.068,0.372,0.454,0.348,0.383,0.28,,17,407,2.9
527,2021,Sean Murphy,OAK,119,448,0.188,0.408,0.36,0.199,0.319,0.148,0.113,0.422,0.4675,0.45,0.347,0.222,,17,393,2.8
528,2015,Kyle Seager,SEA,161,686,0.185,0.408,0.447,0.24,0.361,0.121,0.068,0.346,0.4595,0.444,0.343,0.231,,26,623,3.4
529,2015,Kole Calhoun,LAA,159,686,0.167,0.354,0.478,0.228,0.356,0.157,0.064,0.322,0.4545,0.426,0.318,0.238,,26,630,2.6
530,2016,Corey Seager,LAD,157,687,0.204,0.293,0.447,0.244,0.375,0.179,0.077,0.438,0.4745,0.371,0.343,0.286,,26,627,4.1
531,2016,Marcell Ozuna,MIA,148,608,0.187,0.365,0.494,0.195,0.323,0.141,0.076,0.419,0.47,0.377,0.32,0.262,,23,557,1.1
532,2019,James McCann,CHW,118,476,0.187,0.321,0.541,0.235,0.36,0.186,0.083,0.442,0.472,0.376,0.373,0.211,,18,439,3.2
533,2019,Avisail Garcia,TBR,125,530,0.182,0.316,0.528,0.223,0.341,0.172,0.106,0.403,0.476,0.422,0.366,0.252,,20,489,3.9
534,2018,Trey Mancini,BAL,156,636,0.174,0.265,0.551,0.189,0.276,0.209,0.106,0.422,0.475,0.38,0.277,0.155,,24,582,7
535,2018,Anthony Rizzo,CHC,153,665,0.187,0.373,0.296,0.247,0.362,0.136,0.059,0.404,0.466,0.453,0.369,0.236,,25,566,5.6
536,2015,Yasmani Grandal,LAD,115,426,0.169,0.373,0.409,0.171,0.27,0.163,0.086,0.423,0.4735,0.371,0.316,0.294,,16,355,3.1
537,2015,Steven Souza Jr.,TBR,110,426,0.174,0.347,0.519,0.2,0.277,0.205,0.095,0.39,0.472,0.459,0.332,0.251,,16,373,2
538,2016,Eric Hosmer,KCR,158,667,0.167,0.247,0.432,0.165,0.26,0.214,0.082,0.438,0.4765,0.361,0.345,0.287,,25,605,4.9
539,2016,Gregory Polanco,PIT,144,587,0.205,0.371,0.434,0.24,0.345,0.144,0.058,0.398,0.47,0.492,0.325,0.217,,22,527,2.6
540,2015,Brandon Crawford,SFG,143,561,0.205,0.335,0.464,0.188,0.342,0.162,0.082,0.426,0.4765,0.398,0.375,0.227,,21,507,4.5
541,2015,Freddie Freeman,ATL,118,481,0.195,0.356,0.342,0.278,0.434,0.158,0.103,0.447,0.4705,0.419,0.305,0.265,,18,416,3.8
542,2021,Joc Pederson,- - -,137,481,0.184,0.419,0.488,0.188,0.312,0.137,0.101,0.476,0.4815,0.353,0.41,0.237,,18,429,3.4
543,2016,Russell Martin,TOR,137,535,0.167,0.356,0.403,0.179,0.294,0.18,0.089,0.399,0.469,0.374,0.315,0.184,,20,455,2
544,2018,Ronald Guzman,TEX,123,428,0.181,0.375,0.388,0.217,0.333,0.16,0.06,0.33,0.451,0.378,0.352,0.27,,16,387,3.4
545,2018,Nomar Mazara,TEX,128,536,0.178,0.266,0.363,0.184,0.282,0.2,0.08,0.431,0.471,0.38,0.367,0.253,,20,489,2.5
546,2017,Eric Hosmer,KCR,162,671,0.179,0.222,0.383,0.222,0.303,0.225,0.062,0.389,0.471,0.313,0.357,0.329,,25,603,3.4
547,2015,Miguel Montero,CHC,113,403,0.161,0.34,0.44,0.255,0.393,0.179,0.081,0.352,0.462,0.372,0.289,0.184,,15,347,4.2
548,2019,Cavan Biggio,TOR,100,430,0.195,0.47,0.443,0.276,0.442,0.147,0.077,0.397,0.4605,0.494,0.356,0.274,,16,354,6.9
549,2021,Bryan Reynolds,PIT,159,646,0.22,0.355,0.462,0.256,0.399,0.153,0.104,0.408,0.469,0.422,0.328,0.285,,24,559,3.4
550,2019,Brian Goodwin,LAA,136,458,0.208,0.43,0.39,0.245,0.385,0.138,0.063,0.326,0.4555,0.368,0.301,0.287,,17,413,4.4
551,2016,Melvin Upton Jr.,- - -,149,539,0.165,0.338,0.436,0.176,0.311,0.174,0.058,0.359,0.4615,0.341,0.418,0.284,,20,492,3.6
552,2016,Matt Carpenter,STL,129,566,0.235,0.432,0.462,0.262,0.43,0.133,0.105,0.422,0.469,0.481,0.334,0.231,,21,473,1.3
553,2019,Jackie Bradley Jr.,BOS,147,567,0.196,0.334,0.362,0.17,0.302,0.184,0.09,0.43,0.4755,0.422,0.423,0.219,,21,494,5.3
554,2017,Matt Carpenter,STL,145,622,0.209,0.508,0.414,0.223,0.377,0.122,0.079,0.367,0.462,0.472,0.335,0.313,,23,497,3.8
555,2017,Chris Taylor,LAD,140,568,0.208,0.358,0.48,0.226,0.397,0.158,0.062,0.34,0.456,0.383,0.335,0.282,,21,514,6.4
556,2016,Aledmys Diaz,STL,111,460,0.21,0.389,0.483,0.156,0.301,0.126,0.043,0.389,0.4635,0.463,0.37,0.282,,17,404,8.3
557,2019,Enrique Hernandez,LAD,130,460,0.174,0.433,0.389,0.206,0.355,0.122,0.056,0.343,0.459,0.439,0.359,0.245,,17,414,1.5
558,2018,Odubel Herrera,PHI,148,597,0.165,0.371,0.472,0.183,0.288,0.139,0.047,0.316,0.449,0.388,0.331,0.294,,22,550,4.3
559,2018,Tommy Pham,- - -,137,570,0.188,0.281,0.436,0.239,0.387,0.21,0.095,0.496,0.4765,0.378,0.398,0.224,,21,494,6.6
560,2018,Yan Gomes,CLE,112,435,0.184,0.411,0.374,0.272,0.415,0.136,0.077,0.383,0.4615,0.429,0.305,0.269,,16,403,0.9
561,2019,Wil Myers,SDP,155,490,0.179,0.351,0.436,0.218,0.327,0.196,0.104,0.413,0.4835,0.465,0.32,0.216,,18,435,4.8
562,2017,Dexter Fowler,STL,118,491,0.224,0.382,0.415,0.224,0.402,0.146,0.059,0.375,0.4615,0.402,0.375,0.267,,18,420,3.6
563,2016,Matt Wieters,BAL,124,464,0.165,0.395,0.477,0.242,0.345,0.127,0.061,0.33,0.463,0.374,0.341,0.238,,17,423,5.2
564,2018,Marcell Ozuna,STL,148,628,0.153,0.349,0.535,0.181,0.303,0.139,0.092,0.444,0.4745,0.422,0.353,0.225,,23,582,3.2
565,2016,Seth Smith,SEA,137,438,0.167,0.305,0.428,0.216,0.321,0.18,0.085,0.406,0.473,0.43,0.379,0.34,,16,378,6.1
566,2018,Eduardo Escobar,- - -,151,631,0.217,0.431,0.489,0.248,0.386,0.119,0.078,0.272,0.454,0.4,0.347,0.169,,23,566,4
567,2015,Justin Turner,LAD,126,439,0.197,0.362,0.496,0.277,0.408,0.139,0.056,0.379,0.4645,0.37,0.379,0.251,,16,385,3.6
568,2019,Shin-Soo Choo,TEX,151,660,0.19,0.291,0.496,0.218,0.318,0.209,0.08,0.489,0.4835,0.401,0.339,0.241,,24,563,2.3
569,2016,Steven Souza Jr.,TBR,120,468,0.163,0.342,0.521,0.249,0.374,0.185,0.099,0.377,0.473,0.456,0.334,0.318,,17,430,3.7
570,2019,David Dahl,COL,100,413,0.222,0.325,0.433,0.261,0.406,0.172,0.1,0.395,0.4695,0.369,0.315,0.237,,15,374,5.7
571,2018,Johan Camargo,ATL,134,524,0.185,0.354,0.339,0.198,0.312,0.15,0.047,0.337,0.455,0.412,0.348,0.204,,19,464,0.9
572,2017,Jose Altuve,HOU,153,662,0.202,0.327,0.42,0.203,0.393,0.146,0.057,0.28,0.461,0.408,0.329,0.263,,24,590,6.4
573,2017,Albert Pujols,LAA,149,636,0.145,0.381,0.484,0.185,0.319,0.12,0.048,0.391,0.4665,0.474,0.337,0.234,,23,593,4.7
574,2021,Brendan Rodgers,COL,102,415,0.186,0.292,0.581,0.2,0.305,0.169,0.062,0.403,0.464,0.361,0.373,0.309,,15,387,3.8
575,2015,Brandon Moss,- - -,145,526,0.181,0.471,0.543,0.204,0.349,0.125,0.114,0.395,0.4725,0.494,0.306,0.201,,19,469,2
576,2018,Wilson Ramos,- - -,111,416,0.181,0.247,0.354,0.204,0.336,0.2,0.063,0.47,0.477,0.401,0.342,0.213,,15,382,1.8
577,2018,Scooter Gennett,CIN,154,638,0.18,0.362,0.51,0.236,0.375,0.138,0.051,0.319,0.4545,0.405,0.317,0.253,,23,584,2.4
578,2016,Jose Abreu,CHW,159,695,0.175,0.333,0.306,0.213,0.327,0.148,0.071,0.392,0.4645,0.36,0.369,0.26,,25,624,3.7
579,2016,Colby Rasmus,HOU,107,417,0.149,0.431,0.441,0.211,0.308,0.142,0.079,0.368,0.466,0.53,0.349,0.26,,15,369,2.7
580,2016,C.J. Cron,LAA,116,445,0.189,0.392,0.555,0.196,0.338,0.121,0.068,0.392,0.4655,0.335,0.372,0.214,,16,407,4.4
581,2017,Corey Seager,LAD,145,613,0.184,0.331,0.553,0.248,0.404,0.162,0.08,0.44,0.4745,0.365,0.348,0.262,,22,539,5.6
582,2017,Ian Kinsler,DET,139,613,0.176,0.465,0.408,0.206,0.372,0.102,0.041,0.303,0.4565,0.389,0.332,0.243,,22,551,2.9
583,2015,Mike Moustakas,KCR,147,614,0.186,0.414,0.557,0.188,0.303,0.112,0.054,0.365,0.4595,0.392,0.334,0.274,,22,549,1.9
584,2015,Carlos Beltran,NYY,133,531,0.195,0.429,0.462,0.216,0.341,0.111,0.043,0.419,0.4655,0.444,0.353,0.196,,19,478,4.1
585,2019,Brandon Dixon,DET,118,420,0.187,0.402,0.524,0.236,0.375,0.144,0.112,0.402,0.4665,0.363,0.378,0.259,,15,391,5.2
586,2019,Jason Heyward,CHC,147,589,0.177,0.342,0.383,0.196,0.318,0.152,0.049,0.362,0.456,0.419,0.358,0.197,,21,513,4.4
587,2021,Jonathan Villar,NYM,142,505,0.167,0.307,0.441,0.207,0.299,0.184,0.071,0.349,0.466,0.41,0.306,0.284,,18,454,4.9
588,2017,Kevin Kiermaier,TBR,98,421,0.174,0.321,0.476,0.182,0.283,0.167,0.049,0.311,0.4575,0.392,0.358,0.305,,15,380,6.6
589,2019,Garrett Cooper,MIA,107,421,0.165,0.232,0.522,0.246,0.337,0.238,0.088,0.403,0.471,0.335,0.342,0.324,,15,381,2.1
590,2016,Andrew McCutchen,PIT,153,675,0.174,0.417,0.477,0.225,0.323,0.126,0.076,0.417,0.4705,0.448,0.343,0.199,,24,598,2.2
591,2018,Ian Desmond,COL,160,619,0.186,0.215,0.524,0.165,0.285,0.247,0.063,0.432,0.479,0.3,0.386,0.225,,22,555,3.6
592,2021,Jazz Chisholm Jr.,MIA,124,507,0.177,0.31,0.503,0.204,0.287,0.182,0.086,0.417,0.4735,0.401,0.346,0.165,,18,464,5.3
593,2017,Robinson Cano,SEA,150,648,0.172,0.306,0.372,0.194,0.339,0.147,0.055,0.437,0.47,0.394,0.376,0.214,,23,592,5.1
594,2015,Matt Kemp,SDP,154,648,0.178,0.352,0.481,0.214,0.344,0.143,0.07,0.4,0.467,0.409,0.311,0.277,,23,596,3.7
595,2018,George Springer,HOU,140,620,0.169,0.346,0.482,0.16,0.301,0.15,0.089,0.368,0.4665,0.398,0.296,0.289,,22,544,3.5
596,2015,George Springer,HOU,102,451,0.183,0.301,0.402,0.245,0.359,0.188,0.095,0.415,0.474,0.342,0.287,0.21,,16,388,1.9
597,2018,Carlos Santana,PHI,161,679,0.186,0.437,0.543,0.16,0.301,0.116,0.067,0.387,0.466,0.48,0.331,0.291,,24,560,1.3
598,2016,Logan Forsythe,TBR,127,567,0.18,0.352,0.423,0.228,0.389,0.147,0.067,0.389,0.4675,0.391,0.329,0.28,,20,511,4.5
599,2015,Miguel Cabrera,DET,119,511,0.196,0.327,0.33,0.252,0.358,0.158,0.095,0.527,0.487,0.358,0.32,0.259,,18,429,7.6
600,2015,Stephen Vogt,OAK,136,511,0.182,0.404,0.483,0.219,0.337,0.125,0.045,0.301,0.451,0.43,0.344,0.223,,18,445,3.7
601,2016,Nomar Mazara,TEX,145,568,0.153,0.297,0.394,0.214,0.326,0.164,0.058,0.348,0.457,0.372,0.347,0.226,,20,516,6.7
602,2017,Yangervis Solarte,SDP,128,512,0.161,0.421,0.407,0.164,0.318,0.105,0.032,0.281,0.4465,0.423,0.323,0.258,,18,466,4.2
603,2018,Adam Duvall,- - -,138,427,0.169,0.478,0.416,0.22,0.31,0.117,0.097,0.407,0.4675,0.47,0.296,0.238,,15,384,6.5
604,2019,Corey Seager,LAD,134,541,0.211,0.392,0.379,0.218,0.352,0.123,0.063,0.377,0.4665,0.372,0.347,0.281,,19,489,3.2
605,2016,Addison Russell,CHC,151,598,0.179,0.377,0.333,0.211,0.323,0.142,0.088,0.311,0.4615,0.442,0.375,0.273,,21,525,2.9
606,2018,Ozzie Albies,ATL,158,684,0.191,0.399,0.446,0.213,0.34,0.115,0.04,0.294,0.4585,0.448,0.356,0.253,,24,639,5.5
607,2019,Asdrubal Cabrera,- - -,131,514,0.181,0.378,0.298,0.238,0.373,0.136,0.057,0.353,0.466,0.501,0.331,0.179,,18,447,3.7
608,2015,Adam Lind,MIL,149,572,0.183,0.351,0.503,0.188,0.314,0.141,0.062,0.36,0.468,0.356,0.287,0.252,,20,502,2.4
609,2015,Jedd Gyorko,SDP,128,458,0.15,0.367,0.579,0.21,0.307,0.137,0.056,0.354,0.4615,0.408,0.357,0.251,,16,421,5.3
610,2018,Kyle Seager,SEA,155,630,0.178,0.446,0.337,0.214,0.37,0.11,0.051,0.396,0.463,0.441,0.347,0.198,,22,583,1.9
611,2018,Josh Reddick,HOU,134,487,0.157,0.441,0.365,0.186,0.407,0.109,0.036,0.263,0.458,0.448,0.361,0.201,,17,433,6.3
612,2015,Trevor Plouffe,MIN,152,632,0.19,0.407,0.432,0.182,0.335,0.12,0.075,0.388,0.468,0.427,0.293,0.202,,22,573,3.7
613,2019,Tim Anderson,CHW,123,518,0.173,0.276,0.443,0.238,0.376,0.167,0.049,0.379,0.4535,0.327,0.314,0.18,,18,498,5.1
614,2016,Jayson Werth,WSN,143,606,0.173,0.416,0.274,0.173,0.319,0.129,0.069,0.446,0.4635,0.429,0.35,0.247,,21,525,6.6
615,2017,Shin-Soo Choo,TEX,149,636,0.162,0.262,0.418,0.25,0.359,0.204,0.086,0.373,0.4685,0.428,0.357,0.263,,22,544,2.4
616,2019,Michael Brantley,HOU,148,637,0.191,0.308,0.442,0.239,0.363,0.14,0.053,0.365,0.462,0.402,0.353,0.24,,22,575,1.7
617,2017,Carlos Santana,CLE,154,667,0.196,0.393,0.419,0.2,0.284,0.123,0.069,0.384,0.467,0.511,0.346,0.294,,23,571,2.8
618,2015,Kendrys Morales,KCR,158,639,0.195,0.347,0.394,0.204,0.343,0.135,0.085,0.47,0.476,0.4,0.366,0.234,,22,569,2.1
619,2016,Starlin Castro,NYY,151,610,0.163,0.302,0.434,0.207,0.323,0.15,0.052,0.346,0.462,0.4,0.348,0.252,,21,577,3.1
620,2018,Kole Calhoun,LAA,137,552,0.161,0.352,0.416,0.214,0.343,0.148,0.088,0.427,0.472,0.426,0.346,0.27,,19,491,6.7
621,2015,Josh Reddick,OAK,149,582,0.177,0.406,0.426,0.21,0.261,0.106,0.047,0.323,0.435,0.353,0.311,0.233,,20,526,6.4
622,2021,Chris Taylor,LAD,148,582,0.183,0.416,0.358,0.221,0.381,0.142,0.102,0.381,0.4635,0.456,0.33,0.257,,20,507,4.4
623,2021,Robbie Grossman,DET,156,671,0.176,0.462,0.474,0.243,0.395,0.122,0.076,0.339,0.4535,0.441,0.31,0.249,,23,557,5.2
624,2019,Willy Adames,TBR,152,584,0.164,0.303,0.407,0.229,0.361,0.175,0.081,0.356,0.465,0.382,0.366,0.294,,20,531,3
625,2016,Mark Teixeira,NYY,116,438,0.158,0.352,0.407,0.215,0.331,0.15,0.053,0.373,0.4655,0.521,0.352,0.203,,15,387,1.2
626,2019,Ozzie Albies,ATL,160,702,0.205,0.366,0.384,0.255,0.368,0.124,0.062,0.34,0.457,0.455,0.302,0.277,,24,640,4.9
627,2021,Enrique Hernandez,BOS,134,585,0.199,0.462,0.468,0.212,0.365,0.107,0.084,0.432,0.4685,0.472,0.361,0.245,,20,508,3.5
628,2021,Trey Mancini,BAL,147,616,0.176,0.314,0.553,0.203,0.36,0.162,0.104,0.415,0.469,0.367,0.35,0.246,,21,556,4.5
629,2016,Paul Goldschmidt,ARI,158,705,0.192,0.288,0.449,0.247,0.33,0.19,0.071,0.425,0.4745,0.391,0.359,0.249,,24,579,5.7
630,2015,Rougned Odor,TEX,120,470,0.204,0.397,0.442,0.146,0.266,0.118,0.051,0.331,0.465,0.469,0.371,0.225,,16,426,1.8
631,2021,Wil Myers,SDP,146,500,0.179,0.375,0.468,0.177,0.315,0.152,0.075,0.377,0.463,0.433,0.325,0.204,,17,442,6.4
632,2021,Eddie Rosario,- - -,111,412,0.177,0.405,0.391,0.227,0.343,0.108,0.059,0.358,0.4655,0.46,0.303,0.262,,14,379,4.8
633,2018,Nick Castellanos,DET,157,678,0.202,0.358,0.493,0.288,0.453,0.136,0.106,0.405,0.468,0.449,0.329,0.21,,23,620,3.7
634,2016,Stephen Piscotty,STL,153,649,0.184,0.362,0.351,0.202,0.332,0.135,0.086,0.373,0.4645,0.423,0.368,0.208,,22,582,5.3
635,2016,Yangervis Solarte,SDP,109,443,0.18,0.368,0.398,0.219,0.275,0.119,0.038,0.333,0.457,0.49,0.327,0.204,,15,405,2.5
636,2017,Starlin Castro,NYY,112,473,0.153,0.28,0.338,0.201,0.306,0.162,0.042,0.368,0.4665,0.428,0.405,0.271,,16,443,4.6
637,2018,Jed Lowrie,OAK,157,680,0.181,0.434,0.44,0.234,0.38,0.113,0.055,0.376,0.4595,0.423,0.351,0.272,,23,596,4.1
638,2017,Mookie Betts,BOS,153,712,0.194,0.428,0.414,0.168,0.319,0.101,0.042,0.377,0.4645,0.444,0.356,0.2,,24,628,5.5
639,2015,Shin-Soo Choo,TEX,149,653,0.187,0.285,0.438,0.207,0.335,0.188,0.077,0.439,0.476,0.441,0.385,0.314,,22,555,7.3
640,2018,Jurickson Profar,TEX,146,594,0.204,0.343,0.353,0.218,0.336,0.132,0.043,0.318,0.4585,0.398,0.33,0.273,,20,524,6.3
641,2018,Rougned Odor,TEX,129,535,0.171,0.393,0.376,0.195,0.302,0.137,0.068,0.381,0.4755,0.466,0.346,0.197,,18,474,6.3
642,2019,Jonathan Villar,BAL,162,714,0.179,0.313,0.441,0.198,0.303,0.167,0.066,0.37,0.464,0.396,0.337,0.267,,24,642,7.1
643,2016,Alex Gordon,KCR,128,506,0.16,0.379,0.499,0.242,0.352,0.15,0.081,0.369,0.463,0.446,0.349,0.211,,17,445,3.4
644,2018,Yangervis Solarte,TOR,122,506,0.152,0.366,0.516,0.208,0.3,0.116,0.038,0.32,0.4535,0.415,0.359,0.22,,17,468,1.2
645,2015,Andrew McCutchen,PIT,157,685,0.196,0.382,0.478,0.235,0.41,0.136,0.086,0.441,0.475,0.389,0.345,0.226,,23,566,2.7
646,2019,Brandon Drury,TOR,120,447,0.163,0.341,0.389,0.24,0.367,0.143,0.084,0.367,0.466,0.468,0.374,0.276,,15,418,5.8
647,2017,Jose Bautista,TOR,157,686,0.164,0.458,0.47,0.165,0.306,0.119,0.064,0.356,0.482,0.45,0.383,0.33,,23,587,2.3
648,2016,Didi Gregorius,NYY,153,597,0.171,0.403,0.314,0.196,0.324,0.104,0.024,0.251,0.443,0.376,0.337,0.278,,20,562,4.6
649,2016,Eugenio Suarez,CIN,159,627,0.163,0.379,0.464,0.216,0.383,0.135,0.061,0.291,0.4545,0.395,0.351,0.254,,21,565,4.4
650,2016,Jose Altuve,HOU,161,717,0.194,0.322,0.402,0.262,0.312,0.13,0.062,0.362,0.451,0.453,0.357,0.19,,24,640,5.8
651,2017,Max Kepler,MIN,147,568,0.182,0.395,0.514,0.176,0.319,0.121,0.04,0.367,0.4615,0.439,0.358,0.253,,19,511,1.8
652,2016,Jason Kipnis,CLE,156,688,0.193,0.374,0.345,0.237,0.382,0.131,0.061,0.395,0.4685,0.408,0.351,0.242,,23,610,5.4
653,2019,Trea Turner,WSN,122,569,0.2,0.328,0.459,0.2,0.298,0.142,0.061,0.42,0.4655,0.424,0.327,0.249,,19,521,7.6
654,2021,Jonathan India,CIN,150,631,0.19,0.334,0.371,0.225,0.336,0.159,0.096,0.381,0.465,0.508,0.339,0.261,,21,532,2.9
655,2019,Jason Kipnis,CLE,121,511,0.166,0.412,0.493,0.189,0.328,0.111,0.052,0.341,0.456,0.433,0.389,0.23,,17,458,4.4
656,2015,Logan Morrison,SEA,146,511,0.158,0.39,0.46,0.163,0.29,0.116,0.061,0.375,0.4615,0.417,0.343,0.24,,17,457,4.1
657,2018,Gorkys Hernandez,SFG,142,451,0.157,0.356,0.416,0.161,0.293,0.142,0.075,0.355,0.462,0.381,0.387,0.271,,15,414,5.4
658,2018,Brian Dozier,- - -,151,632,0.175,0.437,0.472,0.168,0.305,0.112,0.056,0.284,0.459,0.499,0.335,0.192,,21,553,5.5
659,2015,Prince Fielder,TEX,158,693,0.158,0.355,0.397,0.183,0.294,0.122,0.055,0.443,0.466,0.325,0.396,0.279,,23,613,1
660,2017,Yadier Molina,STL,136,543,0.166,0.374,0.372,0.204,0.352,0.11,0.059,0.341,0.4605,0.426,0.403,0.342,,18,501,2.2
661,2021,Randy Arozarena,TBR,141,604,0.185,0.331,0.379,0.179,0.297,0.167,0.082,0.42,0.4725,0.412,0.343,0.279,,20,529,6.3
662,2019,Dexter Fowler,STL,150,574,0.17,0.359,0.497,0.253,0.403,0.152,0.071,0.283,0.4525,0.403,0.344,0.219,,19,487,1.2
663,2018,Starling Marte,PIT,145,606,0.182,0.322,0.423,0.171,0.315,0.14,0.073,0.381,0.471,0.403,0.35,0.222,,20,559,6.2
664,2018,Tim Anderson,CHW,153,606,0.166,0.335,0.378,0.2,0.333,0.142,0.047,0.279,0.453,0.444,0.284,0.272,,20,567,6.3
665,2015,Mark Canha,OAK,124,485,0.172,0.402,0.346,0.181,0.302,0.114,0.072,0.365,0.468,0.428,0.321,0.158,,16,441,2.7
666,2019,Eric Hosmer,SDP,160,667,0.16,0.231,0.405,0.209,0.289,0.208,0.067,0.46,0.4705,0.33,0.399,0.271,,22,619,2.3
667,2021,Cesar Hernandez,- - -,149,637,0.154,0.351,0.52,0.181,0.326,0.139,0.068,0.331,0.453,0.4,0.335,0.263,,21,570,3.2
668,2015,Aramis Ramirez,- - -,137,516,0.177,0.432,0.426,0.187,0.335,0.096,0.046,0.342,0.454,0.403,0.352,0.245,,17,475,2
669,2015,David Peralta,ARI,149,517,0.21,0.266,0.61,0.213,0.354,0.177,0.069,0.431,0.478,0.384,0.359,0.237,,17,462,2.7
670,2016,Danny Valencia,OAK,130,517,0.159,0.318,0.381,0.232,0.352,0.149,0.07,0.405,0.47,0.399,0.315,0.157,,17,471,2.5
671,2018,Justin Turner,LAD,103,426,0.205,0.444,0.51,0.262,0.447,0.101,0.067,0.367,0.457,0.39,0.34,0.282,,14,365,1.6
672,2018,Max Kepler,MIN,156,611,0.184,0.462,0.43,0.159,0.301,0.099,0.059,0.374,0.469,0.431,0.343,0.296,,20,532,4.9
673,2018,Mitch Moreland,BOS,124,459,0.188,0.373,0.314,0.196,0.339,0.132,0.107,0.443,0.4765,0.41,0.335,0.27,,15,404,2.8
674,2021,Jake Cronenworth,SDP,152,643,0.194,0.361,0.422,0.217,0.358,0.121,0.072,0.346,0.461,0.344,0.385,0.271,,21,567,4.9
675,2021,Jonathan Schoop,DET,156,674,0.157,0.327,0.371,0.193,0.301,0.135,0.068,0.402,0.4585,0.386,0.376,0.239,,22,623,2.8
676,2019,Kevin Pillar,- - -,161,645,0.173,0.363,0.45,0.197,0.329,0.111,0.047,0.308,0.454,0.48,0.405,0.284,,21,611,6.5
677,2019,Starlin Castro,MIA,162,676,0.165,0.33,0.329,0.191,0.296,0.125,0.054,0.376,0.4575,0.44,0.348,0.215,,22,636,5.1
678,2018,Freddie Freeman,ATL,162,707,0.196,0.313,0.365,0.323,0.447,0.149,0.091,0.398,0.4685,0.431,0.311,0.303,,23,618,2.8
679,2018,Niko Goodrum,DET,131,492,0.187,0.33,0.356,0.228,0.376,0.155,0.073,0.354,0.4575,0.404,0.383,0.271,,16,444,1.6
680,2016,Ian Desmond,TEX,156,677,0.162,0.26,0.447,0.206,0.284,0.182,0.073,0.434,0.4715,0.312,0.38,0.308,,22,625,6
681,2018,Ian Happ,CHC,142,462,0.176,0.378,0.426,0.225,0.392,0.179,0.122,0.405,0.467,0.36,0.269,0.233,,15,387,3.4
682,2017,Nomar Mazara,TEX,148,616,0.17,0.342,0.39,0.193,0.305,0.136,0.063,0.37,0.4745,0.353,0.388,0.258,,20,554,2.6
683,2019,Marwin Gonzalez,MIN,114,463,0.151,0.313,0.46,0.239,0.351,0.147,0.058,0.439,0.4725,0.39,0.38,0.256,,15,425,2.2
684,2015,Brandon Belt,SFG,137,556,0.197,0.379,0.49,0.287,0.464,0.136,0.097,0.421,0.4685,0.384,0.358,0.258,,18,492,5.3
685,2018,Curtis Granderson,- - -,123,403,0.19,0.371,0.452,0.308,0.448,0.148,0.046,0.343,0.4615,0.527,0.372,0.3,,13,343,4.3
686,2015,Jung Ho Kang,PIT,126,467,0.173,0.276,0.518,0.226,0.331,0.169,0.087,0.464,0.477,0.461,0.345,0.217,,15,421,7.3
687,2016,Ryan Zimmerman,WSN,115,467,0.152,0.347,0.435,0.167,0.289,0.132,0.07,0.456,0.479,0.365,0.331,0.207,,15,427,4
688,2019,Tommy Pham,TBR,145,654,0.176,0.248,0.336,0.218,0.297,0.191,0.072,0.449,0.477,0.387,0.324,0.229,,21,567,3.7
689,2017,Avisail Garcia,CHW,136,561,0.176,0.275,0.485,0.203,0.314,0.161,0.086,0.407,0.4765,0.426,0.328,0.332,,18,518,6
690,2016,Brandon Drury,ARI,134,499,0.176,0.296,0.572,0.203,0.315,0.148,0.06,0.367,0.464,0.458,0.297,0.173,,16,461,2.4
691,2018,Carlos Correa,HOU,110,468,0.167,0.358,0.451,0.202,0.331,0.139,0.063,0.334,0.4685,0.348,0.313,0.232,,15,402,4.1
692,2016,Freddy Galvis,PHI,158,624,0.158,0.364,0.508,0.235,0.339,0.125,0.026,0.274,0.4525,0.416,0.359,0.224,,20,584,5
693,2021,Andrew Vaughn,CHW,127,469,0.161,0.361,0.385,0.199,0.336,0.129,0.109,0.464,0.4725,0.349,0.363,0.294,,15,417,3.6
694,2017,Yuli Gurriel,HOU,139,564,0.187,0.352,0.428,0.186,0.292,0.108,0.032,0.431,0.472,0.414,0.37,0.274,,18,529,5
695,2016,Christian Yelich,MIA,155,659,0.185,0.2,0.549,0.234,0.319,0.236,0.092,0.499,0.4835,0.36,0.268,0.247,,21,578,2.5
696,2021,Didi Gregorius,PHI,103,408,0.16,0.454,0.464,0.176,0.321,0.094,0.023,0.263,0.444,0.471,0.328,0.266,,13,368,6.1
697,2015,Troy Tulowitzki,- - -,128,534,0.16,0.37,0.472,0.221,0.314,0.122,0.053,0.407,0.4655,0.489,0.381,0.204,,17,486,3.2
698,2015,Chris Coghlan,CHC,148,503,0.193,0.341,0.362,0.201,0.328,0.137,0.046,0.333,0.4595,0.422,0.342,0.211,,16,440,1.7
699,2018,Brandon Nimmo,NYM,140,535,0.219,0.333,0.551,0.216,0.334,0.175,0.055,0.42,0.4705,0.447,0.317,0.279,,17,433,4
700,2016,Mark Reynolds,COL,118,441,0.168,0.325,0.54,0.258,0.332,0.152,0.06,0.375,0.4615,0.406,0.351,0.201,,14,393,6.7
