,Season,Name,Team,G,PA,ISO,FB%,GB%,LD%,SweetSpot%,HR/FB,Barrel%,HardHit%,LDFB_EV,Pull%,Cent%,Oppo%,,HR,AB,Spd
173,2018,Ronald Acuna Jr.,ATL,111,487,0.259,0.394,0.502,0.183,0.342,0.211,0.131,0.466,0.4765,0.438,0.388,0.239,,26,433,2.6
174,2019,Trevor Story,COL,145,656,0.26,0.423,0.377,0.243,0.365,0.199,0.077,0.46,0.469,0.396,0.342,0.309,,35,588,5.7
175,2015,Alex Rodriguez,NYY,151,620,0.235,0.387,0.377,0.182,0.314,0.221,0.106,0.434,0.478,0.457,0.369,0.174,,33,523,3.3
176,2016,Ryan Braun,MIL,135,564,0.233,0.251,0.412,0.193,0.272,0.288,0.082,0.389,0.4725,0.356,0.363,0.247,,30,511,4.4
177,2018,Matt Carpenter,STL,156,677,0.266,0.469,0.367,0.267,0.441,0.191,0.127,0.445,0.472,0.483,0.392,0.29,,36,564,3.5
178,2016,Manny Machado,BAL,157,696,0.239,0.427,0.478,0.2,0.349,0.165,0.09,0.432,0.474,0.419,0.345,0.236,,37,640,2.3
179,2021,Kyle Tucker,HOU,140,567,0.263,0.444,0.381,0.217,0.42,0.161,0.116,0.47,0.4715,0.359,0.346,0.233,,30,506,4.6
180,2016,Josh Donaldson,TOR,155,700,0.265,0.406,0.36,0.213,0.364,0.198,0.112,0.49,0.4475,0.46,0.276,0.263,,37,577,5.1
181,2019,Marcell Ozuna,STL,130,549,0.231,0.352,0.47,0.234,0.328,0.221,0.118,0.481,0.4815,0.495,0.371,0.261,,29,485,5.1
182,2018,Javier Baez,CHC,160,645,0.264,0.323,0.36,0.221,0.329,0.243,0.113,0.428,0.484,0.405,0.37,0.274,,34,606,2.7
183,2016,Mike Napoli,CLE,150,645,0.226,0.451,0.488,0.185,0.332,0.205,0.13,0.386,0.4815,0.476,0.321,0.217,,34,557,6
184,2019,Anthony Rendon,WSN,146,646,0.279,0.457,0.418,0.212,0.387,0.159,0.109,0.466,0.4675,0.421,0.329,0.25,,34,545,4.4
185,2016,Evan Longoria,TBR,160,685,0.248,0.468,0.408,0.214,0.381,0.155,0.115,0.417,0.4725,0.429,0.378,0.233,,36,633,4.2
186,2016,Joc Pederson,LAD,137,476,0.249,0.397,0.471,0.206,0.308,0.231,0.118,0.47,0.4855,0.416,0.37,0.237,,25,406,2.4
187,2019,Mark Canha,OAK,126,497,0.244,0.407,0.418,0.184,0.321,0.21,0.089,0.407,0.4715,0.495,0.295,0.21,,26,410,4.3
188,2021,Gary Sanchez,NYY,117,440,0.219,0.462,0.501,0.176,0.344,0.19,0.137,0.42,0.4755,0.538,0.385,0.201,,23,383,4.3
189,2021,Kyle Seager,SEA,159,670,0.226,0.506,0.315,0.174,0.357,0.156,0.123,0.401,0.4705,0.435,0.321,0.26,,35,603,2.6
190,2016,Rougned Odor,TEX,150,632,0.231,0.422,0.451,0.176,0.312,0.17,0.074,0.378,0.4685,0.473,0.338,0.163,,33,605,4.9
191,2019,Kole Calhoun,LAA,152,632,0.236,0.369,0.359,0.223,0.349,0.229,0.107,0.417,0.4755,0.505,0.375,0.254,,33,552,3
192,2018,Manny Machado,- - -,162,709,0.241,0.422,0.291,0.178,0.338,0.164,0.101,0.482,0.4755,0.381,0.362,0.257,,37,632,4.4
193,2015,Chris Carter,HOU,129,460,0.228,0.518,0.491,0.184,0.327,0.189,0.15,0.463,0.4875,0.396,0.327,0.187,,24,391,6.7
194,2018,Mookie Betts,BOS,136,614,0.294,0.449,0.456,0.212,0.394,0.164,0.131,0.5,0.479,0.472,0.344,0.213,,32,520,0.9
195,2016,Matt Kemp,- - -,156,672,0.231,0.397,0.565,0.205,0.372,0.184,0.104,0.378,0.4665,0.445,0.361,0.236,,35,623,2.6
196,2021,Nolan Arenado,STL,157,653,0.239,0.498,0.464,0.188,0.341,0.135,0.067,0.371,0.4605,0.498,0.324,0.235,,34,593,4.2
197,2019,Kyle Seager,SEA,106,443,0.229,0.438,0.422,0.234,0.369,0.17,0.071,0.392,0.466,0.392,0.323,0.256,,23,393,1.8
198,2018,Yasiel Puig,LAD,125,444,0.227,0.361,0.416,0.213,0.338,0.2,0.103,0.403,0.4685,0.419,0.35,0.231,,23,405,4.8
199,2015,Yoenis Cespedes,- - -,159,676,0.251,0.379,0.401,0.204,0.324,0.186,0.105,0.449,0.4805,0.437,0.326,0.218,,35,633,3.2
200,2019,Renato Nunez,BAL,151,599,0.216,0.463,0.475,0.211,0.321,0.167,0.107,0.408,0.4705,0.443,0.286,0.235,,31,541,3.6
201,2019,Javier Baez,CHC,138,561,0.25,0.316,0.342,0.181,0.363,0.244,0.125,0.432,0.4805,0.361,0.336,0.238,,29,531,4.3
202,2019,Rougned Odor,TEX,145,581,0.234,0.479,0.428,0.174,0.306,0.188,0.136,0.454,0.481,0.474,0.369,0.178,,30,522,5.3
203,2015,Todd Frazier,CIN,157,678,0.242,0.477,0.396,0.191,0.327,0.151,0.082,0.386,0.4685,0.461,0.313,0.143,,35,619,3.7
204,2019,Juan Soto,WSN,150,659,0.266,0.372,0.453,0.212,0.363,0.222,0.113,0.478,0.485,0.394,0.351,0.29,,34,542,3.9
205,2015,Justin Bour,MIA,129,446,0.218,0.346,0.414,0.172,0.256,0.215,0.081,0.43,0.4735,0.44,0.295,0.207,,23,409,2.3
206,2019,Trey Mancini,BAL,154,679,0.244,0.319,0.464,0.222,0.364,0.236,0.099,0.427,0.479,0.358,0.417,0.259,,35,602,6.4
207,2015,Colby Rasmus,HOU,137,485,0.236,0.516,0.343,0.2,0.362,0.176,0.085,0.351,0.466,0.528,0.356,0.25,,25,432,2.9
208,2018,Rhys Hoskins,PHI,153,660,0.251,0.517,0.334,0.192,0.358,0.16,0.106,0.389,0.4715,0.5,0.323,0.198,,34,558,5
209,2019,Rowdy Tellez,TOR,111,409,0.222,0.377,0.483,0.237,0.37,0.216,0.128,0.416,0.4725,0.42,0.302,0.278,,21,370,7.7
210,2019,Bryce Harper,PHI,157,682,0.25,0.378,0.263,0.239,0.376,0.235,0.135,0.456,0.484,0.378,0.364,0.197,,35,573,4.2
211,2021,Jorge Polanco,MIN,152,644,0.235,0.448,0.501,0.231,0.361,0.158,0.101,0.368,0.4675,0.527,0.284,0.189,,33,588,4.7
212,2021,C.J. Cron,COL,142,547,0.249,0.42,0.457,0.19,0.319,0.187,0.115,0.42,0.4625,0.401,0.352,0.206,,28,470,5.9
213,2017,Travis Shaw,MIL,144,606,0.24,0.376,0.385,0.199,0.347,0.205,0.064,0.394,0.4665,0.403,0.342,0.23,,31,538,3.4
214,2019,Mike Yastrzemski,SFG,107,411,0.245,0.433,0.437,0.228,0.369,0.184,0.101,0.429,0.473,0.422,0.358,0.216,,21,371,5.6
215,2017,Charlie Blackmon,COL,159,725,0.27,0.37,0.527,0.223,0.381,0.196,0.076,0.361,0.4585,0.435,0.317,0.249,,37,644,6.4
216,2018,Francisco Lindor,CLE,158,745,0.242,0.396,0.353,0.216,0.343,0.173,0.091,0.405,0.4715,0.404,0.346,0.25,,38,661,5.4
217,2018,Kyle Schwarber,CHC,137,510,0.229,0.371,0.439,0.192,0.34,0.245,0.124,0.45,0.478,0.436,0.319,0.27,,26,428,2.7
218,2019,Ketel Marte,ARI,144,628,0.264,0.348,0.382,0.222,0.344,0.19,0.091,0.4,0.4675,0.437,0.355,0.208,,32,569,5.9
219,2015,Carlos Correa,HOU,99,432,0.233,0.291,0.534,0.224,0.313,0.242,0.08,0.403,0.4725,0.355,0.342,0.304,,22,387,4.4
220,2019,Michael Conforto,NYM,151,648,0.237,0.4,0.529,0.239,0.358,0.205,0.109,0.39,0.4685,0.412,0.364,0.267,,33,549,6.4
221,2017,Joey Votto,CIN,162,707,0.258,0.38,0.398,0.23,0.405,0.197,0.087,0.328,0.463,0.386,0.311,0.258,,36,559,4.5
222,2019,Brett Gardner,NYY,141,550,0.253,0.382,0.44,0.176,0.288,0.193,0.034,0.321,0.4585,0.464,0.35,0.307,,28,491,4.9
223,2015,Luis Valbuena,HOU,132,493,0.214,0.455,0.598,0.206,0.384,0.167,0.073,0.39,0.4695,0.447,0.406,0.226,,25,434,2.1
224,2019,Yuli Gurriel,HOU,144,612,0.243,0.394,0.313,0.224,0.335,0.156,0.032,0.374,0.457,0.453,0.358,0.297,,31,564,2.9
225,2017,Mark Reynolds,COL,148,593,0.219,0.363,0.509,0.216,0.365,0.238,0.078,0.359,0.466,0.44,0.299,0.224,,30,520,1.8
226,2016,Miguel Sano,MIN,116,495,0.227,0.458,0.454,0.202,0.324,0.208,0.134,0.485,0.4845,0.363,0.406,0.32,,25,437,4.3
227,2019,Charlie Blackmon,COL,140,634,0.262,0.378,0.384,0.23,0.368,0.177,0.079,0.403,0.464,0.428,0.401,0.248,,32,580,6.9
228,2016,Neil Walker,NYM,113,458,0.194,0.433,0.518,0.213,0.366,0.162,0.069,0.375,0.4635,0.417,0.403,0.229,,23,412,5.4
229,2016,Randal Grichuk,STL,132,478,0.24,0.438,0.415,0.157,0.278,0.179,0.095,0.461,0.4755,0.471,0.342,0.269,,24,446,2.5
230,2019,C.J. Cron,MIN,125,499,0.216,0.363,0.439,0.215,0.34,0.195,0.142,0.448,0.481,0.416,0.346,0.238,,25,458,0.9
231,2019,Eduardo Escobar,ARI,158,699,0.242,0.446,0.407,0.227,0.386,0.152,0.064,0.314,0.4555,0.438,0.336,0.197,,35,636,4.5
232,2016,Adrian Beltre,TEX,153,640,0.221,0.421,0.342,0.177,0.342,0.146,0.079,0.4,0.4685,0.41,0.346,0.244,,32,583,2.1
233,2016,Brad Miller,TBR,152,601,0.239,0.368,0.313,0.185,0.296,0.204,0.09,0.425,0.4715,0.425,0.327,0.293,,30,548,1.8
234,2021,Will Smith,LAD,130,501,0.237,0.463,0.456,0.222,0.38,0.167,0.108,0.438,0.469,0.373,0.307,0.31,,25,414,5.9
235,2017,Carlos Correa,HOU,109,481,0.235,0.317,0.373,0.204,0.386,0.226,0.084,0.458,0.476,0.305,0.407,0.287,,24,422,3.2
236,2019,Ramon Laureano,OAK,123,481,0.233,0.392,0.435,0.251,0.372,0.192,0.091,0.397,0.4665,0.431,0.334,0.247,,24,434,2.6
237,2019,Paul Goldschmidt,STL,161,682,0.216,0.394,0.37,0.221,0.364,0.199,0.106,0.417,0.4725,0.38,0.354,0.273,,34,597,6
238,2021,Austin Riley,ATL,160,662,0.227,0.367,0.436,0.251,0.365,0.209,0.133,0.456,0.475,0.416,0.268,0.212,,33,590,2.8
239,2021,Adolis Garcia,TEX,149,622,0.212,0.405,0.375,0.162,0.294,0.196,0.115,0.453,0.4815,0.448,0.312,0.24,,31,581,5.1
240,2017,Randal Grichuk,STL,122,442,0.235,0.427,0.51,0.214,0.374,0.183,0.146,0.413,0.477,0.512,0.363,0.277,,22,412,5.3
241,2021,A.J. Pollock,LAD,117,422,0.24,0.386,0.433,0.216,0.35,0.178,0.111,0.471,0.4775,0.444,0.337,0.219,,21,384,4.4
242,2018,Salvador Perez,KCR,129,544,0.204,0.45,0.361,0.204,0.354,0.148,0.091,0.474,0.4715,0.467,0.372,0.277,,27,510,4.3
243,2017,Chris Davis,BAL,128,524,0.208,0.398,0.5,0.235,0.404,0.248,0.113,0.453,0.4755,0.442,0.34,0.219,,26,456,2.7
244,2018,Gleyber Torres,NYY,123,484,0.209,0.427,0.332,0.245,0.387,0.179,0.092,0.368,0.456,0.422,0.406,0.191,,24,431,1
245,2021,Jared Walsh,LAA,144,585,0.232,0.299,0.495,0.218,0.336,0.254,0.113,0.412,0.47,0.417,0.373,0.21,,29,530,2.5
246,2019,Jonathan Schoop,MIN,121,464,0.217,0.368,0.357,0.198,0.355,0.197,0.088,0.384,0.4685,0.465,0.33,0.204,,23,433,2.9
247,2019,Carlos Santana,CLE,158,686,0.234,0.377,0.453,0.171,0.291,0.193,0.094,0.448,0.4675,0.456,0.349,0.195,,34,573,3.5
248,2016,Justin Upton,DET,153,626,0.219,0.43,0.509,0.183,0.333,0.183,0.122,0.455,0.4745,0.392,0.341,0.179,,31,570,2.2
249,2021,Jesse Winker,CIN,110,485,0.251,0.333,0.331,0.247,0.382,0.207,0.112,0.468,0.478,0.394,0.345,0.227,,24,423,5.1
250,2017,Domingo Santana,MIL,151,607,0.227,0.277,0.389,0.274,0.406,0.309,0.091,0.4,0.466,0.349,0.371,0.28,,30,525,4
251,2016,Carlos Santana,CLE,158,688,0.239,0.412,0.432,0.16,0.293,0.169,0.09,0.428,0.469,0.529,0.307,0.164,,34,582,3.5
252,2019,Anthony Santander,BAL,93,405,0.216,0.432,0.452,0.176,0.312,0.156,0.074,0.366,0.462,0.46,0.302,0.238,,20,380,2.2
253,2018,Mike Zunino,SEA,113,405,0.209,0.44,0.456,0.187,0.333,0.202,0.133,0.449,0.4855,0.587,0.218,0.196,,20,373,0.9
254,2019,Randal Grichuk,TOR,151,628,0.225,0.421,0.294,0.188,0.313,0.173,0.087,0.398,0.4695,0.471,0.302,0.269,,31,586,5.8
255,2017,Curtis Granderson,- - -,147,527,0.241,0.488,0.389,0.186,0.331,0.163,0.091,0.34,0.465,0.486,0.379,0.26,,26,449,5.2
256,2019,Justin Turner,LAD,135,549,0.219,0.404,0.441,0.259,0.386,0.17,0.073,0.424,0.4655,0.382,0.37,0.248,,27,479,2.7
257,2017,Yasiel Puig,LAD,152,570,0.224,0.356,0.444,0.161,0.272,0.194,0.084,0.374,0.4705,0.465,0.331,0.28,,28,499,2.5
258,2015,Manny Machado,BAL,162,713,0.216,0.385,0.364,0.178,0.297,0.176,0.074,0.413,0.472,0.381,0.367,0.252,,35,633,4.2
259,2017,Willson Contreras,CHC,117,428,0.223,0.293,0.404,0.174,0.294,0.259,0.092,0.358,0.4785,0.436,0.314,0.266,,21,377,4.8
260,2016,Freddie Freeman,ATL,158,693,0.267,0.405,0.317,0.291,0.447,0.199,0.13,0.447,0.478,0.366,0.297,0.26,,34,589,2.3
261,2018,Justin Upton,LAA,145,613,0.206,0.358,0.321,0.218,0.347,0.231,0.135,0.474,0.484,0.466,0.324,0.247,,30,533,4
262,2019,Francisco Lindor,CLE,143,654,0.234,0.366,0.373,0.197,0.296,0.174,0.071,0.408,0.4685,0.446,0.435,0.254,,32,598,3.5
263,2018,Bryce Harper,WSN,159,695,0.247,0.38,0.422,0.222,0.351,0.231,0.1,0.451,0.4815,0.423,0.295,0.282,,34,550,3.7
264,2016,Carlos Beltran,- - -,151,593,0.217,0.37,0.431,0.209,0.323,0.173,0.064,0.385,0.4625,0.477,0.363,0.246,,29,552,3.8
265,2019,Kris Bryant,CHC,147,634,0.239,0.432,0.545,0.209,0.358,0.18,0.088,0.338,0.4615,0.465,0.382,0.282,,31,543,6
266,2017,Jose Abreu,CHW,156,675,0.248,0.364,0.344,0.182,0.342,0.179,0.085,0.457,0.4775,0.387,0.334,0.218,,33,621,3.4
267,2018,David Peralta,ARI,146,614,0.223,0.292,0.534,0.201,0.329,0.234,0.075,0.457,0.477,0.39,0.347,0.263,,30,560,4.2
268,2016,Jake Lamb,ARI,151,594,0.26,0.367,0.45,0.174,0.346,0.212,0.113,0.432,0.4805,0.432,0.379,0.29,,29,523,3
269,2015,Lucas Duda,NYM,135,554,0.242,0.506,0.402,0.22,0.402,0.159,0.11,0.42,0.4715,0.39,0.414,0.241,,27,471,4.5
270,2017,Steven Souza Jr.,TBR,148,617,0.22,0.343,0.416,0.211,0.334,0.256,0.118,0.38,0.474,0.468,0.324,0.208,,30,523,4.8
271,2015,Brian McCann,NYY,135,535,0.204,0.472,0.441,0.167,0.291,0.149,0.043,0.36,0.462,0.501,0.357,0.333,,26,465,7.5
272,2019,J.D. Davis,NYM,140,453,0.22,0.302,0.39,0.229,0.368,0.232,0.105,0.473,0.476,0.384,0.34,0.267,,22,410,4.6
273,2016,Kendrys Morales,KCR,154,618,0.204,0.357,0.41,0.201,0.345,0.19,0.102,0.497,0.482,0.379,0.398,0.256,,30,558,5.4
274,2019,Manny Machado,SDP,156,661,0.206,0.411,0.449,0.171,0.312,0.168,0.076,0.437,0.4725,0.368,0.334,0.282,,32,587,6.7
275,2016,Hanley Ramirez,BOS,147,620,0.219,0.329,0.38,0.188,0.296,0.211,0.083,0.423,0.4745,0.379,0.398,0.39,,30,549,6.4
276,2017,Brian Dozier,MIN,152,705,0.227,0.426,0.526,0.19,0.32,0.168,0.075,0.345,0.472,0.504,0.32,0.176,,34,617,5.2
277,2019,Christian Walker,ARI,152,603,0.217,0.384,0.438,0.2,0.341,0.201,0.115,0.488,0.4765,0.395,0.365,0.24,,29,529,4.2
278,2017,Adam Duvall,CIN,157,647,0.232,0.486,0.406,0.182,0.346,0.149,0.084,0.325,0.462,0.437,0.306,0.257,,31,587,3.9
279,2021,Josh Donaldson,MIN,135,543,0.228,0.399,0.401,0.171,0.311,0.186,0.174,0.527,0.4825,0.479,0.365,0.376,,26,457,4.8
280,2018,Paul Goldschmidt,ARI,158,690,0.243,0.364,0.467,0.25,0.371,0.216,0.131,0.437,0.4795,0.379,0.371,0.335,,33,593,6
281,2017,Manny Machado,BAL,156,690,0.213,0.421,0.527,0.158,0.302,0.151,0.094,0.475,0.4835,0.416,0.309,0.251,,33,630,6.6
282,2016,Albert Pujols,LAA,152,650,0.189,0.395,0.343,0.166,0.315,0.15,0.088,0.441,0.4735,0.479,0.338,0.183,,31,593,2.5
283,2019,Jose Abreu,CHW,159,693,0.219,0.319,0.453,0.217,0.352,0.21,0.12,0.482,0.4805,0.443,0.367,0.175,,33,634,2.7
284,2021,Josh Bell,WSN,144,568,0.215,0.265,0.388,0.2,0.302,0.255,0.088,0.515,0.4935,0.39,0.342,0.256,,27,498,3.8
285,2015,Paul Goldschmidt,ARI,159,695,0.249,0.35,0.435,0.234,0.392,0.223,0.123,0.465,0.485,0.296,0.374,0.293,,33,567,5.2
286,2018,Didi Gregorius,NYY,134,569,0.226,0.416,0.473,0.195,0.328,0.148,0.04,0.306,0.454,0.404,0.369,0.227,,27,504,5.5
287,2017,Jonathan Schoop,BAL,160,675,0.211,0.372,0.356,0.209,0.353,0.177,0.068,0.361,0.4635,0.458,0.324,0.241,,32,622,6.1
288,2016,Curtis Granderson,NYM,150,633,0.228,0.421,0.488,0.215,0.338,0.17,0.064,0.329,0.458,0.436,0.341,0.278,,30,545,1.4
289,2017,Zack Cozart,CIN,122,507,0.251,0.423,0.546,0.195,0.357,0.156,0.044,0.288,0.4475,0.489,0.321,0.278,,24,438,7
290,2016,Anthony Rizzo,CHC,155,676,0.252,0.413,0.448,0.203,0.316,0.162,0.088,0.364,0.462,0.456,0.316,0.283,,32,583,3.4
291,2018,Maikel Franco,PHI,131,465,0.196,0.337,0.506,0.171,0.294,0.175,0.061,0.34,0.4585,0.444,0.401,0.293,,22,433,4
292,2019,Xander Bogaerts,BOS,155,698,0.246,0.398,0.411,0.191,0.347,0.167,0.08,0.436,0.471,0.426,0.355,0.246,,33,614,3.1
293,2021,Paul DeJong,STL,113,402,0.194,0.467,0.368,0.157,0.333,0.16,0.106,0.353,0.4675,0.435,0.331,0.23,,19,356,3.3
294,2017,Jake Lamb,ARI,149,635,0.239,0.383,0.34,0.206,0.344,0.201,0.08,0.375,0.465,0.419,0.403,0.379,,30,536,5.6
295,2021,Andrew McCutchen,PHI,144,574,0.222,0.403,0.489,0.193,0.336,0.188,0.09,0.395,0.467,0.504,0.371,0.226,,27,482,3.5
296,2021,Mike Yastrzemski,SFG,139,532,0.233,0.47,0.547,0.193,0.331,0.158,0.103,0.393,0.4675,0.466,0.343,0.191,,25,468,5
297,2016,Matt Holliday,STL,110,426,0.215,0.359,0.523,0.141,0.279,0.179,0.08,0.478,0.4835,0.378,0.41,0.217,,20,382,5
298,2017,Todd Frazier,- - -,147,576,0.215,0.475,0.392,0.184,0.331,0.161,0.09,0.302,0.4665,0.486,0.34,0.352,,27,474,3.6
299,2021,Eduardo Escobar,- - -,146,599,0.219,0.471,0.344,0.214,0.38,0.14,0.089,0.34,0.459,0.479,0.386,0.2,,28,549,5
300,2021,Ian Happ,CHC,148,535,0.209,0.333,0.359,0.207,0.308,0.243,0.112,0.41,0.469,0.404,0.317,0.228,,25,465,3.5
301,2016,Adam Lind,SEA,126,430,0.192,0.36,0.413,0.201,0.338,0.177,0.08,0.427,0.476,0.395,0.334,0.271,,20,401,1.5
302,2018,Aaron Hicks,NYY,137,581,0.219,0.384,0.462,0.216,0.342,0.19,0.085,0.43,0.4665,0.454,0.34,0.217,,27,480,3.8
303,2015,Adam Jones,BAL,137,581,0.205,0.363,0.462,0.178,0.275,0.168,0.085,0.345,0.465,0.443,0.407,0.296,,27,546,4.4
304,2018,Yasmani Grandal,LAD,140,518,0.225,0.417,0.458,0.172,0.329,0.18,0.11,0.398,0.4725,0.483,0.392,0.285,,24,440,5.8
305,2017,Anthony Rizzo,CHC,157,691,0.234,0.392,0.364,0.201,0.342,0.169,0.082,0.387,0.472,0.449,0.331,0.196,,32,572,3.5
306,2017,Wil Myers,SDP,155,649,0.22,0.429,0.538,0.196,0.353,0.179,0.084,0.452,0.4765,0.424,0.304,0.227,,30,567,4.4
307,2017,Aaron Altherr,PHI,107,412,0.245,0.375,0.395,0.193,0.327,0.188,0.097,0.431,0.4705,0.375,0.323,0.301,,19,372,5.5
308,2017,Rougned Odor,TEX,162,651,0.193,0.422,0.462,0.163,0.272,0.16,0.051,0.372,0.471,0.503,0.298,0.198,,30,607,5.6
309,2017,Kendrys Morales,TOR,150,608,0.196,0.332,0.4,0.185,0.311,0.197,0.091,0.458,0.481,0.418,0.38,0.259,,28,557,3.8
310,2017,Matt Joyce,OAK,141,544,0.23,0.428,0.389,0.193,0.38,0.161,0.08,0.347,0.467,0.416,0.338,0.22,,25,469,4.9
311,2017,Eddie Rosario,MIN,151,589,0.218,0.374,0.515,0.202,0.324,0.164,0.067,0.321,0.466,0.393,0.345,0.278,,27,542,6.1
312,2018,Ryon Healy,SEA,133,524,0.176,0.366,0.431,0.192,0.322,0.173,0.065,0.414,0.466,0.448,0.34,0.233,,24,493,5.3
313,2015,Ryan Howard,PHI,129,503,0.214,0.367,0.408,0.277,0.425,0.189,0.111,0.45,0.476,0.476,0.316,0.261,,23,467,6.1
314,2021,Jose Altuve,HOU,146,678,0.211,0.387,0.402,0.223,0.28,0.158,0.064,0.344,0.466,0.544,0.303,0.248,,31,601,3.8
315,2021,Austin Meadows,TBR,142,591,0.224,0.53,0.411,0.183,0.361,0.126,0.087,0.376,0.4595,0.401,0.348,0.245,,27,518,2.1
316,2021,Paul Goldschmidt,STL,158,679,0.221,0.403,0.391,0.235,0.369,0.163,0.136,0.502,0.483,0.39,0.311,0.222,,31,603,2.8
317,2018,A.J. Pollock,ARI,113,460,0.228,0.384,0.48,0.194,0.315,0.171,0.097,0.405,0.4685,0.486,0.307,0.23,,21,413,4.3
318,2017,Francisco Lindor,CLE,159,723,0.232,0.424,0.321,0.183,0.322,0.14,0.067,0.355,0.464,0.405,0.345,0.251,,33,651,5.1
319,2019,Omar Narvaez,SEA,132,482,0.182,0.405,0.441,0.263,0.404,0.161,0.053,0.274,0.444,0.386,0.26,0.199,,22,428,1.9
320,2017,Yasmani Grandal,LAD,129,482,0.212,0.4,0.45,0.165,0.343,0.177,0.064,0.385,0.469,0.417,0.343,0.309,,22,438,4.5
321,2019,Rafael Devers,BOS,156,702,0.244,0.343,0.339,0.213,0.33,0.177,0.081,0.475,0.4825,0.421,0.338,0.207,,32,647,6.2
322,2021,Jose Abreu,CHW,152,659,0.219,0.349,0.445,0.187,0.312,0.199,0.102,0.49,0.4765,0.404,0.356,0.24,,30,566,2.8
323,2018,Enrique Hernandez,LAD,145,462,0.214,0.439,0.377,0.186,0.288,0.146,0.066,0.36,0.4635,0.432,0.288,0.157,,21,402,2.1
324,2015,Russell Martin,TOR,129,507,0.218,0.33,0.408,0.164,0.268,0.207,0.074,0.394,0.4685,0.382,0.358,0.241,,23,441,6.2
325,2017,Javier Baez,CHC,145,508,0.207,0.36,0.418,0.154,0.282,0.197,0.078,0.351,0.47,0.399,0.399,0.208,,23,469,3.6
326,2016,Charlie Blackmon,COL,143,641,0.228,0.378,0.483,0.278,0.391,0.162,0.062,0.335,0.453,0.439,0.313,0.248,,29,578,5.9
327,2019,Paul DeJong,STL,159,664,0.211,0.443,0.431,0.18,0.33,0.154,0.084,0.332,0.4645,0.475,0.332,0.193,,30,583,4.3
328,2021,Willy Adames,- - -,140,555,0.219,0.406,0.414,0.228,0.351,0.18,0.114,0.447,0.472,0.444,0.369,0.339,,25,497,7.2
329,2017,Jose Ramirez,CLE,152,645,0.265,0.397,0.471,0.214,0.285,0.141,0.046,0.345,0.4825,0.463,0.297,0.223,,29,585,5.6
330,2015,Jose Abreu,CHW,154,668,0.212,0.321,0.391,0.207,0.319,0.197,0.089,0.416,0.4645,0.376,0.359,0.266,,30,613,2.5
331,2021,Jorge Soler,- - -,149,602,0.209,0.429,0.404,0.153,0.309,0.167,0.124,0.457,0.479,0.513,0.367,0.252,,27,516,4
332,2018,Ryan Braun,MIL,125,447,0.215,0.284,0.405,0.231,0.362,0.22,0.098,0.491,0.487,0.396,0.325,0.208,,20,405,2
333,2019,Yoan Moncada,CHW,132,559,0.233,0.345,0.384,0.231,0.404,0.202,0.108,0.479,0.4775,0.396,0.343,0.26,,25,511,5.6
334,2015,Evan Gattis,HOU,153,604,0.217,0.374,0.328,0.17,0.296,0.16,0.055,0.392,0.4715,0.398,0.339,0.331,,27,566,4.1
335,2017,Marwin Gonzalez,HOU,134,515,0.226,0.362,0.464,0.199,0.294,0.181,0.061,0.366,0.4685,0.418,0.353,0.263,,23,455,5.6
336,2015,Mitch Moreland,TEX,132,515,0.204,0.346,0.394,0.198,0.354,0.183,0.096,0.456,0.4835,0.448,0.335,0.247,,23,471,3.2
337,2018,Stephen Piscotty,OAK,151,605,0.223,0.33,0.387,0.222,0.343,0.188,0.087,0.384,0.467,0.394,0.31,0.282,,27,546,3.5
338,2021,Freddie Freeman,ATL,159,695,0.203,0.325,0.412,0.244,0.372,0.193,0.115,0.457,0.477,0.376,0.367,0.332,,31,600,8.5
339,2018,Kendrys Morales,TOR,130,471,0.189,0.362,0.483,0.18,0.344,0.179,0.121,0.526,0.4765,0.372,0.35,0.197,,21,413,2.1
340,2018,Miguel Andujar,NYY,149,606,0.23,0.358,0.361,0.202,0.346,0.157,0.06,0.365,0.4635,0.475,0.292,0.233,,27,573,3.3
341,2018,Juan Soto,WSN,116,494,0.225,0.288,0.401,0.175,0.297,0.247,0.101,0.421,0.4875,0.361,0.312,0.13,,22,414,4.2
342,2019,Ryan McMahon,COL,141,539,0.2,0.279,0.426,0.213,0.363,0.27,0.087,0.478,0.479,0.339,0.367,0.292,,24,480,6.2
343,2017,Matt Holliday,NYY,105,427,0.201,0.375,0.448,0.148,0.314,0.192,0.102,0.436,0.477,0.386,0.332,0.198,,19,373,2.6
344,2021,Cedric Mullins II,BAL,159,675,0.228,0.411,0.439,0.199,0.355,0.155,0.081,0.391,0.462,0.436,0.341,0.24,,30,602,5.4
345,2015,Joc Pederson,LAD,151,585,0.206,0.424,0.375,0.158,0.283,0.197,0.111,0.452,0.483,0.436,0.347,0.217,,26,480,2.4
346,2016,Kyle Seager,SEA,158,676,0.221,0.42,0.502,0.219,0.363,0.146,0.084,0.413,0.467,0.401,0.339,0.221,,30,597,2.9
347,2019,Hunter Dozier,KCR,139,586,0.243,0.439,0.454,0.216,0.358,0.156,0.089,0.429,0.471,0.408,0.345,0.247,,26,523,4.5
348,2021,Juan Soto,WSN,151,654,0.221,0.287,0.433,0.186,0.297,0.244,0.133,0.524,0.4905,0.312,0.402,0.24,,29,502,2.1
