,Season,Name,Team,G,PA,H,H/PA,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,,HR/FB,Barrel%*10,Pull%,Cent%,Oppo%
152,2016,Nelson Cruz,SEA,155,667,169,0.253373313,0.32,0.181,0.444,0.375,0.085,0.32,0.158,0.526,,0.262,1.58,0.407,0.373,0.22
153,2016,Mark Trumbo,BAL,159,667,157,0.235382309,0.278,0.174,0.395,0.431,0.126,0.291,0.147,0.447,,0.246,1.47,0.42,0.341,0.239
154,2015,Eric Hosmer,KCR,158,667,178,0.266866567,0.336,0.236,0.52,0.244,0.101,0.284,0.067,0.406,,0.151,0.67,0.368,0.345,0.287
155,2017,Carlos Santana,CLE,154,667,148,0.221889055,0.274,0.2,0.408,0.393,0.134,0.348,0.069,0.384,,0.123,0.69,0.511,0.324,0.165
156,2016,Eric Hosmer,KCR,158,667,161,0.24137931,0.301,0.165,0.589,0.247,0.06,0.318,0.082,0.438,,0.214,0.82,0.361,0.346,0.294
157,2019,Cesar Hernandez,PHI,161,667,171,0.256371814,0.313,0.227,0.486,0.287,0.129,0.26,0.025,0.283,,0.095,0.25,0.38,0.331,0.289
158,2019,Eric Hosmer,SDP,160,667,164,0.245877061,0.323,0.209,0.56,0.231,0.047,0.299,0.067,0.46,,0.208,0.67,0.33,0.399,0.271
159,2015,Jose Bautista,TOR,153,666,136,0.204204204,0.237,0.139,0.373,0.488,0.143,0.336,0.121,0.458,,0.184,1.21,0.533,0.281,0.187
160,2015,Carlos Santana,CLE,154,666,127,0.190690691,0.261,0.183,0.445,0.371,0.188,0.317,0.067,0.395,,0.119,0.67,0.536,0.286,0.178
161,2016,Todd Frazier,CHW,158,666,133,0.1996997,0.236,0.157,0.356,0.487,0.185,0.333,0.097,0.354,,0.19,0.97,0.487,0.285,0.228
162,2017,Melky Cabrera,- - -,156,666,177,0.265765766,0.299,0.221,0.489,0.29,0.1,0.299,0.036,0.35,,0.106,0.36,0.388,0.359,0.253
163,2015,Joe Mauer,MIN,158,666,157,0.235735736,0.309,0.241,0.557,0.202,0.041,0.282,0.033,0.399,,0.103,0.33,0.305,0.374,0.321
164,2017,Paul Goldschmidt,ARI,155,665,166,0.24962406,0.343,0.188,0.463,0.349,0.083,0.341,0.123,0.471,,0.248,1.23,0.395,0.369,0.236
165,2017,Kris Bryant,CHC,151,665,162,0.243609023,0.334,0.199,0.377,0.424,0.055,0.304,0.089,0.37,,0.16,0.89,0.412,0.363,0.225
166,2015,Matt Carpenter,STL,154,665,156,0.234586466,0.321,0.285,0.297,0.417,0.023,0.359,0.091,0.361,,0.158,0.91,0.393,0.368,0.239
167,2015,Nolan Arenado,COL,157,665,177,0.266165414,0.284,0.217,0.344,0.439,0.106,0.362,0.079,0.395,,0.185,0.79,0.456,0.335,0.209
168,2021,Salvador Perez,KCR,161,665,169,0.254135338,0.298,0.227,0.372,0.401,0.088,0.328,0.163,0.559,,0.264,1.63,0.469,0.317,0.214
169,2018,Anthony Rizzo,CHC,153,665,160,0.240601504,0.287,0.247,0.379,0.373,0.087,0.351,0.059,0.404,,0.136,0.59,0.453,0.345,0.202
170,2018,Shin-Soo Choo,TEX,146,665,148,0.222556391,0.33,0.218,0.502,0.28,0.027,0.428,0.103,0.4,,0.186,1.03,0.381,0.351,0.268
171,2017,Nick Castellanos,DET,157,665,167,0.25112782,0.313,0.245,0.373,0.382,0.016,0.357,0.092,0.417,,0.143,0.92,0.386,0.348,0.266
172,2016,Chris Davis,BAL,157,665,125,0.187969925,0.279,0.198,0.365,0.437,0.059,0.337,0.151,0.44,,0.25,1.51,0.417,0.357,0.226
173,2021,David Fletcher,LAA,157,665,164,0.246616541,0.287,0.234,0.485,0.281,0.165,0.424,0,0.155,,0.013,0,0.311,0.332,0.358
174,2021,Rafael Devers,BOS,156,664,165,0.248493976,0.307,0.205,0.412,0.383,0.105,0.352,0.15,0.515,,0.221,1.5,0.364,0.395,0.242
175,2019,Nick Castellanos,- - -,151,664,178,0.268072289,0.337,0.227,0.377,0.396,0.021,0.398,0.101,0.413,,0.144,1.01,0.408,0.328,0.263
176,2019,Paul DeJong,STL,159,664,136,0.204819277,0.259,0.18,0.377,0.443,0.123,0.33,0.084,0.332,,0.154,0.84,0.475,0.332,0.193
177,2017,Freddy Galvis,PHI,162,663,155,0.233785822,0.292,0.241,0.367,0.392,0.099,0.328,0.024,0.235,,0.063,0.24,0.366,0.324,0.31
178,2017,Jose Altuve,HOU,153,662,204,0.3081571,0.37,0.203,0.47,0.327,0.091,0.365,0.057,0.28,,0.146,0.57,0.408,0.329,0.263
179,2019,Nolan Arenado,COL,155,662,185,0.279456193,0.312,0.193,0.36,0.447,0.151,0.38,0.068,0.376,,0.182,0.68,0.425,0.344,0.231
180,2019,Eugenio Suarez,CIN,159,662,156,0.235649547,0.312,0.217,0.36,0.423,0.114,0.346,0.128,0.401,,0.295,1.28,0.52,0.268,0.212
181,2021,Austin Riley,ATL,160,662,179,0.270392749,0.368,0.251,0.381,0.367,0.101,0.351,0.133,0.456,,0.209,1.33,0.416,0.349,0.235
182,2018,Yolmer Sanchez,CHW,155,662,145,0.219033233,0.3,0.22,0.488,0.292,0.083,0.348,0.026,0.278,,0.06,0.26,0.373,0.355,0.272
183,2015,Alcides Escobar,KCR,148,662,157,0.237160121,0.286,0.223,0.478,0.299,0.099,0.304,0.009,0.165,,0.019,0.09,0.315,0.383,0.302
184,2018,Andrew Benintendi,BOS,148,661,168,0.254160363,0.328,0.238,0.408,0.354,0.041,0.312,0.06,0.332,,0.094,0.6,0.384,0.334,0.282
185,2019,Manny Machado,SDP,156,661,150,0.226928896,0.274,0.171,0.418,0.411,0.137,0.396,0.076,0.437,,0.168,0.76,0.368,0.361,0.271
186,2015,Albert Pujols,LAA,157,661,147,0.222390318,0.217,0.159,0.418,0.422,0.098,0.373,0.071,0.383,,0.178,0.71,0.458,0.349,0.193
187,2015,Elvis Andrus,TEX,160,661,154,0.232980333,0.283,0.211,0.471,0.318,0.098,0.295,0.013,0.271,,0.043,0.13,0.437,0.31,0.252
188,2019,Cody Bellinger,LAD,156,660,170,0.257575758,0.302,0.262,0.315,0.424,0.089,0.28,0.126,0.456,,0.246,1.26,0.479,0.323,0.198
189,2018,Rhys Hoskins,PHI,153,660,137,0.207575758,0.272,0.192,0.291,0.517,0.113,0.318,0.106,0.389,,0.16,1.06,0.5,0.311,0.189
190,2019,Shin-Soo Choo,TEX,151,660,149,0.225757576,0.333,0.218,0.491,0.291,0.017,0.328,0.08,0.489,,0.209,0.8,0.401,0.361,0.238
191,2016,Carlos Correa,HOU,153,660,158,0.239393939,0.328,0.224,0.501,0.274,0.066,0.351,0.075,0.431,,0.165,0.75,0.39,0.347,0.263
192,2018,Matt Olson,OAK,162,660,143,0.216666667,0.292,0.211,0.359,0.431,0.15,0.358,0.115,0.52,,0.161,1.15,0.42,0.339,0.241
193,2018,Ender Inciarte,ATL,156,660,158,0.239393939,0.293,0.24,0.451,0.309,0.058,0.329,0.013,0.187,,0.064,0.13,0.401,0.353,0.247
194,2019,Juan Soto,WSN,150,659,153,0.232169954,0.312,0.212,0.416,0.372,0.046,0.28,0.113,0.478,,0.222,1.13,0.394,0.341,0.264
195,2019,Josh Donaldson,ATL,155,659,142,0.215477997,0.292,0.215,0.422,0.364,0.125,0.312,0.152,0.505,,0.257,1.52,0.485,0.268,0.247
196,2016,Christian Yelich,MIA,155,659,172,0.261001517,0.356,0.234,0.565,0.2,0.056,0.333,0.092,0.499,,0.236,0.92,0.36,0.351,0.29
197,2021,Jose Abreu,CHW,152,659,148,0.224582701,0.293,0.187,0.464,0.349,0.053,0.363,0.102,0.49,,0.199,1.02,0.404,0.356,0.24
198,2021,Carlos Santana,KCR,158,659,121,0.183611533,0.227,0.178,0.456,0.366,0.146,0.319,0.068,0.419,,0.111,0.68,0.478,0.353,0.169
199,2016,Martin Prado,MIA,153,658,183,0.278115502,0.331,0.249,0.475,0.277,0.041,0.317,0.011,0.308,,0.054,0.11,0.345,0.388,0.267
200,2017,Andrew Benintendi,BOS,151,658,155,0.23556231,0.301,0.215,0.401,0.384,0.101,0.312,0.053,0.332,,0.112,0.53,0.343,0.37,0.287
201,2019,J.D. Martinez,BOS,146,657,175,0.266362253,0.342,0.224,0.428,0.348,0.026,0.407,0.108,0.47,,0.234,1.08,0.412,0.324,0.265
202,2015,J.D. Martinez,DET,158,657,168,0.255707763,0.339,0.223,0.342,0.435,0.049,0.399,0.159,0.482,,0.208,1.59,0.411,0.347,0.242
203,2018,Trevor Story,COL,157,656,174,0.265243902,0.345,0.227,0.343,0.431,0.102,0.339,0.124,0.456,,0.199,1.24,0.433,0.343,0.224
204,2019,Trevor Story,COL,145,656,173,0.263719512,0.361,0.243,0.334,0.423,0.074,0.365,0.077,0.46,,0.199,0.77,0.396,0.321,0.283
205,2019,Adam Eaton,WSN,151,656,158,0.240853659,0.319,0.2,0.396,0.404,0.093,0.323,0.036,0.343,,0.082,0.36,0.328,0.352,0.32
206,2016,Odubel Herrera,PHI,159,656,167,0.254573171,0.349,0.216,0.464,0.32,0.099,0.382,0.04,0.309,,0.106,0.4,0.267,0.375,0.358
207,2015,Brett Gardner,NYY,151,656,148,0.225609756,0.312,0.208,0.453,0.339,0.062,0.307,0.038,0.347,,0.11,0.38,0.349,0.342,0.309
208,2018,Freddy Galvis,SDP,162,656,149,0.227134146,0.304,0.22,0.414,0.365,0.055,0.32,0.032,0.281,,0.079,0.32,0.381,0.379,0.24
209,2015,Nelson Cruz,SEA,152,655,178,0.271755725,0.35,0.204,0.457,0.34,0.103,0.352,0.131,0.475,,0.303,1.31,0.386,0.365,0.248
210,2019,DJ LeMahieu,NYY,145,655,197,0.300763359,0.349,0.237,0.501,0.262,0.052,0.35,0.07,0.476,,0.193,0.7,0.279,0.385,0.337
211,2016,Brandon Belt,SFG,156,655,149,0.227480916,0.346,0.278,0.263,0.46,0.06,0.422,0.108,0.327,,0.093,1.08,0.362,0.334,0.304
212,2019,Amed Rosario,NYM,157,655,177,0.270229008,0.338,0.224,0.483,0.293,0.076,0.354,0.04,0.392,,0.103,0.4,0.304,0.437,0.26
213,2015,Bryce Harper,WSN,153,654,172,0.262996942,0.369,0.222,0.385,0.393,0.058,0.297,0.122,0.477,,0.273,1.22,0.454,0.338,0.208
214,2021,Juan Soto,WSN,151,654,157,0.240061162,0.332,0.186,0.527,0.287,0.067,0.297,0.133,0.524,,0.244,1.33,0.312,0.435,0.254
215,2018,Khris Davis,OAK,151,654,142,0.217125382,0.261,0.159,0.353,0.488,0.07,0.298,0.167,0.475,,0.241,1.67,0.358,0.402,0.24
216,2015,Mookie Betts,BOS,145,654,174,0.266055046,0.31,0.195,0.382,0.424,0.105,0.377,0.048,0.372,,0.082,0.48,0.403,0.365,0.231
217,2019,Francisco Lindor,CLE,143,654,170,0.259938838,0.291,0.197,0.437,0.366,0.136,0.349,0.071,0.408,,0.174,0.71,0.446,0.329,0.225
218,2019,Tommy Pham,TBR,145,654,155,0.237003058,0.316,0.218,0.534,0.248,0.091,0.371,0.072,0.449,,0.191,0.72,0.387,0.362,0.252
219,2015,Xander Bogaerts,BOS,156,654,196,0.29969419,0.372,0.213,0.529,0.258,0.106,0.28,0.021,0.338,,0.053,0.21,0.338,0.342,0.32
220,2017,Kole Calhoun,LAA,155,654,139,0.212538226,0.284,0.211,0.439,0.35,0.084,0.334,0.052,0.354,,0.123,0.52,0.447,0.324,0.229
221,2015,Shin-Soo Choo,TEX,149,653,153,0.234303216,0.335,0.207,0.509,0.285,0.026,0.341,0.077,0.439,,0.188,0.77,0.441,0.342,0.217
222,2015,Dee Strange-Gordon,MIA,145,653,205,0.313935681,0.383,0.215,0.598,0.187,0.032,0.368,0.009,0.172,,0.043,0.09,0.301,0.385,0.314
223,2021,Nolan Arenado,STL,157,653,151,0.231240429,0.249,0.188,0.313,0.498,0.131,0.375,0.067,0.371,,0.135,0.67,0.498,0.31,0.192
224,2021,Dansby Swanson,ATL,160,653,146,0.223583461,0.297,0.199,0.398,0.403,0.087,0.335,0.114,0.424,,0.157,1.14,0.441,0.324,0.235
225,2019,David Fletcher,LAA,154,653,173,0.264931087,0.317,0.264,0.44,0.296,0.076,0.286,0.002,0.169,,0.038,0.02,0.448,0.322,0.23
226,2017,Khris Davis,OAK,153,652,140,0.214723926,0.29,0.193,0.384,0.423,0.063,0.376,0.169,0.521,,0.269,1.69,0.344,0.423,0.233
227,2015,Gregory Polanco,PIT,153,652,152,0.233128834,0.308,0.197,0.454,0.349,0.086,0.305,0.04,0.396,,0.055,0.4,0.394,0.356,0.251
228,2018,Christian Yelich,MIL,147,651,187,0.287250384,0.373,0.247,0.518,0.235,0.049,0.367,0.122,0.508,,0.35,1.22,0.349,0.381,0.27
229,2017,Rougned Odor,TEX,162,651,124,0.19047619,0.224,0.163,0.415,0.422,0.155,0.272,0.051,0.372,,0.16,0.51,0.503,0.298,0.198
230,2015,Kris Bryant,CHC,151,650,154,0.236923077,0.378,0.205,0.342,0.452,0.079,0.359,0.107,0.447,,0.158,1.07,0.416,0.345,0.238
231,2017,Andrew McCutchen,PIT,156,650,159,0.244615385,0.305,0.219,0.407,0.374,0.082,0.364,0.068,0.383,,0.164,0.68,0.427,0.368,0.206
232,2021,Ty France,SEA,152,650,166,0.255384615,0.327,0.229,0.456,0.314,0.074,0.337,0.068,0.389,,0.122,0.68,0.38,0.384,0.236
233,2016,Albert Pujols,LAA,152,650,159,0.244615385,0.26,0.166,0.439,0.395,0.092,0.352,0.088,0.441,,0.15,0.88,0.479,0.338,0.183
234,2017,Kyle Seager,SEA,154,650,144,0.221538462,0.262,0.171,0.313,0.516,0.05,0.315,0.082,0.335,,0.112,0.82,0.401,0.352,0.247
235,2018,Yoan Moncada,CHW,149,650,136,0.209230769,0.344,0.227,0.373,0.401,0.069,0.337,0.088,0.441,,0.117,0.88,0.414,0.329,0.258
236,2018,J.D. Martinez,BOS,150,649,188,0.289676425,0.375,0.226,0.435,0.34,0.027,0.4,0.151,0.523,,0.295,1.51,0.377,0.309,0.314
237,2016,Stephen Piscotty,STL,153,649,159,0.244992296,0.319,0.202,0.436,0.362,0.092,0.353,0.086,0.373,,0.135,0.86,0.423,0.319,0.259
238,2017,Wil Myers,SDP,155,649,138,0.212634823,0.297,0.196,0.375,0.429,0.155,0.334,0.084,0.452,,0.179,0.84,0.424,0.368,0.208
239,2015,Jay Bruce,CIN,157,649,131,0.201848998,0.251,0.187,0.37,0.442,0.056,0.342,0.079,0.374,,0.133,0.79,0.468,0.304,0.227
240,2019,Michael Conforto,NYM,151,648,141,0.217592593,0.29,0.239,0.361,0.4,0.075,0.325,0.109,0.39,,0.205,1.09,0.412,0.311,0.277
241,2017,Robinson Cano,SEA,150,648,166,0.25617284,0.294,0.194,0.5,0.306,0.045,0.358,0.055,0.437,,0.147,0.55,0.394,0.357,0.249
242,2015,Matt Kemp,SDP,154,648,158,0.24382716,0.311,0.214,0.433,0.352,0.025,0.339,0.07,0.4,,0.143,0.7,0.409,0.376,0.214
243,2019,Elvis Andrus,TEX,147,648,165,0.25462963,0.305,0.213,0.51,0.277,0.063,0.344,0.031,0.35,,0.085,0.31,0.37,0.364,0.267
244,2016,Anthony Rendon,WSN,156,647,153,0.236476043,0.304,0.206,0.357,0.438,0.125,0.32,0.055,0.417,,0.1,0.55,0.402,0.308,0.29
245,2017,Adam Duvall,CIN,157,647,146,0.225656878,0.29,0.182,0.332,0.486,0.12,0.313,0.084,0.325,,0.149,0.84,0.437,0.306,0.257
246,2017,Andrelton Simmons,LAA,158,647,164,0.253477589,0.291,0.19,0.495,0.315,0.114,0.346,0.025,0.285,,0.084,0.25,0.453,0.342,0.206
247,2016,Jonathan Schoop,BAL,162,647,164,0.253477589,0.305,0.198,0.453,0.349,0.143,0.354,0.062,0.353,,0.149,0.62,0.447,0.31,0.243
248,2018,Starlin Castro,MIA,154,647,165,0.255023184,0.33,0.202,0.509,0.288,0.073,0.297,0.063,0.36,,0.088,0.63,0.402,0.387,0.211
249,2019,Anthony Rendon,WSN,146,646,174,0.269349845,0.323,0.212,0.331,0.457,0.103,0.346,0.109,0.466,,0.159,1.09,0.421,0.329,0.25
250,2021,Trea Turner,- - -,148,646,195,0.301857585,0.362,0.211,0.452,0.337,0.097,0.399,0.074,0.46,,0.17,0.74,0.376,0.374,0.249
251,2021,Bryan Reynolds,PIT,159,646,169,0.261609907,0.345,0.256,0.389,0.355,0.038,0.387,0.104,0.408,,0.153,1.04,0.422,0.341,0.237
252,2016,Melky Cabrera,CHW,151,646,175,0.270897833,0.314,0.219,0.432,0.35,0.098,0.336,0.019,0.342,,0.076,0.19,0.387,0.328,0.285
253,2017,Jose Ramirez,CLE,152,645,186,0.288372093,0.319,0.214,0.389,0.397,0.097,0.331,0.046,0.345,,0.141,0.46,0.463,0.321,0.217
254,2017,Nelson Cruz,SEA,155,645,160,0.248062016,0.315,0.177,0.404,0.418,0.068,0.331,0.137,0.487,,0.22,1.37,0.418,0.364,0.217
255,2018,Javier Baez,CHC,160,645,176,0.272868217,0.347,0.221,0.456,0.323,0.114,0.345,0.113,0.428,,0.243,1.13,0.405,0.333,0.261
256,2017,Jed Lowrie,OAK,153,645,157,0.243410853,0.314,0.271,0.294,0.435,0.074,0.321,0.055,0.372,,0.069,0.55,0.355,0.37,0.274
257,2017,Lorenzo Cain,KCR,155,645,175,0.271317829,0.34,0.226,0.444,0.329,0.094,0.432,0.033,0.352,,0.094,0.33,0.311,0.405,0.284
258,2016,Mike Napoli,CLE,150,645,133,0.20620155,0.296,0.185,0.364,0.451,0.145,0.355,0.13,0.386,,0.205,1.3,0.476,0.318,0.207
259,2019,Kevin Pillar,- - -,161,645,158,0.24496124,0.27,0.197,0.441,0.363,0.153,0.332,0.047,0.308,,0.111,0.47,0.48,0.297,0.223
260,2021,Jorge Polanco,MIN,152,644,158,0.245341615,0.282,0.231,0.321,0.448,0.081,0.361,0.101,0.368,,0.158,1.01,0.527,0.284,0.189
261,2016,Chris Carter,MIL,160,644,122,0.189440994,0.26,0.195,0.317,0.487,0.093,0.363,0.164,0.462,,0.238,1.64,0.377,0.394,0.229
262,2015,Adrian Gonzalez,LAD,156,643,157,0.244167963,0.294,0.26,0.373,0.367,0.07,0.358,0.077,0.372,,0.164,0.77,0.403,0.334,0.263
263,2021,Jake Cronenworth,SDP,152,643,151,0.234836703,0.283,0.217,0.422,0.361,0.104,0.407,0.072,0.346,,0.121,0.72,0.344,0.385,0.271
264,2021,Nathaniel Lowe,TEX,157,642,147,0.228971963,0.339,0.181,0.545,0.274,0.028,0.314,0.095,0.455,,0.165,0.95,0.264,0.399,0.337
265,2015,Chase Headley,NYY,156,642,150,0.23364486,0.317,0.266,0.431,0.304,0.118,0.367,0.045,0.325,,0.081,0.45,0.443,0.356,0.2
266,2016,Charlie Blackmon,COL,143,641,187,0.291731669,0.35,0.278,0.344,0.378,0.073,0.391,0.062,0.335,,0.162,0.62,0.439,0.313,0.248
267,2015,Jason Kipnis,CLE,141,641,171,0.266770671,0.356,0.268,0.45,0.281,0.069,0.259,0.028,0.382,,0.069,0.28,0.353,0.361,0.286
268,2015,Ian Desmond,WSN,156,641,136,0.212168487,0.307,0.156,0.534,0.31,0.13,0.359,0.064,0.409,,0.154,0.64,0.347,0.36,0.293
269,2016,Adrian Beltre,TEX,153,640,175,0.2734375,0.293,0.177,0.402,0.421,0.11,0.338,0.079,0.4,,0.146,0.79,0.41,0.346,0.244
270,2021,Carlos Correa,HOU,148,640,155,0.2421875,0.308,0.236,0.416,0.348,0.129,0.335,0.094,0.425,,0.168,0.94,0.367,0.356,0.277
271,2021,Manny Machado,SDP,153,640,157,0.2453125,0.29,0.203,0.39,0.407,0.13,0.342,0.133,0.52,,0.146,1.33,0.427,0.357,0.216
272,2015,Jhonny Peralta,STL,155,640,159,0.2484375,0.311,0.247,0.441,0.312,0.054,0.352,0.038,0.335,,0.115,0.38,0.426,0.348,0.226
273,2021,Shohei Ohtani,LAA,158,639,138,0.215962441,0.303,0.214,0.38,0.406,0.05,0.389,0.223,0.534,,0.329,2.23,0.48,0.3,0.22
274,2015,Kendrys Morales,KCR,158,639,165,0.258215962,0.319,0.204,0.449,0.347,0.031,0.354,0.085,0.47,,0.135,0.85,0.4,0.366,0.234
275,2021,Adam Frazier,- - -,155,639,176,0.27543036,0.339,0.294,0.41,0.296,0.08,0.343,0.01,0.25,,0.033,0.1,0.371,0.324,0.305
276,2018,Scooter Gennett,CIN,154,638,181,0.28369906,0.358,0.236,0.401,0.362,0.066,0.424,0.051,0.319,,0.138,0.51,0.405,0.321,0.274
277,2018,Michael Conforto,NYM,153,638,132,0.206896552,0.289,0.196,0.438,0.366,0.085,0.375,0.085,0.366,,0.197,0.85,0.43,0.317,0.253
278,2021,Myles Straw,- - -,158,638,153,0.239811912,0.336,0.257,0.406,0.336,0.04,0.363,0.013,0.259,,0.027,0.13,0.288,0.371,0.342
279,2015,Erick Aybar,LAA,156,638,161,0.252351097,0.3,0.21,0.526,0.264,0.053,0.313,0.007,0.192,,0.023,0.07,0.401,0.375,0.224
280,2017,Justin Smoak,TOR,158,637,151,0.237048666,0.285,0.212,0.343,0.445,0.073,0.326,0.12,0.429,,0.197,1.2,0.408,0.353,0.24
281,2019,Michael Brantley,HOU,148,637,179,0.28100471,0.32,0.239,0.453,0.308,0.032,0.345,0.053,0.365,,0.14,0.53,0.402,0.335,0.263
282,2021,Pete Alonso,NYM,152,637,147,0.230769231,0.274,0.183,0.388,0.429,0.09,0.363,0.148,0.473,,0.197,1.48,0.413,0.32,0.267
283,2016,Denard Span,SFG,143,637,152,0.238618524,0.291,0.226,0.527,0.247,0.083,0.394,0.026,0.295,,0.092,0.26,0.377,0.383,0.24
284,2021,Cesar Hernandez,- - -,149,637,132,0.20722135,0.266,0.181,0.467,0.351,0.053,0.295,0.068,0.331,,0.139,0.68,0.4,0.37,0.231
285,2021,Jose Ramirez,CLE,152,636,147,0.231132075,0.256,0.192,0.356,0.452,0.16,0.334,0.111,0.423,,0.17,1.11,0.568,0.277,0.155
286,2016,Jackie Bradley Jr.,BOS,156,636,149,0.23427673,0.312,0.184,0.473,0.344,0.111,0.276,0.079,0.398,,0.181,0.79,0.46,0.343,0.198
287,2017,Shin-Soo Choo,TEX,149,636,142,0.22327044,0.305,0.25,0.488,0.262,0.009,0.319,0.086,0.373,,0.204,0.86,0.428,0.337,0.234
288,2018,Trey Mancini,BAL,156,636,141,0.221698113,0.285,0.189,0.546,0.265,0.07,0.361,0.106,0.422,,0.209,1.06,0.38,0.357,0.263
289,2017,Albert Pujols,LAA,149,636,143,0.224842767,0.249,0.185,0.435,0.381,0.109,0.29,0.048,0.391,,0.12,0.48,0.474,0.347,0.179
290,2016,DJ LeMahieu,COL,146,635,192,0.302362205,0.388,0.266,0.506,0.228,0.102,0.313,0.041,0.477,,0.102,0.41,0.218,0.403,0.379
291,2017,Justin Upton,- - -,152,635,152,0.239370079,0.341,0.196,0.368,0.437,0.091,0.336,0.122,0.415,,0.212,1.22,0.386,0.357,0.257
292,2017,Jake Lamb,ARI,149,635,133,0.209448819,0.287,0.206,0.411,0.383,0.06,0.36,0.08,0.375,,0.201,0.8,0.419,0.352,0.229
293,2017,Adam Jones,BAL,147,635,170,0.267716535,0.312,0.209,0.448,0.343,0.096,0.344,0.057,0.303,,0.157,0.57,0.414,0.299,0.287
294,2018,Mike Moustakas,- - -,152,635,144,0.226771654,0.259,0.197,0.34,0.463,0.192,0.267,0.082,0.391,,0.128,0.82,0.426,0.342,0.231
295,2017,Xander Bogaerts,BOS,148,635,156,0.245669291,0.327,0.206,0.489,0.305,0.137,0.362,0.009,0.317,,0.072,0.09,0.408,0.333,0.259
296,2019,Charlie Blackmon,COL,140,634,182,0.287066246,0.334,0.23,0.392,0.378,0.077,0.412,0.079,0.403,,0.177,0.79,0.428,0.328,0.243
297,2019,Kris Bryant,CHC,147,634,153,0.241324921,0.331,0.209,0.359,0.432,0.116,0.368,0.088,0.338,,0.18,0.88,0.465,0.3,0.235
298,2021,J.D. Martinez,BOS,148,634,163,0.257097792,0.34,0.238,0.344,0.419,0.062,0.358,0.124,0.493,,0.157,1.24,0.348,0.348,0.304
299,2016,Brett Gardner,NYY,148,634,143,0.22555205,0.31,0.207,0.523,0.27,0.101,0.278,0.022,0.24,,0.059,0.22,0.336,0.382,0.282
300,2015,Ben Revere,- - -,152,634,181,0.285488959,0.338,0.264,0.547,0.189,0.04,0.349,0,0.142,,0.02,0,0.351,0.401,0.248
301,2021,Aaron Judge,NYY,148,633,158,0.249605055,0.332,0.232,0.413,0.355,0.035,0.385,0.176,0.579,,0.277,1.76,0.363,0.37,0.267
302,2016,Curtis Granderson,NYM,150,633,129,0.203791469,0.254,0.215,0.364,0.421,0.045,0.337,0.064,0.329,,0.17,0.64,0.436,0.367,0.198
303,2015,Starling Marte,PIT,153,633,166,0.262243286,0.333,0.236,0.538,0.227,0.098,0.325,0.067,0.351,,0.186,0.67,0.44,0.349,0.211
304,2016,Adrian Gonzalez,LAD,156,633,162,0.255924171,0.328,0.264,0.462,0.275,0.048,0.389,0.039,0.335,,0.144,0.39,0.381,0.341,0.278
305,2019,Alex Gordon,KCR,150,633,148,0.233807267,0.301,0.231,0.462,0.307,0.035,0.338,0.054,0.384,,0.092,0.54,0.406,0.348,0.246
306,2017,Billy Hamilton,CIN,139,633,144,0.227488152,0.313,0.236,0.458,0.306,0.121,0.328,0.002,0.112,,0.03,0.02,0.368,0.373,0.259
307,2016,Carlos Gonzalez,COL,150,632,174,0.275316456,0.346,0.213,0.462,0.325,0.081,0.375,0.083,0.41,,0.169,0.83,0.371,0.375,0.254
308,2019,Yasmani Grandal,MIL,153,632,126,0.199367089,0.279,0.229,0.391,0.38,0.126,0.352,0.103,0.412,,0.196,1.03,0.398,0.343,0.259
309,2017,Eugenio Suarez,CIN,156,632,139,0.219936709,0.309,0.24,0.389,0.371,0.11,0.3,0.064,0.319,,0.179,0.64,0.427,0.302,0.271
310,2018,Cody Bellinger,LAD,162,632,145,0.22943038,0.313,0.199,0.4,0.402,0.165,0.305,0.086,0.381,,0.152,0.86,0.452,0.32,0.227
311,2016,Rougned Odor,TEX,150,632,164,0.259493671,0.297,0.176,0.402,0.422,0.082,0.32,0.074,0.378,,0.17,0.74,0.473,0.335,0.192
312,2019,Kole Calhoun,LAA,152,632,128,0.202531646,0.265,0.223,0.408,0.369,0.083,0.39,0.107,0.417,,0.229,1.07,0.505,0.293,0.202
313,2018,Jean Segura,SEA,144,632,178,0.28164557,0.327,0.193,0.515,0.292,0.139,0.333,0.032,0.321,,0.066,0.32,0.357,0.408,0.235
314,2015,Trevor Plouffe,MIN,152,632,140,0.221518987,0.274,0.182,0.411,0.407,0.12,0.322,0.075,0.388,,0.12,0.75,0.427,0.346,0.227
315,2018,Brian Dozier,- - -,151,632,119,0.188291139,0.24,0.168,0.395,0.437,0.171,0.312,0.056,0.284,,0.112,0.56,0.499,0.338,0.163
316,2017,Kevin Pillar,TOR,154,632,150,0.237341772,0.28,0.204,0.431,0.364,0.139,0.335,0.03,0.285,,0.089,0.3,0.402,0.349,0.249
317,2021,Jonathan India,CIN,150,631,143,0.226624406,0.326,0.225,0.441,0.334,0.083,0.336,0.096,0.381,,0.159,0.96,0.508,0.318,0.174
318,2016,Ben Zobrist,CHC,147,631,142,0.22503962,0.29,0.216,0.48,0.305,0.082,0.383,0.04,0.354,,0.134,0.4,0.483,0.347,0.169
319,2018,Michael Brantley,CLE,143,631,176,0.278922345,0.319,0.247,0.45,0.303,0.038,0.386,0.031,0.371,,0.109,0.31,0.404,0.368,0.228
