,Season,Name,Team,G,PA,H,H/PA,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,,HR/FB,Barrel%*10,Pull%,Cent%,Oppo%
488,2015,Gerardo Parra,- - -,155,589,159,0.269949066,0.325,0.238,0.468,0.294,0.091,0.324,0.028,0.297,,0.106,0.28,0.377,0.345,0.278
489,2019,Jason Heyward,CHC,147,589,129,0.21901528,0.281,0.196,0.463,0.342,0.101,0.358,0.049,0.362,,0.152,0.49,0.419,0.365,0.217
490,2019,Freddy Galvis,- - -,147,589,145,0.246179966,0.312,0.209,0.404,0.387,0.063,0.328,0.043,0.364,,0.145,0.43,0.429,0.304,0.267
491,2021,Amed Rosario,CLE,141,588,155,0.263605442,0.34,0.205,0.514,0.281,0.098,0.32,0.028,0.431,,0.09,0.28,0.32,0.399,0.281
492,2018,Dee Strange-Gordon,SEA,141,588,149,0.253401361,0.304,0.224,0.552,0.224,0.049,0.302,0,0.124,,0.039,0,0.329,0.363,0.308
493,2018,Travis Shaw,MIL,152,587,120,0.204429302,0.242,0.181,0.374,0.445,0.097,0.312,0.093,0.38,,0.183,0.93,0.458,0.325,0.217
494,2016,Gregory Polanco,PIT,144,587,136,0.231686542,0.291,0.24,0.388,0.371,0.111,0.345,0.058,0.398,,0.144,0.58,0.492,0.282,0.227
495,2019,Hunter Dozier,KCR,139,586,146,0.249146758,0.339,0.216,0.345,0.439,0.102,0.371,0.089,0.429,,0.156,0.89,0.408,0.345,0.247
496,2021,Kris Bryant,- - -,144,586,136,0.232081911,0.313,0.234,0.374,0.392,0.081,0.389,0.103,0.397,,0.168,1.03,0.413,0.366,0.221
497,2019,Starling Marte,PIT,132,586,159,0.271331058,0.319,0.214,0.505,0.282,0.056,0.313,0.08,0.379,,0.185,0.8,0.397,0.35,0.253
498,2017,Trey Mancini,BAL,147,586,159,0.271331058,0.352,0.194,0.51,0.297,0.074,0.358,0.093,0.404,,0.198,0.93,0.375,0.353,0.272
499,2021,Ryan Mountcastle,BAL,144,586,136,0.232081911,0.297,0.221,0.353,0.426,0.08,0.318,0.118,0.397,,0.204,1.18,0.397,0.324,0.279
500,2017,Chase Headley,NYY,147,586,140,0.23890785,0.341,0.249,0.435,0.317,0.066,0.369,0.044,0.332,,0.099,0.44,0.382,0.333,0.284
501,2018,Jon Jay,- - -,143,586,141,0.240614334,0.319,0.242,0.593,0.165,0.014,0.309,0.016,0.216,,0.042,0.16,0.334,0.352,0.314
502,2021,Nick Castellanos,CIN,138,585,164,0.28034188,0.34,0.267,0.375,0.358,0.06,0.365,0.106,0.469,,0.228,1.06,0.394,0.361,0.245
503,2021,Jared Walsh,LAA,144,585,147,0.251282051,0.335,0.218,0.483,0.299,0.123,0.44,0.113,0.412,,0.254,1.13,0.417,0.373,0.21
504,2021,Enrique Hernandez,BOS,134,585,127,0.217094017,0.278,0.212,0.326,0.462,0.123,0.336,0.084,0.432,,0.107,0.84,0.472,0.289,0.24
505,2015,Joc Pederson,LAD,151,585,101,0.172649573,0.262,0.158,0.418,0.424,0.152,0.283,0.111,0.452,,0.197,1.11,0.436,0.347,0.217
506,2019,Mike Moustakas,MIL,143,584,133,0.227739726,0.25,0.189,0.358,0.453,0.135,0.318,0.101,0.405,,0.182,1.01,0.407,0.302,0.29
507,2021,Nelson Cruz,- - -,140,584,136,0.232876712,0.286,0.184,0.429,0.386,0.124,0.323,0.135,0.52,,0.209,1.35,0.414,0.338,0.247
508,2016,Brandon Phillips,CIN,141,584,160,0.273972603,0.312,0.214,0.462,0.324,0.089,0.361,0.022,0.255,,0.07,0.22,0.333,0.363,0.304
509,2019,Willy Adames,TBR,152,584,135,0.231164384,0.32,0.229,0.468,0.303,0.044,0.351,0.081,0.356,,0.175,0.81,0.382,0.359,0.259
510,2016,Jordy Mercer,PIT,149,584,133,0.227739726,0.286,0.197,0.485,0.318,0.122,0.279,0.02,0.261,,0.079,0.2,0.339,0.366,0.294
511,2016,Kevin Pillar,TOR,146,584,146,0.25,0.306,0.205,0.456,0.339,0.156,0.278,0.024,0.3,,0.045,0.24,0.39,0.315,0.295
512,2015,Jean Segura,MIL,142,584,144,0.246575342,0.298,0.167,0.59,0.242,0.088,0.254,0.008,0.265,,0.053,0.08,0.248,0.379,0.373
513,2018,Josh Bell,PIT,148,583,131,0.224699828,0.305,0.19,0.485,0.325,0.092,0.296,0.062,0.388,,0.092,0.62,0.338,0.376,0.286
514,2015,Andrelton Simmons,ATL,147,583,142,0.243567753,0.285,0.214,0.562,0.224,0.093,0.278,0.008,0.29,,0.037,0.08,0.345,0.422,0.233
515,2016,Daniel Murphy,WSN,142,582,184,0.316151203,0.348,0.218,0.363,0.419,0.089,0.326,0.083,0.413,,0.124,0.83,0.413,0.33,0.257
516,2015,Josh Reddick,OAK,149,582,143,0.245704467,0.278,0.21,0.384,0.406,0.09,0.381,0.047,0.323,,0.106,0.47,0.353,0.356,0.291
517,2021,Chris Taylor,LAD,148,582,129,0.221649485,0.337,0.221,0.363,0.416,0.064,0.363,0.102,0.381,,0.142,1.02,0.456,0.311,0.233
518,2021,Charlie Blackmon,COL,150,582,139,0.238831615,0.305,0.221,0.472,0.308,0.092,0.321,0.07,0.383,,0.099,0.7,0.387,0.364,0.249
519,2018,Aaron Hicks,NYY,137,581,119,0.204819277,0.264,0.216,0.4,0.384,0.12,0.306,0.085,0.43,,0.19,0.85,0.454,0.369,0.178
520,2016,Yadier Molina,STL,147,581,164,0.282271945,0.335,0.219,0.484,0.297,0.05,0.313,0.027,0.277,,0.057,0.27,0.376,0.345,0.279
521,2015,Adam Jones,BAL,137,581,147,0.253012048,0.286,0.178,0.458,0.363,0.118,0.342,0.085,0.345,,0.168,0.85,0.443,0.34,0.217
522,2018,DJ LeMahieu,COL,128,581,147,0.253012048,0.298,0.21,0.496,0.295,0.03,0.355,0.043,0.428,,0.111,0.43,0.298,0.407,0.296
523,2019,Rougned Odor,TEX,145,581,107,0.184165232,0.244,0.174,0.347,0.479,0.138,0.275,0.136,0.454,,0.188,1.36,0.474,0.335,0.191
524,2019,Christian Yelich,MIL,130,580,161,0.277586207,0.355,0.209,0.432,0.359,0.075,0.332,0.158,0.487,,0.328,1.58,0.393,0.374,0.233
525,2018,Xander Bogaerts,BOS,136,580,148,0.255172414,0.317,0.212,0.433,0.356,0.108,0.329,0.094,0.415,,0.155,0.94,0.434,0.348,0.218
526,2018,Ketel Marte,ARI,153,580,135,0.232758621,0.282,0.197,0.512,0.29,0.109,0.288,0.045,0.365,,0.109,0.45,0.367,0.392,0.241
527,2021,Giancarlo Stanton,NYY,139,579,139,0.240069085,0.324,0.185,0.447,0.368,0.099,0.326,0.157,0.556,,0.267,1.57,0.379,0.34,0.281
528,2018,Edwin Encarnacion,CLE,137,579,123,0.212435233,0.265,0.203,0.36,0.437,0.11,0.341,0.104,0.404,,0.195,1.04,0.456,0.315,0.229
529,2017,J.T. Realmuto,MIA,141,579,148,0.255613126,0.318,0.179,0.478,0.343,0.054,0.326,0.061,0.352,,0.116,0.61,0.466,0.352,0.182
530,2016,Ender Inciarte,ATL,131,578,152,0.262975779,0.329,0.237,0.494,0.268,0.157,0.315,0.007,0.15,,0.025,0.07,0.319,0.351,0.33
531,2015,Didi Gregorius,NYY,155,578,139,0.240484429,0.297,0.212,0.447,0.341,0.093,0.282,0.011,0.245,,0.06,0.11,0.385,0.35,0.265
532,2015,Starlin Castro,CHC,151,578,145,0.250865052,0.298,0.17,0.541,0.289,0.113,0.334,0.039,0.278,,0.083,0.39,0.408,0.386,0.206
533,2017,Cesar Hernandez,PHI,128,577,150,0.259965338,0.353,0.226,0.528,0.246,0.031,0.375,0.027,0.297,,0.093,0.27,0.358,0.377,0.265
534,2018,Joey Gallo,TEX,148,577,103,0.178509532,0.249,0.206,0.296,0.498,0.117,0.27,0.222,0.491,,0.276,2.22,0.451,0.314,0.235
535,2017,David Peralta,ARI,140,577,154,0.266897747,0.333,0.184,0.551,0.265,0.13,0.333,0.032,0.355,,0.122,0.32,0.313,0.387,0.3
536,2017,Ryan Zimmerman,WSN,144,576,159,0.276041667,0.335,0.199,0.464,0.337,0.088,0.314,0.112,0.481,,0.265,1.12,0.355,0.355,0.29
537,2021,Anthony Rizzo,- - -,141,576,123,0.213541667,0.258,0.194,0.409,0.397,0.104,0.331,0.077,0.408,,0.134,0.77,0.473,0.309,0.217
538,2017,Todd Frazier,- - -,147,576,101,0.175347222,0.226,0.184,0.342,0.475,0.185,0.323,0.09,0.302,,0.161,0.9,0.486,0.297,0.218
539,2016,Joe Mauer,MIN,134,576,129,0.223958333,0.301,0.268,0.519,0.213,0,0.349,0.05,0.429,,0.128,0.5,0.308,0.34,0.352
540,2017,Mitch Moreland,BOS,149,576,125,0.217013889,0.278,0.204,0.434,0.362,0.049,0.365,0.112,0.364,,0.155,1.12,0.372,0.361,0.267
541,2016,Leonys Martin,SEA,143,576,128,0.222222222,0.313,0.199,0.432,0.368,0.113,0.303,0.05,0.313,,0.113,0.5,0.458,0.313,0.229
542,2017,Tim Beckham,- - -,137,575,148,0.257391304,0.365,0.218,0.488,0.295,0.037,0.348,0.082,0.397,,0.206,0.82,0.457,0.332,0.212
543,2021,Andrew McCutchen,PHI,144,574,107,0.18641115,0.242,0.193,0.403,0.403,0.09,0.336,0.09,0.395,,0.188,0.9,0.504,0.317,0.179
544,2019,Dexter Fowler,STL,150,574,116,0.202090592,0.294,0.253,0.388,0.359,0.048,0.33,0.071,0.283,,0.152,0.71,0.403,0.371,0.226
545,2018,Yonder Alonso,CLE,145,574,129,0.224738676,0.283,0.217,0.383,0.401,0.145,0.406,0.093,0.367,,0.145,0.93,0.437,0.344,0.219
546,2021,Eugenio Suarez,CIN,145,574,100,0.174216028,0.224,0.171,0.363,0.466,0.076,0.369,0.15,0.398,,0.196,1.5,0.472,0.31,0.218
547,2017,Joe Panik,SFG,138,573,147,0.256544503,0.301,0.219,0.44,0.341,0.076,0.326,0.024,0.237,,0.064,0.24,0.361,0.368,0.271
548,2018,Yuli Gurriel,HOU,136,573,156,0.272251309,0.306,0.202,0.443,0.356,0.129,0.329,0.017,0.362,,0.076,0.17,0.412,0.364,0.225
549,2015,Adam Lind,MIL,149,572,139,0.243006993,0.309,0.188,0.462,0.351,0.07,0.327,0.062,0.36,,0.141,0.62,0.356,0.383,0.262
550,2021,Hunter Renfroe,BOS,144,572,135,0.236013986,0.284,0.176,0.39,0.433,0.163,0.314,0.144,0.443,,0.18,1.44,0.461,0.287,0.252
551,2015,Yangervis Solarte,SDP,152,571,142,0.248686515,0.279,0.193,0.436,0.371,0.109,0.291,0.023,0.316,,0.08,0.23,0.48,0.324,0.196
552,2018,Tommy Pham,- - -,137,570,136,0.238596491,0.342,0.239,0.48,0.281,0.05,0.349,0.095,0.496,,0.21,0.95,0.378,0.398,0.224
553,2017,Yasiel Puig,LAD,152,570,131,0.229824561,0.274,0.161,0.483,0.356,0.153,0.387,0.084,0.374,,0.194,0.84,0.465,0.304,0.23
554,2021,Luis Urias,MIL,150,570,122,0.214035088,0.28,0.207,0.414,0.379,0.147,0.348,0.092,0.396,,0.161,0.92,0.466,0.347,0.188
555,2017,Didi Gregorius,NYY,136,570,153,0.268421053,0.287,0.2,0.362,0.438,0.155,0.355,0.032,0.208,,0.121,0.32,0.403,0.374,0.223
556,2017,Brandon Crawford,SFG,144,570,131,0.229824561,0.293,0.194,0.462,0.344,0.07,0.272,0.051,0.333,,0.099,0.51,0.389,0.331,0.28
557,2019,Trea Turner,WSN,122,569,155,0.272407733,0.348,0.2,0.472,0.328,0.149,0.298,0.061,0.42,,0.142,0.61,0.424,0.327,0.249
558,2018,Didi Gregorius,NYY,134,569,135,0.237258348,0.259,0.195,0.389,0.416,0.12,0.328,0.04,0.306,,0.148,0.4,0.404,0.369,0.227
559,2015,Ryan Braun,MIL,140,568,144,0.253521127,0.322,0.193,0.496,0.31,0.033,0.285,0.096,0.461,,0.205,0.96,0.307,0.383,0.31
560,2017,Buster Posey,SFG,140,568,158,0.278169014,0.347,0.233,0.436,0.33,0.028,0.365,0.035,0.344,,0.084,0.35,0.365,0.4,0.236
561,2017,Chris Taylor,LAD,140,568,148,0.26056338,0.361,0.226,0.415,0.358,0.045,0.365,0.062,0.34,,0.158,0.62,0.383,0.335,0.282
562,2021,Josh Bell,WSN,144,568,130,0.228873239,0.276,0.2,0.535,0.265,0.057,0.319,0.088,0.515,,0.255,0.88,0.39,0.358,0.253
563,2016,Asdrubal Cabrera,NYM,141,568,146,0.257042254,0.31,0.229,0.374,0.396,0.067,0.397,0.048,0.331,,0.14,0.48,0.512,0.271,0.217
564,2016,Elvis Andrus,TEX,147,568,153,0.269366197,0.333,0.238,0.477,0.285,0.071,0.364,0.018,0.318,,0.063,0.18,0.427,0.347,0.226
565,2016,Nomar Mazara,TEX,145,568,137,0.241197183,0.299,0.214,0.489,0.297,0.082,0.324,0.058,0.348,,0.164,0.58,0.372,0.353,0.275
566,2017,Max Kepler,MIN,147,568,124,0.218309859,0.276,0.176,0.428,0.395,0.115,0.326,0.04,0.367,,0.121,0.4,0.439,0.312,0.249
567,2018,Alex Gordon,KCR,141,568,124,0.218309859,0.299,0.264,0.436,0.3,0.061,0.317,0.063,0.393,,0.113,0.63,0.402,0.342,0.256
568,2019,Jeff McNeil,NYM,133,567,162,0.285714286,0.337,0.221,0.433,0.347,0.06,0.311,0.044,0.367,,0.154,0.44,0.463,0.314,0.222
569,2021,Kyle Tucker,HOU,140,567,149,0.262786596,0.304,0.217,0.339,0.444,0.043,0.42,0.116,0.47,,0.161,1.16,0.359,0.423,0.219
570,2021,Jean Segura,PHI,131,567,149,0.262786596,0.317,0.192,0.521,0.288,0.103,0.302,0.059,0.374,,0.111,0.59,0.342,0.392,0.265
571,2016,Logan Forsythe,TBR,127,567,135,0.238095238,0.314,0.228,0.42,0.352,0.081,0.342,0.067,0.389,,0.147,0.67,0.391,0.329,0.28
572,2016,Yunel Escobar,LAA,132,567,157,0.276895944,0.339,0.212,0.581,0.208,0.053,0.278,0.028,0.357,,0.053,0.28,0.337,0.425,0.239
573,2019,Jackie Bradley Jr.,BOS,147,567,111,0.195767196,0.281,0.17,0.496,0.334,0.088,0.389,0.09,0.43,,0.184,0.9,0.422,0.346,0.233
574,2015,Torii Hunter,MIN,139,567,125,0.220458554,0.258,0.173,0.484,0.343,0.098,0.285,0.048,0.347,,0.154,0.48,0.409,0.359,0.233
575,2016,Matt Carpenter,STL,129,566,128,0.22614841,0.307,0.262,0.306,0.432,0.044,0.29,0.105,0.422,,0.133,1.05,0.481,0.328,0.191
576,2018,Jesus Aguilar,MIL,149,566,135,0.238515901,0.309,0.237,0.354,0.409,0.061,0.382,0.109,0.426,,0.238,1.09,0.435,0.334,0.231
577,2017,Jean Segura,SEA,125,566,157,0.277385159,0.339,0.193,0.543,0.264,0.034,0.328,0.029,0.341,,0.095,0.29,0.299,0.423,0.278
578,2019,Mallex Smith,SEA,134,566,116,0.204946996,0.302,0.19,0.51,0.3,0.083,0.43,0.022,0.199,,0.055,0.22,0.317,0.368,0.315
579,2021,Nicky Lopez,KCR,151,565,149,0.263716814,0.347,0.214,0.553,0.233,0.052,0.266,0.007,0.265,,0.021,0.07,0.322,0.388,0.29
580,2021,Eric Hosmer,SDP,151,565,137,0.242477876,0.313,0.187,0.555,0.258,0.113,0.276,0.058,0.47,,0.113,0.58,0.308,0.409,0.283
581,2016,Chase Utley,LAD,138,565,129,0.228318584,0.299,0.223,0.441,0.337,0.09,0.356,0.04,0.336,,0.105,0.4,0.471,0.341,0.188
582,2016,Ryan Braun,MIL,135,564,156,0.276595745,0.326,0.193,0.557,0.251,0.077,0.363,0.082,0.389,,0.288,0.82,0.356,0.37,0.274
583,2017,Yuli Gurriel,HOU,139,564,158,0.280141844,0.308,0.186,0.462,0.352,0.127,0.292,0.032,0.431,,0.108,0.32,0.414,0.374,0.211
584,2018,Nick Ahmed,ARI,153,564,121,0.214539007,0.265,0.244,0.408,0.347,0.085,0.272,0.041,0.3,,0.113,0.41,0.39,0.363,0.247
585,2016,Yasmany Tomas,ARI,140,563,144,0.255772647,0.31,0.21,0.476,0.314,0.04,0.351,0.101,0.423,,0.25,1.01,0.41,0.294,0.296
586,2017,Odubel Herrera,PHI,138,563,148,0.262877442,0.345,0.213,0.441,0.347,0.088,0.301,0.05,0.323,,0.102,0.5,0.308,0.381,0.311
587,2016,Adonis Garcia,ATL,134,563,145,0.257548845,0.308,0.21,0.524,0.267,0.103,0.337,0.045,0.345,,0.12,0.45,0.358,0.403,0.239
588,2015,Jimmy Rollins,LAD,144,563,116,0.206039076,0.246,0.19,0.383,0.426,0.112,0.321,0.025,0.231,,0.073,0.25,0.508,0.277,0.215
589,2017,Avisail Garcia,CHW,136,561,171,0.304812834,0.392,0.203,0.522,0.275,0.054,0.356,0.086,0.407,,0.161,0.86,0.426,0.336,0.238
590,2019,Javier Baez,CHC,138,561,149,0.265597148,0.345,0.181,0.503,0.316,0.034,0.363,0.125,0.432,,0.244,1.25,0.361,0.361,0.279
591,2015,Brandon Crawford,SFG,143,561,130,0.231729055,0.294,0.188,0.477,0.335,0.062,0.328,0.082,0.426,,0.162,0.82,0.398,0.375,0.227
592,2015,Ender Inciarte,ARI,132,561,159,0.28342246,0.329,0.217,0.524,0.259,0.085,0.314,0.006,0.197,,0.051,0.06,0.34,0.328,0.332
593,2021,Tommy Pham,SDP,155,561,109,0.1942959,0.28,0.202,0.481,0.316,0.09,0.288,0.1,0.467,,0.135,1,0.348,0.379,0.274
594,2017,Jose Reyes,NYM,145,561,123,0.219251337,0.263,0.197,0.372,0.431,0.181,0.342,0.023,0.242,,0.082,0.23,0.416,0.36,0.223
595,2018,C.J. Cron,TBR,140,560,127,0.226785714,0.293,0.211,0.402,0.388,0.186,0.367,0.119,0.366,,0.214,1.19,0.454,0.335,0.211
596,2018,Matt Duffy,TBR,132,560,148,0.264285714,0.353,0.253,0.543,0.204,0.083,0.343,0.012,0.278,,0.048,0.12,0.293,0.378,0.329
597,2019,Brandon Crawford,SFG,147,560,114,0.203571429,0.274,0.234,0.482,0.284,0.083,0.337,0.047,0.351,,0.101,0.47,0.388,0.382,0.23
598,2019,Yoan Moncada,CHW,132,559,161,0.288014311,0.406,0.231,0.423,0.345,0.056,0.404,0.108,0.479,,0.202,1.08,0.396,0.343,0.26
599,2016,Michael Saunders,TOR,140,558,124,0.222222222,0.321,0.225,0.407,0.368,0.065,0.395,0.074,0.445,,0.195,0.74,0.412,0.332,0.255
600,2019,Daniel Vogelbach,SEA,144,558,96,0.172043011,0.232,0.222,0.33,0.448,0.078,0.39,0.098,0.378,,0.213,0.98,0.413,0.34,0.248
601,2021,Josh Harrison,- - -,138,558,141,0.252688172,0.313,0.238,0.394,0.368,0.088,0.353,0.044,0.323,,0.05,0.44,0.402,0.365,0.233
602,2017,Jordy Mercer,PIT,145,558,128,0.229390681,0.284,0.208,0.483,0.309,0.102,0.332,0.029,0.32,,0.109,0.29,0.399,0.392,0.209
603,2015,Derek Norris,SDP,147,557,129,0.231597846,0.31,0.174,0.416,0.41,0.095,0.314,0.018,0.351,,0.089,0.18,0.426,0.351,0.223
604,2019,George Springer,HOU,122,556,140,0.251798561,0.305,0.197,0.446,0.357,0.083,0.316,0.122,0.432,,0.295,1.22,0.403,0.37,0.227
605,2015,Brandon Belt,SFG,137,556,138,0.248201439,0.363,0.287,0.333,0.379,0.008,0.366,0.097,0.421,,0.136,0.97,0.384,0.358,0.258
606,2018,Billy Hamilton,CIN,153,556,119,0.214028777,0.309,0.269,0.379,0.352,0.172,0.464,0.003,0.085,,0.031,0.03,0.347,0.334,0.318
607,2021,Willy Adames,- - -,140,555,130,0.234234234,0.331,0.228,0.365,0.406,0.05,0.333,0.114,0.447,,0.18,1.14,0.444,0.327,0.228
608,2021,Adam Duvall,- - -,146,555,117,0.210810811,0.26,0.173,0.298,0.529,0.149,0.351,0.161,0.439,,0.21,1.61,0.474,0.354,0.173
609,2017,Trevor Story,COL,145,555,120,0.216216216,0.332,0.184,0.337,0.479,0.101,0.321,0.093,0.383,,0.162,0.93,0.383,0.374,0.243
610,2015,Billy Burns,OAK,125,555,153,0.275675676,0.339,0.216,0.503,0.281,0.207,0.371,0,0.143,,0.041,0,0.292,0.369,0.339
611,2015,Cameron Maybin,ATL,141,555,135,0.243243243,0.316,0.22,0.579,0.2,0.123,0.268,0.022,0.359,,0.123,0.22,0.381,0.334,0.285
612,2019,Yolmer Sanchez,CHW,149,555,125,0.225225225,0.324,0.212,0.432,0.355,0.097,0.269,0.01,0.27,,0.015,0.1,0.314,0.344,0.342
613,2015,Lucas Duda,NYM,135,554,115,0.207581227,0.285,0.22,0.274,0.506,0.076,0.32,0.11,0.42,,0.159,1.1,0.39,0.339,0.271
614,2021,Kevin Newman,PIT,148,554,117,0.211191336,0.236,0.197,0.443,0.36,0.106,0.402,0.016,0.26,,0.029,0.16,0.344,0.414,0.241
615,2018,Jose Abreu,CHW,128,553,132,0.238698011,0.294,0.212,0.442,0.346,0.139,0.354,0.088,0.452,,0.161,0.88,0.391,0.399,0.21
616,2017,Hanley Ramirez,BOS,133,553,120,0.216998192,0.272,0.211,0.418,0.371,0.106,0.35,0.095,0.384,,0.163,0.95,0.426,0.35,0.224
617,2015,Salvador Perez,KCR,142,553,138,0.24954792,0.27,0.207,0.419,0.374,0.141,0.328,0.046,0.322,,0.124,0.46,0.43,0.372,0.198
618,2018,Marwin Gonzalez,HOU,145,552,121,0.219202899,0.301,0.226,0.416,0.358,0.094,0.357,0.062,0.414,,0.125,0.62,0.441,0.354,0.205
619,2018,Kole Calhoun,LAA,137,552,102,0.184782609,0.241,0.214,0.434,0.352,0.039,0.343,0.088,0.427,,0.148,0.88,0.426,0.352,0.223
620,2015,Chris Owings,ARI,147,552,117,0.211956522,0.305,0.264,0.394,0.342,0.089,0.328,0.026,0.249,,0.032,0.26,0.383,0.346,0.27
621,2017,Eric Thames,MIL,138,551,116,0.210526316,0.309,0.203,0.384,0.413,0.04,0.325,0.114,0.389,,0.246,1.14,0.454,0.281,0.265
622,2016,Dexter Fowler,CHC,125,551,126,0.228675136,0.35,0.238,0.407,0.355,0.068,0.341,0.053,0.326,,0.11,0.53,0.395,0.38,0.226
623,2021,Tim Anderson,CHW,123,551,163,0.295825771,0.372,0.227,0.553,0.22,0.011,0.363,0.078,0.418,,0.189,0.78,0.372,0.357,0.271
624,2018,Derek Dietrich,MIA,149,551,132,0.239564428,0.336,0.233,0.407,0.36,0.154,0.312,0.058,0.377,,0.123,0.58,0.413,0.338,0.249
625,2015,Asdrubal Cabrera,TBR,143,551,134,0.243194192,0.306,0.207,0.358,0.436,0.121,0.371,0.049,0.323,,0.087,0.49,0.479,0.277,0.244
626,2015,Martin Prado,MIA,129,551,144,0.261343013,0.313,0.232,0.468,0.3,0.136,0.329,0.02,0.333,,0.068,0.2,0.311,0.397,0.293
627,2015,Angel Pagan,SFG,133,551,134,0.243194192,0.31,0.233,0.426,0.341,0.021,0.338,0.005,0.224,,0.021,0.05,0.318,0.407,0.275
628,2017,Dansby Swanson,ATL,144,551,113,0.20508167,0.292,0.232,0.474,0.294,0.064,0.321,0.03,0.317,,0.055,0.3,0.425,0.309,0.266
629,2021,Mookie Betts,LAD,122,550,123,0.223636364,0.276,0.216,0.351,0.434,0.102,0.34,0.078,0.413,,0.138,0.78,0.483,0.296,0.221
630,2019,Brett Gardner,NYY,141,550,123,0.223636364,0.265,0.176,0.442,0.382,0.124,0.407,0.034,0.321,,0.193,0.34,0.464,0.329,0.207
631,2021,Josh Rojas,ARI,139,550,128,0.232727273,0.345,0.229,0.493,0.278,0.021,0.288,0.048,0.307,,0.113,0.48,0.373,0.385,0.242
632,2019,Hanser Alberto,BAL,139,550,160,0.290909091,0.318,0.208,0.468,0.325,0.06,0.36,0.023,0.185,,0.08,0.23,0.435,0.344,0.221
633,2017,Ben Gamel,SEA,134,550,140,0.254545455,0.34,0.218,0.449,0.333,0.092,0.325,0.036,0.292,,0.085,0.36,0.343,0.35,0.307
634,2019,Josh Reddick,HOU,141,550,138,0.250909091,0.288,0.235,0.391,0.375,0.127,0.332,0.033,0.283,,0.084,0.33,0.357,0.384,0.258
635,2021,Brandon Crawford,SFG,138,549,144,0.262295082,0.334,0.188,0.398,0.414,0.101,0.358,0.115,0.431,,0.152,1.15,0.368,0.371,0.261
636,2019,Justin Turner,LAD,135,549,139,0.253187614,0.304,0.259,0.338,0.404,0.05,0.382,0.073,0.424,,0.17,0.73,0.382,0.37,0.248
637,2019,Marcell Ozuna,STL,130,549,117,0.213114754,0.257,0.234,0.414,0.352,0.099,0.386,0.118,0.481,,0.221,1.18,0.495,0.317,0.188
638,2019,Kolten Wong,STL,148,549,136,0.247723133,0.321,0.204,0.44,0.356,0.118,0.328,0.02,0.251,,0.081,0.2,0.379,0.365,0.256
639,2019,Miguel Cabrera,DET,136,549,139,0.253187614,0.336,0.244,0.438,0.318,0.081,0.286,0.054,0.444,,0.097,0.54,0.313,0.377,0.31
640,2017,Cody Bellinger,LAD,132,548,128,0.233576642,0.299,0.176,0.353,0.471,0.084,0.282,0.116,0.457,,0.252,1.16,0.424,0.347,0.228
641,2019,Jose Altuve,HOU,124,548,149,0.27189781,0.303,0.176,0.499,0.325,0.105,0.333,0.078,0.336,,0.233,0.78,0.5,0.327,0.173
642,2019,Franmil Reyes,- - -,150,548,123,0.224452555,0.279,0.214,0.441,0.345,0.076,0.287,0.145,0.51,,0.311,1.45,0.383,0.386,0.232
643,2016,Corey Dickerson,TBR,148,548,125,0.22810219,0.285,0.175,0.376,0.45,0.112,0.353,0.095,0.38,,0.141,0.95,0.325,0.336,0.339
644,2017,Orlando Arcia,MIL,153,548,140,0.255474453,0.317,0.199,0.516,0.285,0.112,0.341,0.034,0.273,,0.129,0.34,0.345,0.404,0.251
645,2021,C.J. Cron,COL,142,547,132,0.241316271,0.316,0.19,0.389,0.42,0.087,0.319,0.115,0.42,,0.187,1.15,0.401,0.356,0.244
646,2019,Matt Olson,OAK,127,547,129,0.23583181,0.3,0.24,0.314,0.446,0.138,0.327,0.142,0.494,,0.237,1.42,0.517,0.301,0.182
647,2021,Javier Baez,- - -,138,547,133,0.243144424,0.352,0.185,0.47,0.345,0.109,0.361,0.134,0.45,,0.282,1.34,0.442,0.352,0.206
648,2016,Adeiny Hechavarria,MIA,155,547,120,0.219378428,0.269,0.222,0.478,0.3,0.031,0.298,0.007,0.311,,0.023,0.07,0.289,0.389,0.323
649,2021,Fernando Tatis Jr.,SDP,130,546,135,0.247252747,0.324,0.198,0.402,0.399,0.115,0.331,0.213,0.556,,0.321,2.13,0.48,0.304,0.216
650,2019,Bryan Reynolds,PIT,134,546,154,0.282051282,0.387,0.239,0.464,0.298,0.063,0.265,0.067,0.41,,0.144,0.67,0.386,0.351,0.263
651,2016,Salvador Perez,KCR,139,546,127,0.232600733,0.28,0.184,0.345,0.471,0.155,0.37,0.058,0.373,,0.118,0.58,0.474,0.32,0.207
652,2019,Orlando Arcia,MIL,152,546,110,0.201465201,0.253,0.18,0.514,0.306,0.101,0.295,0.038,0.308,,0.126,0.38,0.372,0.364,0.265
653,2018,Joey Wendle,TBR,139,545,146,0.267889908,0.353,0.218,0.46,0.323,0.109,0.304,0.027,0.352,,0.054,0.27,0.36,0.342,0.298
654,2016,J.T. Realmuto,MIA,137,545,154,0.282568807,0.357,0.204,0.493,0.303,0.16,0.336,0.039,0.352,,0.088,0.39,0.41,0.345,0.245
655,2015,Mark Trumbo,- - -,142,545,133,0.244036697,0.313,0.18,0.416,0.403,0.125,0.265,0.088,0.427,,0.145,0.88,0.371,0.329,0.3
