,Season,Name,Team,G,PA,H,BABIP,LD%,GB%,FB%,IFFB%,SweetSpot%,Barrel%,HardHit%,Pull%,Cent%,Oppo%,Spd,LDFB_EV
572,2016,Logan Forsythe,TBR,127,567,135,0.314,0.228,0.42,0.352,0.081,0.389,0.067,0.389,0.391,0.329,0.28,4.5,0.4675
573,2015,Torii Hunter,MIN,139,567,125,0.258,0.173,0.484,0.343,0.098,0.285,0.048,0.347,0.409,0.359,0.233,2.3,0.4655
574,2016,Yunel Escobar,LAA,132,567,157,0.339,0.212,0.581,0.208,0.053,0.278,0.028,0.357,0.337,0.425,0.239,2.2,0.458
575,2017,Jean Segura,SEA,125,566,157,0.339,0.193,0.543,0.264,0.034,0.328,0.029,0.341,0.299,0.423,0.278,5.5,0.453
576,2018,Jesus Aguilar,MIL,149,566,135,0.309,0.237,0.354,0.409,0.061,0.382,0.109,0.426,0.435,0.334,0.231,1.3,0.469
577,2019,Mallex Smith,SEA,134,566,116,0.302,0.19,0.51,0.3,0.083,0.29,0.022,0.199,0.317,0.368,0.315,8.8,0.443
578,2016,Matt Carpenter,STL,129,566,128,0.307,0.262,0.306,0.432,0.044,0.43,0.105,0.422,0.481,0.328,0.191,4,0.469
579,2016,Chase Utley,LAD,138,565,129,0.299,0.223,0.441,0.337,0.09,0.356,0.04,0.336,0.471,0.341,0.188,3.9,0.457
580,2021,Eric Hosmer,SDP,151,565,137,0.313,0.187,0.555,0.258,0.113,0.266,0.058,0.47,0.308,0.409,0.283,2.3,0.4765
581,2021,Nicky Lopez,KCR,151,565,149,0.347,0.214,0.553,0.233,0.052,0.274,0.007,0.265,0.322,0.388,0.29,7.1,0.45
582,2018,Nick Ahmed,ARI,153,564,121,0.265,0.244,0.408,0.347,0.085,0.363,0.041,0.3,0.39,0.363,0.247,4.4,0.4575
583,2016,Ryan Braun,MIL,135,564,156,0.326,0.193,0.557,0.251,0.077,0.272,0.082,0.389,0.356,0.37,0.274,5,0.4725
584,2017,Yuli Gurriel,HOU,139,564,158,0.308,0.186,0.462,0.352,0.127,0.292,0.032,0.431,0.414,0.374,0.211,2.8,0.472
585,2016,Adonis Garcia,ATL,134,563,145,0.308,0.21,0.524,0.267,0.103,0.301,0.045,0.345,0.358,0.403,0.239,2.7,0.4585
586,2015,Jimmy Rollins,LAD,144,563,116,0.246,0.19,0.383,0.426,0.112,0.319,0.025,0.231,0.508,0.277,0.215,5.1,0.448
587,2017,Odubel Herrera,PHI,138,563,148,0.345,0.213,0.441,0.347,0.088,0.351,0.05,0.323,0.308,0.381,0.311,4.3,0.455
588,2016,Yasmany Tomas,ARI,140,563,144,0.31,0.21,0.476,0.314,0.04,0.337,0.101,0.423,0.41,0.294,0.296,2.5,0.4755
589,2017,Avisail Garcia,CHW,136,561,171,0.392,0.203,0.522,0.275,0.054,0.314,0.086,0.407,0.426,0.336,0.238,4.3,0.4765
590,2015,Brandon Crawford,SFG,143,561,130,0.294,0.188,0.477,0.335,0.062,0.342,0.082,0.426,0.398,0.375,0.227,4.5,0.4765
591,2015,Ender Inciarte,ARI,132,561,159,0.329,0.217,0.524,0.259,0.085,0.285,0.006,0.197,0.34,0.328,0.332,6,0.4385
592,2019,Javier Baez,CHC,138,561,149,0.345,0.181,0.503,0.316,0.034,0.363,0.125,0.432,0.361,0.361,0.279,5.7,0.4805
593,2017,Jose Reyes,NYM,145,561,123,0.263,0.197,0.372,0.431,0.181,0.328,0.023,0.242,0.416,0.36,0.223,7.2,0.4425
594,2021,Tommy Pham,SDP,155,561,109,0.28,0.202,0.481,0.316,0.09,0.356,0.1,0.467,0.348,0.379,0.274,5,0.4805
595,2019,Brandon Crawford,SFG,147,560,114,0.274,0.234,0.482,0.284,0.083,0.367,0.047,0.351,0.388,0.382,0.23,3.2,0.464
596,2018,C.J. Cron,TBR,140,560,127,0.293,0.211,0.402,0.388,0.186,0.343,0.119,0.366,0.454,0.335,0.211,2.3,0.4695
597,2018,Matt Duffy,TBR,132,560,148,0.353,0.253,0.543,0.204,0.083,0.337,0.012,0.278,0.293,0.378,0.329,3.9,0.45
598,2019,Yoan Moncada,CHW,132,559,161,0.406,0.231,0.423,0.345,0.056,0.404,0.108,0.479,0.396,0.343,0.26,5.6,0.4775
599,2019,Daniel Vogelbach,SEA,144,558,96,0.232,0.222,0.33,0.448,0.078,0.39,0.098,0.378,0.413,0.34,0.248,1.2,0.468
600,2017,Jordy Mercer,PIT,145,558,128,0.284,0.208,0.483,0.309,0.102,0.353,0.029,0.32,0.399,0.392,0.209,2.9,0.452
601,2021,Josh Harrison,- - -,138,558,141,0.313,0.238,0.394,0.368,0.088,0.395,0.044,0.323,0.402,0.365,0.233,4.1,0.4495
602,2016,Michael Saunders,TOR,140,558,124,0.321,0.225,0.407,0.368,0.065,0.332,0.074,0.445,0.412,0.332,0.255,3,0.471
603,2015,Derek Norris,SDP,147,557,129,0.31,0.174,0.416,0.41,0.095,0.314,0.018,0.351,0.426,0.351,0.223,3.9,0.4535
604,2018,Billy Hamilton,CIN,153,556,119,0.309,0.269,0.379,0.352,0.172,0.363,0.003,0.085,0.347,0.334,0.318,8.3,0.415
605,2015,Brandon Belt,SFG,137,556,138,0.363,0.287,0.333,0.379,0.008,0.464,0.097,0.421,0.384,0.358,0.258,5.3,0.4685
606,2019,George Springer,HOU,122,556,140,0.305,0.197,0.446,0.357,0.083,0.316,0.122,0.432,0.403,0.37,0.227,4.6,0.477
607,2021,Adam Duvall,- - -,146,555,117,0.26,0.173,0.298,0.529,0.149,0.333,0.161,0.439,0.474,0.354,0.173,4.2,0.4745
608,2015,Billy Burns,OAK,125,555,153,0.339,0.216,0.503,0.281,0.207,0.269,0,0.143,0.292,0.369,0.339,7.2,0.4265
609,2015,Cameron Maybin,ATL,141,555,135,0.316,0.22,0.579,0.2,0.123,0.268,0.022,0.359,0.381,0.334,0.285,5.4,0.456
610,2017,Trevor Story,COL,145,555,120,0.332,0.184,0.337,0.479,0.101,0.371,0.093,0.383,0.383,0.374,0.243,4.7,0.469
611,2021,Willy Adames,- - -,140,555,130,0.331,0.228,0.365,0.406,0.05,0.351,0.114,0.447,0.444,0.327,0.228,3.3,0.472
612,2019,Yolmer Sanchez,CHW,149,555,125,0.324,0.212,0.432,0.355,0.097,0.319,0.01,0.27,0.314,0.344,0.342,4.4,0.444
613,2021,Kevin Newman,PIT,148,554,117,0.236,0.197,0.443,0.36,0.106,0.318,0.016,0.26,0.344,0.414,0.241,4.5,0.434
614,2015,Lucas Duda,NYM,135,554,115,0.285,0.22,0.274,0.506,0.076,0.402,0.11,0.42,0.39,0.339,0.271,1.5,0.4715
615,2017,Hanley Ramirez,BOS,133,553,120,0.272,0.211,0.418,0.371,0.106,0.35,0.095,0.384,0.426,0.35,0.224,1.5,0.467
616,2018,Jose Abreu,CHW,128,553,132,0.294,0.212,0.442,0.346,0.139,0.354,0.088,0.452,0.391,0.399,0.21,3.1,0.4755
617,2015,Salvador Perez,KCR,142,553,138,0.27,0.207,0.419,0.374,0.141,0.328,0.046,0.322,0.43,0.372,0.198,1.7,0.4545
618,2015,Chris Owings,ARI,147,552,117,0.305,0.264,0.394,0.342,0.089,0.328,0.026,0.249,0.383,0.346,0.27,6.7,0.4455
619,2018,Kole Calhoun,LAA,137,552,102,0.241,0.214,0.434,0.352,0.039,0.343,0.088,0.427,0.426,0.352,0.223,4.7,0.472
620,2018,Marwin Gonzalez,HOU,145,552,121,0.301,0.226,0.416,0.358,0.094,0.354,0.062,0.414,0.441,0.354,0.205,3.2,0.469
621,2015,Angel Pagan,SFG,133,551,134,0.31,0.233,0.426,0.341,0.021,0.329,0.005,0.224,0.318,0.407,0.275,4.9,0.438
622,2015,Asdrubal Cabrera,TBR,143,551,134,0.306,0.207,0.358,0.436,0.121,0.321,0.049,0.323,0.479,0.277,0.244,5,0.461
623,2017,Dansby Swanson,ATL,144,551,113,0.292,0.232,0.474,0.294,0.064,0.312,0.03,0.317,0.425,0.309,0.266,3.2,0.458
624,2018,Derek Dietrich,MIA,149,551,132,0.336,0.233,0.407,0.36,0.154,0.341,0.058,0.377,0.413,0.338,0.249,4.1,0.454
625,2016,Dexter Fowler,CHC,125,551,126,0.35,0.238,0.407,0.355,0.068,0.371,0.053,0.326,0.395,0.38,0.226,6.5,0.4525
626,2017,Eric Thames,MIL,138,551,116,0.309,0.203,0.384,0.413,0.04,0.363,0.114,0.389,0.454,0.281,0.265,4.6,0.4705
627,2015,Martin Prado,MIA,129,551,144,0.313,0.232,0.468,0.3,0.136,0.338,0.02,0.333,0.311,0.397,0.293,2.5,0.4535
628,2021,Tim Anderson,CHW,123,551,163,0.372,0.227,0.553,0.22,0.011,0.325,0.078,0.418,0.372,0.357,0.271,5.8,0.474
629,2017,Ben Gamel,SEA,134,550,140,0.34,0.218,0.449,0.333,0.092,0.332,0.036,0.292,0.343,0.35,0.307,4.9,0.451
630,2019,Brett Gardner,NYY,141,550,123,0.265,0.176,0.442,0.382,0.124,0.288,0.034,0.321,0.464,0.329,0.207,6.7,0.4585
631,2019,Hanser Alberto,BAL,139,550,160,0.318,0.208,0.468,0.325,0.06,0.325,0.023,0.185,0.435,0.344,0.221,3.2,0.4345
632,2019,Josh Reddick,HOU,141,550,138,0.288,0.235,0.391,0.375,0.127,0.357,0.033,0.283,0.357,0.384,0.258,3.7,0.444
633,2021,Josh Rojas,ARI,139,550,128,0.345,0.229,0.493,0.278,0.021,0.407,0.048,0.307,0.373,0.385,0.242,4.8,0.458
634,2021,Mookie Betts,LAD,122,550,123,0.276,0.216,0.351,0.434,0.102,0.34,0.078,0.413,0.483,0.296,0.221,5.4,0.4665
635,2021,Brandon Crawford,SFG,138,549,144,0.334,0.188,0.398,0.414,0.101,0.358,0.115,0.431,0.368,0.371,0.261,5.1,0.4735
636,2019,Justin Turner,LAD,135,549,139,0.304,0.259,0.338,0.404,0.05,0.386,0.073,0.424,0.382,0.37,0.248,2.7,0.4655
637,2019,Kolten Wong,STL,148,549,136,0.321,0.204,0.44,0.356,0.118,0.281,0.02,0.251,0.379,0.365,0.256,5.9,0.4465
638,2019,Marcell Ozuna,STL,130,549,117,0.257,0.234,0.414,0.352,0.099,0.328,0.118,0.481,0.495,0.317,0.188,4.8,0.4815
639,2019,Miguel Cabrera,DET,136,549,139,0.336,0.244,0.438,0.318,0.081,0.382,0.054,0.444,0.313,0.377,0.31,0.6,0.4615
640,2017,Cody Bellinger,LAD,132,548,128,0.299,0.176,0.353,0.471,0.084,0.353,0.116,0.457,0.424,0.347,0.228,5.5,0.483
641,2016,Corey Dickerson,TBR,148,548,125,0.285,0.175,0.376,0.45,0.112,0.341,0.095,0.38,0.325,0.336,0.339,2.7,0.4645
642,2019,Franmil Reyes,- - -,150,548,123,0.279,0.214,0.441,0.345,0.076,0.333,0.145,0.51,0.383,0.386,0.232,1,0.491
643,2019,Jose Altuve,HOU,124,548,149,0.303,0.176,0.499,0.325,0.105,0.28,0.078,0.336,0.5,0.327,0.173,4.2,0.466
644,2017,Orlando Arcia,MIL,153,548,140,0.317,0.199,0.516,0.285,0.112,0.287,0.034,0.273,0.345,0.404,0.251,4.1,0.453
645,2016,Adeiny Hechavarria,MIA,155,547,120,0.269,0.222,0.478,0.3,0.031,0.298,0.007,0.311,0.289,0.389,0.323,4,0.448
646,2021,C.J. Cron,COL,142,547,132,0.316,0.19,0.389,0.42,0.087,0.319,0.115,0.42,0.401,0.356,0.244,2.3,0.4625
647,2021,Javier Baez,- - -,138,547,133,0.352,0.185,0.47,0.345,0.109,0.324,0.134,0.45,0.442,0.352,0.206,5.9,0.479
648,2019,Matt Olson,OAK,127,547,129,0.3,0.24,0.314,0.446,0.138,0.361,0.142,0.494,0.517,0.301,0.182,1.1,0.486
649,2019,Bryan Reynolds,PIT,134,546,154,0.387,0.239,0.464,0.298,0.063,0.37,0.067,0.41,0.386,0.351,0.263,4.3,0.462
650,2021,Fernando Tatis Jr.,SDP,130,546,135,0.324,0.198,0.402,0.399,0.115,0.331,0.213,0.556,0.48,0.304,0.216,5.3,0.4995
651,2019,Orlando Arcia,MIL,152,546,110,0.253,0.18,0.514,0.306,0.101,0.265,0.038,0.308,0.372,0.364,0.265,3.4,0.457
652,2016,Salvador Perez,KCR,139,546,127,0.28,0.184,0.345,0.471,0.155,0.295,0.058,0.373,0.474,0.32,0.207,2,0.4625
653,2019,Albert Pujols,LAA,131,545,120,0.238,0.153,0.459,0.387,0.126,0.265,0.053,0.36,0.527,0.306,0.167,2.4,0.461
654,2019,Dansby Swanson,ATL,127,545,121,0.3,0.258,0.371,0.371,0.074,0.367,0.077,0.416,0.416,0.321,0.263,5.3,0.4655
655,2016,J.T. Realmuto,MIA,137,545,154,0.357,0.204,0.493,0.303,0.16,0.284,0.039,0.352,0.41,0.345,0.245,3.7,0.4625
656,2018,Joey Wendle,TBR,139,545,146,0.353,0.218,0.46,0.323,0.109,0.318,0.027,0.352,0.36,0.342,0.298,6,0.4585
657,2015,Mark Trumbo,- - -,142,545,133,0.313,0.18,0.416,0.403,0.125,0.31,0.088,0.427,0.371,0.329,0.3,2.5,0.4725
658,2021,Pavin Smith,ARI,145,545,133,0.319,0.212,0.472,0.316,0.073,0.336,0.051,0.427,0.359,0.389,0.252,3.6,0.4615
659,2021,Randal Grichuk,TOR,149,545,123,0.266,0.17,0.397,0.434,0.172,0.304,0.085,0.411,0.392,0.352,0.257,2.3,0.4675
660,2016,Jonathan Lucroy,- - -,142,544,143,0.322,0.242,0.372,0.387,0.138,0.376,0.069,0.348,0.351,0.372,0.277,4.3,0.457
661,2017,Jorge Polanco,MIN,133,544,125,0.278,0.193,0.379,0.428,0.103,0.314,0.026,0.253,0.442,0.338,0.22,4.9,0.4455
662,2018,Mallex Smith,TBR,141,544,142,0.366,0.249,0.497,0.254,0.053,0.322,0.01,0.23,0.289,0.379,0.332,7.7,0.447
663,2015,Marlon Byrd,- - -,135,544,125,0.297,0.213,0.423,0.363,0.045,0.339,0.079,0.311,0.41,0.309,0.281,3.9,0.463
664,2017,Matt Joyce,OAK,141,544,114,0.263,0.193,0.378,0.428,0.058,0.38,0.08,0.347,0.416,0.375,0.209,3.2,0.467
665,2018,Salvador Perez,KCR,129,544,120,0.245,0.204,0.346,0.45,0.087,0.354,0.091,0.474,0.467,0.334,0.199,1.6,0.4715
666,2016,Troy Tulowitzki,TOR,131,544,125,0.272,0.192,0.405,0.403,0.119,0.337,0.094,0.405,0.453,0.322,0.225,1.5,0.4695
667,2018,Willson Contreras,CHC,138,544,118,0.313,0.172,0.52,0.307,0.103,0.289,0.067,0.333,0.42,0.314,0.266,4.3,0.4645
668,2016,Angel Pagan,SFG,129,543,137,0.298,0.251,0.426,0.323,0.094,0.361,0.025,0.214,0.4,0.331,0.269,5.9,0.437
669,2016,Howie Kendrick,LAD,146,543,124,0.301,0.194,0.61,0.196,0,0.269,0.056,0.421,0.259,0.365,0.376,4.8,0.468
670,2021,Hunter Dozier,KCR,144,543,105,0.276,0.195,0.381,0.425,0.097,0.33,0.088,0.419,0.416,0.372,0.212,5.1,0.4705
671,2018,Joe Mauer,MIN,127,543,137,0.33,0.269,0.51,0.221,0.034,0.369,0.042,0.428,0.255,0.403,0.342,2.2,0.475
672,2021,Josh Donaldson,MIN,135,543,113,0.268,0.171,0.43,0.399,0.129,0.302,0.174,0.527,0.479,0.316,0.205,1.3,0.4935
673,2017,Justin Turner,LAD,130,543,147,0.326,0.208,0.314,0.478,0.031,0.377,0.076,0.381,0.367,0.389,0.244,3.3,0.461
674,2017,Yadier Molina,STL,136,543,137,0.285,0.204,0.422,0.374,0.11,0.352,0.059,0.341,0.426,0.325,0.249,3.9,0.4605
675,2016,Yoenis Cespedes,NYM,132,543,134,0.298,0.215,0.371,0.414,0.115,0.329,0.095,0.477,0.393,0.369,0.239,2.9,0.4755
676,2017,Denard Span,SFG,129,542,135,0.295,0.213,0.45,0.336,0.063,0.342,0.033,0.251,0.416,0.351,0.233,5.5,0.4465
677,2019,Jose Ramirez,CLE,129,542,123,0.256,0.206,0.329,0.465,0.104,0.326,0.06,0.357,0.488,0.292,0.22,5.9,0.459
678,2017,Josh Harrison,PIT,128,542,132,0.303,0.227,0.365,0.408,0.063,0.384,0.025,0.237,0.439,0.319,0.242,4.9,0.4485
679,2018,Kevin Pillar,TOR,142,542,129,0.281,0.266,0.356,0.378,0.177,0.393,0.05,0.364,0.407,0.35,0.243,5.6,0.4545
680,2016,Scooter Gennett,MIL,136,542,131,0.315,0.208,0.447,0.345,0.068,0.344,0.031,0.247,0.349,0.349,0.302,4.1,0.445
681,2017,Alex Gordon,KCR,148,541,99,0.261,0.244,0.426,0.33,0.095,0.346,0.039,0.309,0.43,0.348,0.222,4.3,0.462
682,2019,Corey Seager,LAD,134,541,133,0.303,0.218,0.39,0.392,0.045,0.352,0.063,0.377,0.372,0.347,0.281,3.2,0.4665
683,2021,Elvis Andrus,OAK,146,541,121,0.283,0.243,0.46,0.296,0.138,0.34,0.021,0.348,0.376,0.364,0.26,5.3,0.4565
684,2017,Jackie Bradley Jr.,BOS,133,541,118,0.294,0.184,0.49,0.326,0.085,0.306,0.069,0.397,0.419,0.336,0.244,4.5,0.472
685,2021,Lourdes Gurriel Jr.,TOR,141,541,138,0.305,0.208,0.452,0.34,0.073,0.358,0.096,0.427,0.393,0.341,0.267,2.5,0.4715
686,2021,Yandy Diaz,TBR,134,541,119,0.286,0.161,0.518,0.32,0.122,0.289,0.07,0.406,0.349,0.37,0.281,2.3,0.465
687,2017,Asdrubal Cabrera,NYM,135,540,134,0.31,0.204,0.435,0.362,0.063,0.376,0.045,0.326,0.463,0.343,0.194,2.5,0.4605
688,2017,Josh Reddick,HOU,134,540,150,0.339,0.242,0.336,0.423,0.091,0.383,0.035,0.306,0.359,0.361,0.28,4.8,0.453
689,2016,Melvin Upton Jr.,- - -,149,539,117,0.3,0.176,0.485,0.338,0.061,0.311,0.058,0.359,0.341,0.367,0.292,6.2,0.4615
690,2017,Hunter Pence,SFG,134,539,128,0.301,0.134,0.572,0.294,0.078,0.253,0.058,0.375,0.299,0.418,0.284,3.6,0.47
691,2021,Miguel Rojas,MIA,132,539,131,0.295,0.209,0.451,0.34,0.126,0.324,0.028,0.329,0.35,0.352,0.298,5.4,0.445
692,2019,Ryan McMahon,COL,141,539,120,0.323,0.213,0.508,0.279,0.056,0.363,0.087,0.478,0.339,0.382,0.28,3.7,0.479
693,2021,Andrew Benintendi,KCR,134,538,136,0.309,0.21,0.385,0.405,0.062,0.382,0.089,0.427,0.404,0.36,0.236,3.6,0.4695
694,2015,Daniel Murphy,NYM,130,538,140,0.278,0.212,0.428,0.36,0.101,0.323,0.036,0.379,0.407,0.313,0.281,2.7,0.465
695,2021,David Peralta,ARI,150,538,126,0.303,0.189,0.549,0.262,0.125,0.272,0.05,0.416,0.36,0.353,0.287,4.6,0.4655
696,2021,J.T. Realmuto,PHI,134,537,125,0.325,0.203,0.464,0.332,0.086,0.312,0.086,0.447,0.355,0.347,0.298,5.5,0.4715
697,2015,Odubel Herrera,PHI,147,537,147,0.387,0.235,0.472,0.293,0.086,0.331,0.03,0.339,0.352,0.323,0.325,5.3,0.456
698,2021,Tyler O'Neill,STL,138,537,138,0.366,0.23,0.362,0.409,0.108,0.399,0.179,0.522,0.381,0.365,0.255,5.8,0.491
699,2018,Nomar Mazara,TEX,128,536,126,0.298,0.184,0.551,0.266,0.07,0.282,0.08,0.431,0.38,0.367,0.253,2.5,0.471
700,2015,Anthony Gose,DET,140,535,123,0.352,0.208,0.54,0.252,0.074,0.304,0.018,0.304,0.31,0.357,0.333,7.5,0.4515
701,2015,Ben Zobrist,- - -,126,535,129,0.288,0.186,0.49,0.324,0.112,0.293,0.031,0.346,0.454,0.317,0.228,3.5,0.462
702,2018,Brandon Nimmo,NYM,140,535,114,0.351,0.216,0.45,0.333,0.124,0.334,0.055,0.42,0.447,0.321,0.232,5.9,0.4705
703,2015,Brian McCann,NYY,135,535,108,0.235,0.167,0.361,0.472,0.08,0.291,0.043,0.36,0.501,0.315,0.184,2,0.462
704,2018,Gregory Polanco,PIT,130,535,117,0.287,0.187,0.333,0.48,0.12,0.336,0.09,0.373,0.457,0.346,0.197,6.3,0.468
705,2021,Ian Happ,CHC,148,535,105,0.281,0.207,0.46,0.333,0.087,0.308,0.112,0.41,0.404,0.317,0.279,4,0.469
706,2018,Jackie Bradley Jr.,BOS,144,535,111,0.299,0.206,0.431,0.363,0.065,0.352,0.094,0.501,0.452,0.343,0.205,7.1,0.482
707,2015,Kevin Kiermaier,TBR,151,535,133,0.306,0.229,0.478,0.293,0.134,0.297,0.024,0.307,0.413,0.36,0.227,7.3,0.4535
708,2018,Rougned Odor,TEX,129,535,120,0.305,0.195,0.411,0.393,0.115,0.302,0.068,0.381,0.466,0.359,0.175,4.9,0.4755
709,2016,Russell Martin,TOR,137,535,105,0.291,0.179,0.465,0.356,0.135,0.294,0.089,0.399,0.374,0.367,0.259,2.2,0.469
710,2017,Carlos Gonzalez,COL,136,534,123,0.318,0.197,0.486,0.317,0.097,0.289,0.053,0.37,0.415,0.381,0.204,3.2,0.465
711,2018,Ian Kinsler,- - -,128,534,117,0.25,0.214,0.366,0.42,0.162,0.366,0.031,0.258,0.437,0.338,0.225,4.4,0.445
712,2015,Troy Tulowitzki,- - -,128,534,136,0.331,0.221,0.41,0.37,0.129,0.314,0.053,0.407,0.489,0.29,0.221,2.6,0.4655
713,2017,Yolmer Sanchez,CHW,141,534,129,0.321,0.216,0.445,0.339,0.063,0.326,0.029,0.242,0.333,0.367,0.299,5.3,0.445
714,2018,Corey Dickerson,PIT,135,533,151,0.333,0.272,0.376,0.352,0.08,0.376,0.054,0.315,0.311,0.362,0.327,5.6,0.459
715,2018,Dansby Swanson,ATL,136,533,114,0.29,0.199,0.424,0.376,0.119,0.318,0.041,0.34,0.427,0.318,0.255,4.9,0.4595
716,2021,Joey Votto,CIN,129,533,119,0.287,0.265,0.317,0.418,0.059,0.443,0.172,0.532,0.434,0.335,0.231,2.2,0.4845
717,2019,Khris Davis,OAK,133,533,106,0.264,0.205,0.421,0.374,0.071,0.315,0.089,0.395,0.404,0.359,0.237,1.3,0.476
718,2021,Raimel Tapia,COL,133,533,133,0.306,0.162,0.674,0.164,0.014,0.199,0.021,0.315,0.301,0.4,0.299,5.5,0.4435
719,2017,Tommy Joseph,PHI,142,533,119,0.28,0.192,0.417,0.39,0.181,0.309,0.07,0.401,0.442,0.331,0.228,2.2,0.471
720,2017,Joey Gallo,TEX,145,532,94,0.25,0.179,0.279,0.542,0.118,0.36,0.209,0.53,0.496,0.294,0.21,5.5,0.4955
721,2021,Miguel Sano,MIN,135,532,105,0.291,0.184,0.389,0.427,0.138,0.323,0.177,0.556,0.462,0.292,0.247,2.3,0.497
722,2021,Mike Yastrzemski,SFG,139,532,105,0.254,0.193,0.336,0.47,0.095,0.331,0.103,0.393,0.466,0.343,0.191,5,0.4675
723,2016,Stephen Vogt,OAK,137,532,123,0.275,0.232,0.303,0.465,0.105,0.407,0.049,0.266,0.366,0.346,0.288,2,0.45
