,MAE,RMSE,R2
0,1.2829677419354841,1.7725346531941748,-0.09113683481466928
1,1.6756209677419358,2.027110797535219,-0.6187618684710816
2,2.1748306451612898,2.8916934136223875,-2.1568732581406067
3,1.4301532258064518,1.7809550559433898,-0.33277667656199506
4,16.281612903225806,16.836116623248156,-114.00666337866208
5,1.5034435483870965,1.8216728996243552,-0.5941126661483138
6,1.753774193548387,2.090250513617308,-0.8363285442876107
7,1.8389274193548388,2.2394712419560983,-0.9976189522108632
8,1.4971693548387097,1.8546577655781553,-0.6597957678127286
9,2.6007258064516128,3.3460309829273367,-2.503339420567741
10,1.9587580645161295,2.4045494950600514,-1.3012728176669293
11,1.4587419354838713,1.7918166263824669,-0.4463480190819429
12,1.741661290322581,2.1272507548931667,-1.1572400895781234
13,4.054604838709678,4.469176523520536,-5.618446251553806
14,2.9218467741935483,3.416742016609465,-3.873347875655086
15,1.2963145161290321,1.6377675870998418,0.07164032685450172
16,2.1031774193548385,2.645593289762943,-1.1567501539833063
17,1.6843790322580645,2.2315766829610593,-0.741204053440524
18,19.371750000000002,19.711001398228547,-148.86328199901996
19,1.9774838709677423,2.600872055986781,-1.2112165931352594
