,MAE,RMSE,R2
1109,1.0014137931034481,1.2540147679808944,0.8420982356223365
1110,0.9161455938697319,1.1530060195966254,0.8341687869915938
1111,0.9713333333333334,1.2160304493062033,0.8448584749205561
1112,1.0103256704980843,1.2343411554844168,0.8222171222243668
1113,0.9013026819923372,1.1369315800102138,0.8733241247343815
1114,1.0148505747126435,1.2687393719238524,0.828376735785086
1115,1.010352490421456,1.241270060858907,0.816060872974383
1116,0.9297931034482758,1.1698999138512314,0.8440897986089518
1117,1.0797394636015327,1.3506577566056204,0.8236614712965221
1118,0.9799003831417625,1.2247564305510894,0.8445016944303039
1119,1.0457164750957855,1.3031339795210528,0.8314369455637435
1120,1.046992337164751,1.2827746612003312,0.8157193071918101
1121,0.9967969348659004,1.2411525140845465,0.8285775984643189
1122,1.0093984674329501,1.2218930997130792,0.8205783063769707
1123,1.0752911877394637,1.3263113268128959,0.8355312690710159
1124,0.9829616858237548,1.2354146852148247,0.8364298366278118
1125,0.9849195402298849,1.2270395516456192,0.8354056724799772
1126,1.0131609195402296,1.2532944616740453,0.827032237879074
1127,0.9406858237547892,1.1801962967449842,0.8551415190912773
1128,0.8977892720306514,1.1225730996174255,0.8320010259409523
1129,1.0675478927203066,1.3131472591213564,0.8280124470698107
1130,0.9447701149425288,1.175325077718576,0.8212693747934472
1131,1.0416091954022988,1.2653746253693945,0.8499494023426346
1132,0.9089693486590038,1.1316692194374742,0.8480763552954018
1133,1.0663256704980844,1.3106164163494205,0.8021320479517814
1134,1.0492452107279693,1.320158400747855,0.8310952859725762
1135,0.9834137931034482,1.2235598634572815,0.85444545085191
1136,0.9863793103448277,1.2462336899481117,0.8462295296053303
1137,0.9787816091954022,1.2102679574109332,0.8555361552700753
1138,1.0193869731800766,1.269836605170688,0.8378736310602952
1139,1.016103448275862,1.2650709776704472,0.821692085994921
1140,1.003344827586207,1.2602937731481558,0.8216918266377105
1141,0.9779233716475095,1.2218079562649513,0.8367354599652639
1142,1.002325670498084,1.2592359311376875,0.8377598887188953
1143,1.033605363984674,1.2770108971412986,0.8166832293619348
1144,0.9843180076628354,1.2569039883838884,0.8364910144219874
1145,1.0165823754789272,1.2706022978232474,0.8445106642543537
1146,1.0491455938697318,1.2867115426037539,0.8172258076900002
1147,1.0468582375478928,1.2846232508217046,0.8347334206162539
1148,0.9250076628352492,1.16861284471929,0.844923192481315
1149,0.9733448275862069,1.2048169429006146,0.8374889357522208
1150,0.9547624521072797,1.2134364503990673,0.8552996011491636
1151,1.0092835249042145,1.257851277078909,0.8149670563006807
1152,0.9531915708812259,1.1913710589065019,0.8535329484187458
1153,0.9400038314176246,1.188017675023643,0.8490842693548961
1154,0.9290727969348659,1.1716012358898813,0.8522701625371382
1155,1.0318467432950191,1.2577292193759477,0.833821086789241
1156,1.0082298850574714,1.2507184510025273,0.8276565434745811
1157,1.0057969348659006,1.2302615816918665,0.8485112987724996
1158,1.000337164750958,1.2589036128764624,0.8282251902079001
1159,0.9731762452107279,1.1990703087659143,0.8465036307024385
1160,0.925455938697318,1.1640604847947278,0.8461308661408922
1161,0.9609310344827586,1.1719709354600985,0.859093301115067
1162,0.9888007662835249,1.2237288267338113,0.8292913488081105
1163,1.0066206896551724,1.2622450108568266,0.8454132736772446
1164,0.9480574712643679,1.2012831565547826,0.8423859538171474
1165,0.9714827586206896,1.2195191424070873,0.8546226560451825
1166,1.0005249042145594,1.2593370770223589,0.8196309464793642
1167,0.985735632183908,1.2400415222933037,0.8598029785661966
1168,1.0265785440613027,1.2725891774486324,0.8393947871139203
1169,1.0332567049808428,1.2767587914301797,0.8262382650610735
1170,0.9108429118773947,1.138105530798316,0.8526488899977456
1171,0.9659923371647511,1.2037876526379885,0.8341014323469467
1172,0.9540727969348659,1.193346392723764,0.8588056312214073
1173,0.9470957854406129,1.1877625702856809,0.8239495580334939
1174,0.9935019157088122,1.2509950093465447,0.8506943741939756
1175,0.919287356321839,1.1845380689457006,0.8396278656093921
1176,0.9816436781609196,1.2151261022809297,0.8421412172362681
1177,1.027241379310345,1.2730921267600357,0.8467412088395792
1178,1.0314482758620689,1.2689510616784503,0.8035989712606292
1179,0.9946934865900383,1.261979298941886,0.8375006030061048
1180,0.9595977011494252,1.1857887056327239,0.8486434220923879
1181,1.004168582375479,1.2546727008295415,0.8291830117093613
1182,1.0614942528735631,1.3160091680030952,0.8264346994616474
1183,0.905551724137931,1.1185392242423071,0.8672943126963573
1184,0.96327969348659,1.2185642452999232,0.8405151876087175
1185,1.0085249042145594,1.269479280523381,0.8211044683143942
1186,0.9584750957854405,1.2023694837606813,0.8272484012207998
1187,1.031256704980843,1.296839848967378,0.8423529823010578
1188,0.9708007662835249,1.2098637157663543,0.8417455580401297
1189,1.0141877394636016,1.2896397028699105,0.8285628931046678
1190,0.9402452107279692,1.1574826529819022,0.8288221375318912
1191,0.925735632183908,1.1880178717517393,0.8527545123421341
1192,1.00960153256705,1.2387302979090542,0.8171102256577866
1193,0.9854865900383142,1.2128457400972437,0.8356416304010585
1194,0.9886973180076629,1.2273043320104624,0.8566442506825145
1195,1.0225134099616857,1.2706610220472616,0.8109200459457686
1196,0.9905632183908045,1.2414011133142788,0.8084843412861521
1197,1.004501915708812,1.2538205842429229,0.8069507647846357
1198,0.9666858237547893,1.1921672961748975,0.8551835517838755
1199,1.027095785440613,1.2949727493101693,0.8366492312537397
1200,0.9767164750957854,1.2250299785212857,0.8462392054076517
1201,0.9915057471264368,1.235958217932587,0.8506008956051992
1202,1.0137624521072797,1.2952227400567646,0.8241399746606275
1203,0.9492260536398467,1.1695267504094857,0.8321953802112491
