,MAE,RMSE,R2
0,0.8800881226053638,1.101765210262178,0.8627526701656136
1,0.9248659003831419,1.1630360025790343,0.8592190968265342
2,0.9173448275862068,1.1454513356979017,0.8515034596005696
3,0.867007662835249,1.1030466360159272,0.8522228467789914
4,0.8976015325670498,1.133770811440109,0.8732561078400798
5,0.8949731800766283,1.1343711070144191,0.8574995567557273
6,0.9819616858237546,1.220096503940243,0.835294522662516
7,0.9325747126436782,1.1984996687269869,0.8280743995041469
8,0.9068199233716474,1.1339796061333893,0.8601807833787285
9,0.8948007662835248,1.1397370016588,0.8648118642300543
10,0.918816091954023,1.1725854313736512,0.8495996549766005
11,0.9177164750957854,1.13651654383301,0.8653473476119167
12,0.8360689655172414,1.0378466913707785,0.8913165470882638
13,0.9160727969348659,1.1410154027993167,0.856650620299855
14,0.9179770114942528,1.1498902596315017,0.859282637097712
15,0.9075440613026818,1.1025662454793808,0.8810963342058239
16,0.883574712643678,1.131199598906864,0.8624280882203381
17,0.884367816091954,1.1218005573280199,0.8614072861272635
18,0.9434176245210727,1.211020148786255,0.8341144051084637
19,0.9767471264367816,1.2249590766485228,0.8477395993721614
20,0.9654329501915708,1.1957474169144047,0.8558945047399507
21,0.9041839080459769,1.1490366379721313,0.8435084849758718
22,0.8719425287356323,1.0762462739287855,0.8787620787823573
23,0.8759616858237548,1.0889064851185952,0.8753568357610271
24,0.8365019157088123,1.0654945661513642,0.862384482051139
25,0.938513409961686,1.1792197855709479,0.821460974495984
26,0.8736743295019158,1.1294140836795834,0.8668798273393079
27,0.9604252873563219,1.23856139358148,0.8561176578920795
28,0.8580344827586207,1.0859808480350153,0.8907726185913813
29,0.9350536398467432,1.2014421458751385,0.843981977967365
30,0.8571302681992338,1.0938022105765142,0.8692565873593389
31,0.9077471264367816,1.1656373324514782,0.851261266793804
32,1.130448275862069,1.4085096808587427,0.7858337877098
33,0.915015325670498,1.128963293811604,0.8652708721201481
34,0.8706858237547892,1.0917658847602982,0.8842052503113953
35,0.8826551724137931,1.1127114668363578,0.8784985278967475
36,0.9133869731800764,1.155521819062497,0.8604404819938687
37,0.8887739463601533,1.1238692503819219,0.8600372436459034
38,0.9163639846743297,1.153223403504631,0.8375300521915153
39,0.8980306513409961,1.142740840415048,0.8700873670278213
40,0.9011379310344827,1.1109490523578776,0.873204885532136
41,0.9453409961685822,1.2138640496507354,0.844006390359358
42,0.9071264367816093,1.1230215263560195,0.8587137309717172
43,0.9522643678160919,1.1889911899624945,0.8787694074140466
44,0.9782490421455938,1.243614634906351,0.8209181385255557
45,0.9731800766283526,1.251436483418416,0.8239758797820309
46,0.9445670498084292,1.1825355478120227,0.8543650379612004
47,0.8494061302681992,1.1189010635611687,0.866551373350751
48,0.9425019157088123,1.150636437250259,0.8489725855829817
49,0.9822107279693485,1.2083247593829778,0.8445539349712052
